ID	label	TYPE	deprecated	obsolescence reason
METPO:0000027	obsolete Extreme thermophile	owl:Class	true	OMO:0001000
METPO:000027	obsolete Thermophile	owl:Class	true	OMO:0001000
METPO:0000028	obsolete Hyperthermophile	owl:Class	true	OMO:0001000
METPO:000028	obsolete Extreme thermophile	owl:Class	true	OMO:0001000
METPO:0000029	obsolete Extreme hyperthermophile	owl:Class	true	OMO:0001000
METPO:000029	obsolete Hyperthermophile	owl:Class	true	OMO:0001000
METPO:0000030	obsolete Halophile	owl:Class	true	OMO:0001000
METPO:000030	obsolete Extreme hyperthermophile	owl:Class	true	OMO:0001000
METPO:0000031	obsolete Non-halophile	owl:Class	true	OMO:0001000
METPO:000031	obsolete Halophile	owl:Class	true	OMO:0001000
METPO:0000032	obsolete Slight halophile	owl:Class	true	OMO:0001000
METPO:000032	obsolete Non-halophile	owl:Class	true	OMO:0001000
METPO:0000033	obsolete Moderate halophile	owl:Class	true	OMO:0001000
METPO:000033	obsolete Slight halophile	owl:Class	true	OMO:0001000
METPO:0000034	obsolete Extreme halophile	owl:Class	true	OMO:0001000
METPO:000034	obsolete Moderate halophile	owl:Class	true	OMO:0001000
METPO:0000035	obsolete Halotolerant	owl:Class	true	OMO:0001000
METPO:000035	obsolete Extreme halophile	owl:Class	true	OMO:0001000
METPO:0000036	obsolete Haloalkaliphile	owl:Class	true	OMO:0001000
METPO:000036	obsolete Halotolerant	owl:Class	true	OMO:0001000
METPO:0000037	obsolete Extreme Acidophile	owl:Class	true	OMO:0001000
METPO:000037	obsolete Haloalkaliphile	owl:Class	true	OMO:0001000
METPO:0000038	obsolete Acidophile	owl:Class	true	OMO:0001000
METPO:000038	obsolete Extreme Acidophile	owl:Class	true	OMO:0001000
METPO:0000039	obsolete Neutrophile	owl:Class	true	OMO:0001000
METPO:000039	obsolete Acidophile	owl:Class	true	OMO:0001000
METPO:0000040	obsolete Alkaliphile	owl:Class	true	OMO:0001000
METPO:000040	obsolete Neutrophile	owl:Class	true	OMO:0001000
METPO:0000041	obsolete Acid Tolerant	owl:Class	true	OMO:0001000
METPO:000041	obsolete Alkaliphile	owl:Class	true	OMO:0001000
METPO:0000042	obsolete Alkali Tolerant	owl:Class	true	OMO:0001000
METPO:000042	obsolete Acid Tolerant	owl:Class	true	OMO:0001000
METPO:0000043	obsolete Extreme Alkaliphile	owl:Class	true	OMO:0001000
METPO:000043	obsolete Alkali Tolerant	owl:Class	true	OMO:0001000
METPO:0000044	obsolete Facultative acidophile	owl:Class	true	OMO:0001000
METPO:000044	obsolete Extreme Alkaliphile	owl:Class	true	OMO:0001000
METPO:0000045	obsolete Obligative acidophile	owl:Class	true	OMO:0001000
METPO:000045	obsolete Facultative acidophile	owl:Class	true	OMO:0001000
METPO:0000046	obsolete Aerobe	owl:Class	true	OMO:0001000
METPO:000046	obsolete Obligative acidophile	owl:Class	true	OMO:0001000
METPO:0000047	obsolete Anaerobe	owl:Class	true	OMO:0001000
METPO:000047	obsolete Aerobe	owl:Class	true	OMO:0001000
METPO:0000048	obsolete Facultative anaerobe	owl:Class	true	OMO:0001000
METPO:000048	obsolete Anaerobe	owl:Class	true	OMO:0001000
METPO:0000049	obsolete Facultative aerobe	owl:Class	true	OMO:0001000
METPO:000049	obsolete Facultative anaerobe	owl:Class	true	OMO:0001000
METPO:0000050	obsolete Microaerophile	owl:Class	true	OMO:0001000
METPO:000050	obsolete Facultative aerobe	owl:Class	true	OMO:0001000
METPO:0000051	obsolete Aerotolerant	owl:Class	true	OMO:0001000
METPO:000051	obsolete Microaerophile	owl:Class	true	OMO:0001000
METPO:0000052	obsolete Microaerotolerant	owl:Class	true	OMO:0001000
METPO:000052	obsolete Aerotolerant	owl:Class	true	OMO:0001000
METPO:0000053	obsolete Aerotolerant anaerobe	owl:Class	true	OMO:0001000
METPO:000053	obsolete Microaerotolerant	owl:Class	true	OMO:0001000
METPO:0000054	obsolete Obligate aerobe	owl:Class	true	OMO:0001000
METPO:000054	obsolete Aerotolerant anaerobe	owl:Class	true	OMO:0001000
METPO:0000055	obsolete Obligate anaerobe	owl:Class	true	OMO:0001000
METPO:000055	obsolete Obligate aerobe	owl:Class	true	OMO:0001000
METPO:0000056	obsolete Oxygenic phototroph	owl:Class	true	OMO:0001000
METPO:000056	obsolete Obligate anaerobe	owl:Class	true	OMO:0001000
METPO:0000057	obsolete Anoxygenic phototroph	owl:Class	true	OMO:0001000
METPO:000057	obsolete Oxygenic phototroph	owl:Class	true	OMO:0001000
METPO:0000058	obsolete Autotroph	owl:Class	true	OMO:0001000
METPO:000058	obsolete Anoxygenic phototroph	owl:Class	true	OMO:0001000
METPO:0000059	obsolete Photoautotroph	owl:Class	true	OMO:0001000
METPO:000059	obsolete Autotroph	owl:Class	true	OMO:0001000
METPO:0000060	obsolete Chemoautotroph	owl:Class	true	OMO:0001000
METPO:000060	obsolete Photoautotroph	owl:Class	true	OMO:0001000
METPO:0000061	obsolete Heterotroph	owl:Class	true	OMO:0001000
METPO:000061	obsolete Chemoautotroph	owl:Class	true	OMO:0001000
METPO:0000062	obsolete Photoheterotroph	owl:Class	true	OMO:0001000
METPO:000062	obsolete Heterotroph	owl:Class	true	OMO:0001000
METPO:0000063	obsolete Chemoheterotroph	owl:Class	true	OMO:0001000
METPO:000063	obsolete Photoheterotroph	owl:Class	true	OMO:0001000
METPO:0000064	obsolete Lithotroph	owl:Class	true	OMO:0001000
METPO:000064	obsolete Chemoheterotroph	owl:Class	true	OMO:0001000
METPO:0000065	obsolete Organotroph	owl:Class	true	OMO:0001000
METPO:000065	obsolete Lithotroph	owl:Class	true	OMO:0001000
METPO:0000066	obsolete Phototroph	owl:Class	true	OMO:0001000
METPO:000066	obsolete Organotroph	owl:Class	true	OMO:0001000
METPO:0000067	obsolete Chemotroph	owl:Class	true	OMO:0001000
METPO:000067	obsolete Phototroph	owl:Class	true	OMO:0001000
METPO:0000068	obsolete Oligotroph	owl:Class	true	OMO:0001000
METPO:000068	obsolete Chemotroph	owl:Class	true	OMO:0001000
METPO:0000069	obsolete Copiotroph	owl:Class	true	OMO:0001000
METPO:000069	obsolete Oligotroph	owl:Class	true	OMO:0001000
METPO:0000070	obsolete Lithoautotroph	owl:Class	true	OMO:0001000
METPO:000070	obsolete Copiotroph	owl:Class	true	OMO:0001000
METPO:0000071	obsolete Mixotroph	owl:Class	true	OMO:0001000
METPO:000071	obsolete Lithoautotroph	owl:Class	true	OMO:0001000
METPO:0000072	obsolete Lithoheterotroph	owl:Class	true	OMO:0001000
METPO:000072	obsolete Mixotroph	owl:Class	true	OMO:0001000
METPO:0000073	obsolete Chemoorganoheterotroph	owl:Class	true	OMO:0001000
METPO:000073	obsolete Lithoheterotroph	owl:Class	true	OMO:0001000
METPO:0000074	obsolete Chemolithoautotroph	owl:Class	true	OMO:0001000
METPO:000074	obsolete Chemoorganoheterotroph	owl:Class	true	OMO:0001000
METPO:0000075	obsolete Methylotroph	owl:Class	true	OMO:0001000
METPO:000075	obsolete Chemolithoautotroph	owl:Class	true	OMO:0001000
METPO:0000076	obsolete Methanotroph	owl:Class	true	OMO:0001000
METPO:000076	obsolete Methylotroph	owl:Class	true	OMO:0001000
METPO:0000077	obsolete Carboxydotroph	owl:Class	true	OMO:0001000
METPO:000077	obsolete Methanotroph	owl:Class	true	OMO:0001000
METPO:0000078	obsolete Hydrogenotroph	owl:Class	true	OMO:0001000
METPO:000078	obsolete Carboxydotroph	owl:Class	true	OMO:0001000
METPO:0000079	obsolete Hydrogen oxidizer	owl:Class	true	OMO:0001000
METPO:000079	obsolete Hydrogenotroph	owl:Class	true	OMO:0001000
METPO:0000080	obsolete Hydrogen producer	owl:Class	true	OMO:0001000
METPO:000080	obsolete Hydrogen oxidizer	owl:Class	true	OMO:0001000
METPO:0000081	obsolete Nitrogen fixer	owl:Class	true	OMO:0001000
METPO:000081	obsolete Hydrogen producer	owl:Class	true	OMO:0001000
METPO:0000082	obsolete Methanogen	owl:Class	true	OMO:0001000
METPO:000082	obsolete Nitrogen fixer	owl:Class	true	OMO:0001000
METPO:0000083	obsolete Sulfate reducer	owl:Class	true	OMO:0001000
METPO:000083	obsolete Methanogen	owl:Class	true	OMO:0001000
METPO:0000084	obsolete Sulfur oxidizer	owl:Class	true	OMO:0001000
METPO:000084	obsolete Sulfate reducer	owl:Class	true	OMO:0001000
METPO:0000085	obsolete Denitrifier	owl:Class	true	OMO:0001000
METPO:000085	obsolete Sulfur oxidizer	owl:Class	true	OMO:0001000
METPO:0000086	obsolete Capnophile	owl:Class	true	OMO:0001000
METPO:000086	obsolete Denitrifier	owl:Class	true	OMO:0001000
METPO:0000087	obsolete Motile	owl:Class	true	OMO:0001000
METPO:000087	obsolete Capnophile	owl:Class	true	OMO:0001000
METPO:0000088	obsolete Non-motile	owl:Class	true	OMO:0001000
METPO:000088	obsolete Motile	owl:Class	true	OMO:0001000
METPO:0000089	obsolete Flagellated	owl:Class	true	OMO:0001000
METPO:000089	obsolete Non-motile	owl:Class	true	OMO:0001000
METPO:0000090	obsolete Peritrichous	owl:Class	true	OMO:0001000
METPO:000090	obsolete Flagellated	owl:Class	true	OMO:0001000
METPO:0000091	obsolete Lophotrichous	owl:Class	true	OMO:0001000
METPO:000091	obsolete Peritrichous	owl:Class	true	OMO:0001000
METPO:0000092	obsolete Monotrichous	owl:Class	true	OMO:0001000
METPO:000092	obsolete Lophotrichous	owl:Class	true	OMO:0001000
METPO:0000093	obsolete Ciliated	owl:Class	true	OMO:0001000
METPO:000093	obsolete Monotrichous	owl:Class	true	OMO:0001000
METPO:0000094	obsolete Gliding	owl:Class	true	OMO:0001000
METPO:000094	obsolete Ciliated	owl:Class	true	OMO:0001000
METPO:0000095	obsolete Twitching	owl:Class	true	OMO:0001000
METPO:000095	obsolete Gliding	owl:Class	true	OMO:0001000
METPO:0000096	obsolete Sliding	owl:Class	true	OMO:0001000
METPO:000096	obsolete Twitching	owl:Class	true	OMO:0001000
METPO:0000097	obsolete Swarming	owl:Class	true	OMO:0001000
METPO:000097	obsolete Sliding	owl:Class	true	OMO:0001000
METPO:0000098	obsolete Endospores	owl:Class	true	OMO:0001000
METPO:000098	obsolete Swarming	owl:Class	true	OMO:0001000
METPO:0000099	obsolete Exospores	owl:Class	true	OMO:0001000
METPO:000099	obsolete Endospores	owl:Class	true	OMO:0001000
METPO:0000100	obsolete Myxospores	owl:Class	true	OMO:0001000
METPO:000100	obsolete Exospores	owl:Class	true	OMO:0001000
METPO:0000101	obsolete Arthrospores	owl:Class	true	OMO:0001000
METPO:000101	obsolete Myxospores	owl:Class	true	OMO:0001000
METPO:0000102	obsolete Conidia	owl:Class	true	OMO:0001000
METPO:000102	obsolete Arthrospores	owl:Class	true	OMO:0001000
METPO:0000103	obsolete Sporangiospores	owl:Class	true	OMO:0001000
METPO:000103	obsolete Conidia	owl:Class	true	OMO:0001000
METPO:0000104	obsolete Zygospores	owl:Class	true	OMO:0001000
METPO:000104	obsolete Sporangiospores	owl:Class	true	OMO:0001000
METPO:0000105	obsolete Akinetes	owl:Class	true	OMO:0001000
METPO:000105	obsolete Zygospores	owl:Class	true	OMO:0001000
METPO:0000106	obsolete Chlamydospores	owl:Class	true	OMO:0001000
METPO:000106	obsolete Akinetes	owl:Class	true	OMO:0001000
METPO:0000107	obsolete Sporocysts	owl:Class	true	OMO:0001000
METPO:000107	obsolete Chlamydospores	owl:Class	true	OMO:0001000
METPO:0000108	obsolete Hypnospores	owl:Class	true	OMO:0001000
METPO:000108	obsolete Sporocysts	owl:Class	true	OMO:0001000
METPO:0000109	obsolete Gemmae	owl:Class	true	OMO:0001000
METPO:000109	obsolete Hypnospores	owl:Class	true	OMO:0001000
METPO:0000110	obsolete Oospores	owl:Class	true	OMO:0001000
METPO:000110	obsolete Gemmae	owl:Class	true	OMO:0001000
METPO:0000111	obsolete Azygospores	owl:Class	true	OMO:0001000
METPO:000111	obsolete Oospores	owl:Class	true	OMO:0001000
METPO:0000112	obsolete Cysts	owl:Class	true	OMO:0001000
METPO:000112	obsolete Azygospores	owl:Class	true	OMO:0001000
METPO:0000113	obsolete Ascospores	owl:Class	true	OMO:0001000
METPO:000113	obsolete Cysts	owl:Class	true	OMO:0001000
METPO:0000114	obsolete Basidiospores	owl:Class	true	OMO:0001000
METPO:000114	obsolete Ascospores	owl:Class	true	OMO:0001000
METPO:0000115	obsolete Aleuriospores	owl:Class	true	OMO:0001000
METPO:000115	obsolete Basidiospores	owl:Class	true	OMO:0001000
METPO:0000116	obsolete Stylospores	owl:Class	true	OMO:0001000
METPO:000116	obsolete Aleuriospores	owl:Class	true	OMO:0001000
METPO:0000117	obsolete Sclerotia	owl:Class	true	OMO:0001000
METPO:000117	obsolete Stylospores	owl:Class	true	OMO:0001000
METPO:0000118	obsolete Zoospores	owl:Class	true	OMO:0001000
METPO:000118	obsolete Sclerotia	owl:Class	true	OMO:0001000
METPO:0000119	obsolete Teliospores	owl:Class	true	OMO:0001000
METPO:000119	obsolete Zoospores	owl:Class	true	OMO:0001000
METPO:0000120	obsolete Urediniospores	owl:Class	true	OMO:0001000
METPO:000120	obsolete Teliospores	owl:Class	true	OMO:0001000
METPO:0000121	obsolete Pycnidiospores	owl:Class	true	OMO:0001000
METPO:000121	obsolete Urediniospores	owl:Class	true	OMO:0001000
METPO:0000122	obsolete Acriospores	owl:Class	true	OMO:0001000
METPO:000122	obsolete Pycnidiospores	owl:Class	true	OMO:0001000
METPO:0000123	obsolete Aplanospores	owl:Class	true	OMO:0001000
METPO:000123	obsolete Acriospores	owl:Class	true	OMO:0001000
METPO:0000124	obsolete Statismospores	owl:Class	true	OMO:0001000
METPO:000124	obsolete Aplanospores	owl:Class	true	OMO:0001000
METPO:0000125	obsolete Barotolerant	owl:Class	true	OMO:0001000
METPO:000125	obsolete Statismospores	owl:Class	true	OMO:0001000
METPO:0000126	obsolete Piezophile	owl:Class	true	OMO:0001000
METPO:000126	obsolete Barotolerant	owl:Class	true	OMO:0001000
METPO:0000127	obsolete Piezotolerant	owl:Class	true	OMO:0001000
METPO:000127	obsolete Piezophile	owl:Class	true	OMO:0001000
METPO:0000128	obsolete Piezosensitive	owl:Class	true	OMO:0001000
METPO:000128	obsolete Piezotolerant	owl:Class	true	OMO:0001000
METPO:0000129	obsolete Obligate barophile	owl:Class	true	OMO:0001000
METPO:000129	obsolete Piezosensitive	owl:Class	true	OMO:0001000
METPO:0000130	obsolete Facultative barophile	owl:Class	true	OMO:0001000
METPO:000130	obsolete Obligate barophile	owl:Class	true	OMO:0001000
METPO:0000131	obsolete Hyperbarophile	owl:Class	true	OMO:0001000
METPO:000131	obsolete Facultative barophile	owl:Class	true	OMO:0001000
METPO:0000132	obsolete Hypobarophile	owl:Class	true	OMO:0001000
METPO:000132	obsolete Hyperbarophile	owl:Class	true	OMO:0001000
METPO:0000133	obsolete Atmospheric pressure-adapted	owl:Class	true	OMO:0001000
METPO:000133	obsolete Hypobarophile	owl:Class	true	OMO:0001000
METPO:0000134	obsolete Moderate piezophile	owl:Class	true	OMO:0001000
METPO:000134	obsolete Atmospheric pressure-adapted	owl:Class	true	OMO:0001000
METPO:0000135	obsolete Extreme piezophile	owl:Class	true	OMO:0001000
METPO:000135	obsolete Moderate piezophile	owl:Class	true	OMO:0001000
METPO:0000136	obsolete Stenopiezic	owl:Class	true	OMO:0001000
METPO:000136	obsolete Extreme piezophile	owl:Class	true	OMO:0001000
METPO:0000137	obsolete Eurypiezic	owl:Class	true	OMO:0001000
METPO:000137	obsolete Stenopiezic	owl:Class	true	OMO:0001000
METPO:0000138	obsolete Pressure-sensitive	owl:Class	true	OMO:0001000
METPO:000138	obsolete Eurypiezic	owl:Class	true	OMO:0001000
METPO:0000139	obsolete Pressure-resistant	owl:Class	true	OMO:0001000
METPO:000139	obsolete Pressure-sensitive	owl:Class	true	OMO:0001000
METPO:0000140	obsolete Pressure-adapted	owl:Class	true	OMO:0001000
METPO:000140	obsolete Pressure-resistant	owl:Class	true	OMO:0001000
METPO:0000141	obsolete Piezo-acidophile	owl:Class	true	OMO:0001000
METPO:000141	obsolete Pressure-adapted	owl:Class	true	OMO:0001000
METPO:0000142	obsolete Piezo-alkaliphile	owl:Class	true	OMO:0001000
METPO:000142	obsolete Piezo-acidophile	owl:Class	true	OMO:0001000
METPO:0000143	obsolete Piezo-halophile	owl:Class	true	OMO:0001000
METPO:000143	obsolete Piezo-alkaliphile	owl:Class	true	OMO:0001000
METPO:0000144	obsolete Piezo-psychrophile	owl:Class	true	OMO:0001000
METPO:000144	obsolete Piezo-halophile	owl:Class	true	OMO:0001000
METPO:0000145	obsolete Piezo-thermophile	owl:Class	true	OMO:0001000
METPO:000145	obsolete Piezo-psychrophile	owl:Class	true	OMO:0001000
METPO:0000146	obsolete Piezo-lithoautotrophe	owl:Class	true	OMO:0001000
METPO:000146	obsolete Piezo-thermophile	owl:Class	true	OMO:0001000
METPO:0000147	obsolete Piezo-chemoheterotroph	owl:Class	true	OMO:0001000
METPO:000147	obsolete Piezo-lithoautotrophe	owl:Class	true	OMO:0001000
METPO:0000148	obsolete Piezo-oligotroph	owl:Class	true	OMO:0001000
METPO:000148	obsolete Piezo-chemoheterotroph	owl:Class	true	OMO:0001000
METPO:0000149	obsolete Piezo-endolithic	owl:Class	true	OMO:0001000
METPO:000149	obsolete Piezo-oligotroph	owl:Class	true	OMO:0001000
METPO:0000150	obsolete Piezo-tolerant	owl:Class	true	OMO:0001000
METPO:000150	obsolete Piezo-endolithic	owl:Class	true	OMO:0001000
METPO:0000151	obsolete GC low	owl:Class	true	OMO:0001000
METPO:000151	obsolete Piezo-tolerant	owl:Class	true	OMO:0001000
METPO:0000152	obsolete GC mid1	owl:Class	true	OMO:0001000
METPO:000152	obsolete GC% low ( < 42.65)	owl:Class	true	OMO:0001000
METPO:0000153	obsolete GC mid2	owl:Class	true	OMO:0001000
METPO:000153	obsolete GC% mid1 (42.65 - 57)	owl:Class	true	OMO:0001000
METPO:0000154	obsolete GC high	owl:Class	true	OMO:0001000
METPO:000154	obsolete GC% mid2 (57 - 66.3)	owl:Class	true	OMO:0001000
METPO:0000155	obsolete Cell width very low	owl:Class	true	OMO:0001000
METPO:000155	obsolete GC% high ( > 66.3)	owl:Class	true	OMO:0001000
METPO:0000156	obsolete Cell width low	owl:Class	true	OMO:0001000
METPO:000156	obsolete Cell width uM very low (< 0.5)	owl:Class	true	OMO:0001000
METPO:0000157	obsolete Cell width mid	owl:Class	true	OMO:0001000
METPO:000157	obsolete Cell width uM low (0.5 - 0.65)	owl:Class	true	OMO:0001000
METPO:0000158	obsolete Cell width high	owl:Class	true	OMO:0001000
METPO:000158	obsolete Cell width uM mid (0.65 - 0.9)	owl:Class	true	OMO:0001000
METPO:0000159	obsolete Cell length very low	owl:Class	true	OMO:0001000
METPO:000159	obsolete Cell width uM high (> 0.9)	owl:Class	true	OMO:0001000
METPO:0000160	obsolete Cell length low	owl:Class	true	OMO:0001000
METPO:000160	obsolete Cell length uM very low (<= 1.3)	owl:Class	true	OMO:0001000
METPO:0000161	obsolete Cell length mid	owl:Class	true	OMO:0001000
METPO:000161	obsolete Cell length uM low (1.3 - 2)	owl:Class	true	OMO:0001000
METPO:0000162	obsolete Cell length high	owl:Class	true	OMO:0001000
METPO:000162	obsolete Cell length uM mid (2 - 3)	owl:Class	true	OMO:0001000
METPO:0000163	obsolete Temperature Optimum very low	owl:Class	true	OMO:0001000
METPO:000163	obsolete Cell length uM high (> 3)	owl:Class	true	OMO:0001000
METPO:0000164	obsolete Temperature Optimum low	owl:Class	true	OMO:0001000
METPO:000164	obsolete Temperature Optimum C very low (<= 10)	owl:Class	true	OMO:0001000
METPO:0000165	obsolete Temperature Optimum mid1	owl:Class	true	OMO:0001000
METPO:000165	obsolete Temperature Optimum C low (10 - 22)	owl:Class	true	OMO:0001000
METPO:0000166	obsolete Temperature Optimum mid2	owl:Class	true	OMO:0001000
METPO:000166	obsolete Temperature Optimum C mid1 (22 - 27)	owl:Class	true	OMO:0001000
METPO:0000167	obsolete Temperature Optimum mid3	owl:Class	true	OMO:0001000
METPO:000167	obsolete Temperature Optimum C mid2 (27 - 30)	owl:Class	true	OMO:0001000
METPO:0000168	obsolete Temperature Optimum mid4	owl:Class	true	OMO:0001000
METPO:000168	obsolete Temperature Optimum C mid3 (30 - 34)	owl:Class	true	OMO:0001000
METPO:0000169	obsolete Temperature Optimum high	owl:Class	true	OMO:0001000
METPO:000169	obsolete Temperature Optimum C mid4 (34 - 40)	owl:Class	true	OMO:0001000
METPO:0000170	obsolete Temperature Range very low	owl:Class	true	OMO:0001000
METPO:000170	obsolete Temperature Optimum C high (> 40)	owl:Class	true	OMO:0001000
METPO:0000171	obsolete Temperature Range low	owl:Class	true	OMO:0001000
METPO:000171	obsolete Temperature Range C very low (<= 10)	owl:Class	true	OMO:0001000
METPO:0000172	obsolete Temperature Range mid1	owl:Class	true	OMO:0001000
METPO:000172	obsolete Temperature Range C low (10 - 22)	owl:Class	true	OMO:0001000
METPO:0000173	obsolete Temperature Range mid2	owl:Class	true	OMO:0001000
METPO:000173	obsolete Temperature Range C mid1 (22 - 27)	owl:Class	true	OMO:0001000
METPO:0000174	obsolete Temperature Range mid3	owl:Class	true	OMO:0001000
METPO:000174	obsolete Temperature Range C mid2 (27 - 30)	owl:Class	true	OMO:0001000
METPO:0000175	obsolete Temperature Range mid4	owl:Class	true	OMO:0001000
METPO:000175	obsolete Temperature Range C mid3 (30 - 34)	owl:Class	true	OMO:0001000
METPO:0000176	obsolete Temperature Range high	owl:Class	true	OMO:0001000
METPO:000176	obsolete Temperature Range C mid4 (34 - 40)	owl:Class	true	OMO:0001000
METPO:0000177	obsolete pH Optimum low	owl:Class	true	OMO:0001000
METPO:000177	obsolete Temperature Range C high (> 40)	owl:Class	true	OMO:0001000
METPO:0000178	obsolete pH Optimum mid1	owl:Class	true	OMO:0001000
METPO:000178	obsolete pH Optimum low (0 - 6)	owl:Class	true	OMO:0001000
METPO:0000179	obsolete pH Optimum mid2	owl:Class	true	OMO:0001000
METPO:000179	obsolete pH Optimum mid1 (6 - 7)	owl:Class	true	OMO:0001000
METPO:0000180	obsolete pH Optimum high	owl:Class	true	OMO:0001000
METPO:000180	obsolete pH Optimum mid2 (7 - 8)	owl:Class	true	OMO:0001000
METPO:0000181	obsolete pH Range very low	owl:Class	true	OMO:0001000
METPO:000181	obsolete pH Optimum high (8 - 14)	owl:Class	true	OMO:0001000
METPO:0000182	obsolete pH Range low	owl:Class	true	OMO:0001000
METPO:000182	obsolete pH Range very low (0 - 4)	owl:Class	true	OMO:0001000
METPO:0000183	obsolete pH Range mid1	owl:Class	true	OMO:0001000
METPO:000183	obsolete pH Range low (4 - 6)	owl:Class	true	OMO:0001000
METPO:0000184	obsolete pH Range mid2	owl:Class	true	OMO:0001000
METPO:000184	obsolete pH Range mid1 (6 - 7)	owl:Class	true	OMO:0001000
METPO:0000185	obsolete pH Range mid3	owl:Class	true	OMO:0001000
METPO:000185	obsolete pH Range mid2 (7 - 8)	owl:Class	true	OMO:0001000
METPO:0000186	obsolete pH Range high	owl:Class	true	OMO:0001000
METPO:000186	obsolete pH Range mid3 (8 - 10)	owl:Class	true	OMO:0001000
METPO:0000187	obsolete NaCl Optimum low	owl:Class	true	OMO:0001000
METPO:000187	obsolete pH Range high (10 - 14)	owl:Class	true	OMO:0001000
METPO:0000188	obsolete NaCl Optimum mid1	owl:Class	true	OMO:0001000
METPO:000188	obsolete % NaCl Optimum low (<= 1)	owl:Class	true	OMO:0001000
METPO:0000189	obsolete NaCl Optimum mid2	owl:Class	true	OMO:0001000
METPO:000189	obsolete % NaCl Optimum mid1 (1 - 3)	owl:Class	true	OMO:0001000
METPO:0000190	obsolete NaCl Optimum high	owl:Class	true	OMO:0001000
METPO:000190	obsolete % NaCl Optimum mid2 (3 - 8)	owl:Class	true	OMO:0001000
METPO:0000191	obsolete NaCl Range low	owl:Class	true	OMO:0001000
METPO:000191	obsolete % NaCl Optimum high (> 8)	owl:Class	true	OMO:0001000
METPO:0000192	obsolete NaCl Range mid1	owl:Class	true	OMO:0001000
