?class	?labels	?synonyms	?definitions
<http://purl.obolibrary.org/obo/GO_0006139>	"nucleobase-containing compound metabolic process"	"nucleobase, nucleoside and nucleotide metabolic process | nucleobase, nucleoside, nucleotide and nucleic acid metabolism | nucleobase, nucleoside, nucleotide and nucleic acid metabolic process | cellular nucleobase, nucleoside, nucleotide and nucleic acid metabolism | cellular nucleobase, nucleoside, nucleotide and nucleic acid metabolic process"	"Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."
<http://purl.obolibrary.org/obo/GO_0006259>	"DNA metabolic process"	"DNA metabolism | cellular DNA metabolism"	"Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."
<http://purl.obolibrary.org/obo/GO_0006260>	"DNA replication"		"See also the biological process terms 'DNA-dependent DNA replication ; GO:0006261' and 'RNA-dependent DNA replication ; GO:0006278'. | The cellular metabolic process in which a cell duplicates one or more molecules of DNA. DNA replication begins when specific sequences, known as origins of replication, are recognized and bound by initiation proteins, and ends when the original DNA molecule has been completely duplicated and the copies topologically separated. The unit of replication usually corresponds to the genome of the cell, an organelle, or a virus. The template for replication can either be an existing DNA molecule or RNA."
<http://purl.obolibrary.org/obo/GO_0006351>	"transcription, DNA-templated"	"transcription, DNA-dependent | cellular transcription | transcription regulator activity | transcription | cellular transcription, DNA-dependent | DNA-dependent transcription"	"The cellular synthesis of RNA on a template of DNA."
<http://purl.obolibrary.org/obo/GO_0006412>	"translation"	"protein anabolism | protein synthesis | protein formation | protein biosynthesis | protein biosynthetic process | protein translation"	"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA. Translation ends with the release of a polypeptide chain from the ribosome."
<http://purl.obolibrary.org/obo/GO_0006725>	"cellular aromatic compound metabolic process"	"aromatic hydrocarbon metabolism | aromatic hydrocarbon metabolic process | aromatic compound metabolism"	"The chemical reactions and pathways involving aromatic compounds, any organic compound characterized by one or more planar rings, each of which contains conjugated double bonds and delocalized pi electrons, as carried out by individual cells."
<http://purl.obolibrary.org/obo/GO_0006807>	"nitrogen compound metabolic process"	"nitrogen compound metabolism"	"The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen, including (but not limited to) nitrogen fixation, nitrification, denitrification, assimilatory/dissimilatory nitrate reduction and the interconversion of nitrogenous organic matter and ammonium. | Note that amino acid and derivative metabolism should not be annotated here. Instead use the 'amino acid and derivative metabolism' node."
<http://purl.obolibrary.org/obo/GO_0006928>	"cellular component movement"	"cell movement | cellular component motion"	"The directed, self-propelled movement of a cellular component without the involvement of an external agent such as a transporter or a pore. | Note that in GO cellular components include whole cells (cell is_a cellular component)."
<http://purl.obolibrary.org/obo/GO_0006935>	"chemotaxis"	"taxis in response to chemical stimulus"	"The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."
<http://purl.obolibrary.org/obo/GO_0007059>	"chromosome segregation"	"chromosome division | chromosome transmission"	"The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."
<http://purl.obolibrary.org/obo/GO_0008150>	"biological_process"	"physiological process | biological process"	"Note that, in addition to forming the root of the biological process ontology, this term is recommended for use for the annotation of gene products whose biological process is unknown. Note that when this term is used for annotation, it indicates that no information was available about the biological process of the gene product annotated as of the date the annotation was made; the evidence code ND, no data, is used to indicate this. | Any process specifically pertinent to the functioning of integrated living units: cells, tissues, organs, and organisms. A process is a collection of molecular events with a defined beginning and end."
<http://purl.obolibrary.org/obo/GO_0008152>	"metabolic process"	"metabolism | metabolism resulting in cell growth | metabolic process resulting in cell growth"	"The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation. | Note that metabolic processes do not include single functions or processes such as protein-protein interactions, protein-nucleic acids, nor receptor-ligand interactions."
<http://purl.obolibrary.org/obo/GO_0009058>	"biosynthetic process"	"biosynthesis | formation | anabolism | synthesis"	"The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."
<http://purl.obolibrary.org/obo/GO_0009059>	"macromolecule biosynthetic process"	"macromolecule biosynthesis | biopolymer biosynthetic process | macromolecule anabolism | macromolecule synthesis | macromolecule formation"	"The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
<http://purl.obolibrary.org/obo/GO_0009453>	"energy taxis"	"taxis in response to energy source | energytaxis"	"The directed movement of a motile cell or organism in response to physical parameters involved in energy generation, such as light, oxygen, and oxidizable substrates."
<http://purl.obolibrary.org/obo/GO_0009454>	"aerotaxis"	"taxis in response to atmospheric oxygen"	"The directed movement of a motile cell or organism in response to environmental oxygen."
<http://purl.obolibrary.org/obo/GO_0009605>	"response to external stimulus"	"response to environmental stimulus"	"Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select a child term or, if no appropriate child term exists, please request a new term. Direct annotations to this term may be amended during annotation QC. | Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."
<http://purl.obolibrary.org/obo/GO_0009847>	"spore germination"		"The physiological and developmental changes that occur in a spore following release from dormancy up to the earliest signs of growth (e.g. emergence from a spore wall)."
<http://purl.obolibrary.org/obo/GO_0009892>	"negative regulation of metabolic process"	"downregulation of metabolic process | down regulation of metabolic process | down-regulation of metabolic process | inhibition of metabolic process | negative regulation of metabolism"	"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."
<http://purl.obolibrary.org/obo/GO_0009987>	"cellular process"	"cellular physiological process | cell growth and/or maintenance | cell physiology"	"Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."
<http://purl.obolibrary.org/obo/GO_0010467>	"gene expression"		"The process in which a gene's sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA (for protein-coding genes) and the translation of that mRNA into protein. Some protein processing events may be included when they are required to form an active form of a product from an inactive precursor form."
<http://purl.obolibrary.org/obo/GO_0010468>	"regulation of gene expression"	"regulation of protein expression | regulation of gene product expression"	"Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA (for protein-coding genes) and the translation of that mRNA into protein. Some protein processing events may be included when they are required to form an active form of a product from an inactive precursor form."
<http://purl.obolibrary.org/obo/GO_0010605>	"negative regulation of macromolecule metabolic process"		"Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
<http://purl.obolibrary.org/obo/GO_0010629>	"negative regulation of gene expression"		"Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA (for protein-coding genes) and the translation of that mRNA into protein. Some protein processing events may be included when they are required to form an active form of a product from an inactive precursor form."
<http://purl.obolibrary.org/obo/GO_0016070>	"RNA metabolic process"	"RNA metabolism"	"The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."
<http://purl.obolibrary.org/obo/GO_0016458>	"gene silencing"	"long-term maintenance of gene inactivation"	"Note that this process is the opposite of long-term maintenance of gene activation. | Any transcriptional or post-transcriptional process carried out at the cellular level that results in long-term gene inactivation."
<http://purl.obolibrary.org/obo/GO_0018130>	"heterocycle biosynthetic process"	"heterocycle formation | heterocycle anabolism | heterocycle synthesis | heterocycle biosynthesis"	"The chemical reactions and pathways resulting in the formation of heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."
<http://purl.obolibrary.org/obo/GO_0019222>	"regulation of metabolic process"	"regulation of metabolism"	"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."
<http://purl.obolibrary.org/obo/GO_0019438>	"aromatic compound biosynthetic process"	"aromatic hydrocarbon biosynthetic process | aromatic compound formation | aromatic compound anabolism | aromatic compound synthesis | aromatic compound biosynthesis | aromatic hydrocarbon biosynthesis"	"The chemical reactions and pathways resulting in the formation of aromatic compounds, any substance containing an aromatic carbon ring."
<http://purl.obolibrary.org/obo/GO_0019538>	"protein metabolic process"	"protein metabolism and modification | protein metabolic process and modification | protein metabolism"	"The chemical reactions and pathways involving a specific protein, rather than of proteins in general. Includes protein modification."
<http://purl.obolibrary.org/obo/GO_0019954>	"asexual reproduction"		"The biological process in which new individuals are produced by either a single cell or a group of cells, in the absence of any sexual process."
<http://purl.obolibrary.org/obo/GO_0022402>	"cell cycle process"		"The cellular process that ensures successive accurate and complete genome replication and chromosome segregation."
<http://purl.obolibrary.org/obo/GO_0030154>	"cell differentiation"		"The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."
<http://purl.obolibrary.org/obo/GO_0030435>	"sporulation resulting in formation of a cellular spore"	"spore biosynthesis | spore differentiation | cellular spore formation by sporulation | spore formation"	"The process in which a relatively unspecialized cell acquires the specialized features of a cellular spore, a cell form that can be used for dissemination, for survival of adverse conditions because of its heat and dessication resistance, and/or for reproduction. | Note that the synonym 'spore differentiation', like the term name and definition, refers to differentiation into a spore rather than any subsequent developmental changes that a spore may undergo."
<http://purl.obolibrary.org/obo/GO_0030436>	"asexual sporulation"	"mitotic spore formation | mitotic sporulation | asexual spore formation"	"The formation of spores derived from the products of mitosis. Examples of this process are found in Bacterial species."
<http://purl.obolibrary.org/obo/GO_0031975>	"envelope"		"A multilayered structure surrounding all or part of a cell; encompasses one or more lipid bilayers, and may include a cell wall layer; also includes the space between layers."
<http://purl.obolibrary.org/obo/GO_0032196>	"transposition"		"Any process involved in mediating the movement of discrete segments of DNA between nonhomologous sites."
<http://purl.obolibrary.org/obo/GO_0032502>	"developmental process"	"development"	"A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."
<http://purl.obolibrary.org/obo/GO_0032774>	"RNA biosynthetic process"	"RNA anabolism | RNA synthesis | RNA biosynthesis | RNA formation"	"The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers."
<http://purl.obolibrary.org/obo/GO_0034301>	"endospore formation"		"The process in which a cell gives rise to an endospore, a dormant, highly resistant spore with a thick wall that forms within the mother cell. Endospores are produced by some low G+C Gram-positive bacteria in response to harsh conditions."
<http://purl.obolibrary.org/obo/GO_0034303>	"myxospore formation"		"The process in which differentiated, resting cells are formed, usually within a fruiting body by Myxobacteria. The myxospore is more resistant to high temperature, dessication, and UV than vegetative myxobacteria."
<http://purl.obolibrary.org/obo/GO_0034641>	"cellular nitrogen compound metabolic process"	"cellular nitrogen compound metabolism"	"The chemical reactions and pathways involving various organic and inorganic nitrogenous compounds, as carried out by individual cells."
<http://purl.obolibrary.org/obo/GO_0034645>	"cellular macromolecule biosynthetic process"	"cellular macromolecule synthesis | cellular biopolymer biosynthetic process | cellular macromolecule formation | cellular macromolecule biosynthesis | cellular macromolecule anabolism"	"The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass, carried out by individual cells."
<http://purl.obolibrary.org/obo/GO_0034654>	"nucleobase-containing compound biosynthetic process"	"nucleobase, nucleoside, nucleotide and nucleic acid biosynthesis | nucleobase, nucleoside, nucleotide and nucleic acid synthesis | nucleobase, nucleoside, nucleotide and nucleic acid formation | nucleobase, nucleoside, nucleotide and nucleic acid anabolism"	"The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."
<http://purl.obolibrary.org/obo/GO_0040007>	"growth"	"non-developmental growth | growth pattern"	"See also the biological process term 'cell growth ; GO:0016049'. | The increase in size or mass of an entire organism, a part of an organism or a cell."
<http://purl.obolibrary.org/obo/GO_0040011>	"locomotion"		"Self-propelled movement of a cell or organism from one location to another."
<http://purl.obolibrary.org/obo/GO_0042221>	"response to chemical"	"response to chemical stimulus | response to chemical substance"	"Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select a child term or, if no appropriate child term exists, please request a new term. Direct annotations to this term may be amended during annotation QC. | Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."
<http://purl.obolibrary.org/obo/GO_0042330>	"taxis"	"directed movement in response to stimulus"	"The directed movement of a motile cell or organism in response to an external stimulus."
<http://purl.obolibrary.org/obo/GO_0042995>	"cell projection"	"cell process | cellular process | cellular projection"	"A prolongation or process extending from a cell, e.g. a flagellum or axon."
<http://purl.obolibrary.org/obo/GO_0043107>	"type IV pilus-dependent motility"	"social gliding motility | type 4 pilus-dependent motility | TFP-dependent motility | TFP-dependent movement | twitching motility | type four pilus-dependent motility"	"Any process involved in the controlled movement of a bacterial cell which is dependent on the presence of type IV pili. Includes social gliding motility and twitching motility."
<http://purl.obolibrary.org/obo/GO_0043158>	"heterocyst differentiation"	"heterocyst cell differentiation | heterocyst biosynthesis | heterocyst formation"	"The process in which a relatively unspecialized cell acquires specialized features of a heterocyst, a differentiated cell in certain cyanobacteria whose purpose is to fix nitrogen."
<http://purl.obolibrary.org/obo/GO_0043170>	"macromolecule metabolic process"	"biopolymer metabolic process | macromolecule metabolism"	"The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
<http://purl.obolibrary.org/obo/GO_0043934>	"sporulation"		"The process whose specific outcome is the progression of a spore over time, from its initiation to the mature structure. A spore is a structure that can be used for dissemination, for survival of adverse conditions because of its heat and dessication resistance, and/or for reproduction."
<http://purl.obolibrary.org/obo/GO_0043936>	"asexual sporulation resulting in formation of a cellular spore"		"The formation of a cellular spore derived from the products of mitosis. A cellular spore is a cell form that can be used for dissemination, for survival of adverse conditions because of its heat and dessication resistance, and/or for reproduction."
<http://purl.obolibrary.org/obo/GO_0044237>	"cellular metabolic process"	"cellular metabolism | intermediary metabolism"	"The chemical reactions and pathways by which individual cells transform chemical substances."
<http://purl.obolibrary.org/obo/GO_0044238>	"primary metabolic process"	"primary metabolism"	"The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."
<http://purl.obolibrary.org/obo/GO_0044249>	"cellular biosynthetic process"	"cellular biosynthesis | cellular anabolism | cellular formation | cellular synthesis"	"The chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."
<http://purl.obolibrary.org/obo/GO_0044260>	"cellular macromolecule metabolic process"	"cellular biopolymer metabolic process | cellular macromolecule metabolism"	"The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass, as carried out by individual cells."
<http://purl.obolibrary.org/obo/GO_0044267>	"cellular protein metabolic process"	"cellular protein metabolism"	"The chemical reactions and pathways involving a specific protein, rather than of proteins in general, occurring at the level of an individual cell. Includes cellular protein modification."
<http://purl.obolibrary.org/obo/GO_0044271>	"cellular nitrogen compound biosynthetic process"	"nitrogen compound biosynthesis | nitrogen compound synthesis | nitrogen compound formation | nitrogen compound anabolism"	"The chemical reactions and pathways resulting in the formation of organic and inorganic nitrogenous compounds."
<http://purl.obolibrary.org/obo/GO_0044464>	"cell part"	"protoplast | cellular subcomponent"	"Any constituent part of a cell, the basic structural and functional unit of all organisms. | Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select a child term or, if no appropriate child term exists, please request a new term. Direct annotations to this term may be amended during annotation QC."
<http://purl.obolibrary.org/obo/GO_0044699>	"single-organism process"	"single organism process"	"A biological process that involves only one organism."
<http://purl.obolibrary.org/obo/GO_0044710>	"single-organism metabolic process"		"A metabolic process - chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances - which involves a single organism."
<http://purl.obolibrary.org/obo/GO_0044711>	"single-organism biosynthetic process"		"A biosynthetic process - chemical reactions and pathways resulting in the formation of substances - involving a single organism."
<http://purl.obolibrary.org/obo/GO_0044763>	"single-organism cellular process"		"Any process that is carried out at the cellular level, occurring within a single organism."
<http://purl.obolibrary.org/obo/GO_0044767>	"single-organism developmental process"		"A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition, involving only one organism."
<http://purl.obolibrary.org/obo/GO_0044786>	"cell cycle DNA replication"		"The DNA-dependent DNA replication that takes place as part of the cell cycle."
<http://purl.obolibrary.org/obo/GO_0046483>	"heterocycle metabolic process"	"heterocycle metabolism"	"The chemical reactions and pathways involving heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."
<http://purl.obolibrary.org/obo/GO_0048519>	"negative regulation of biological process"	"downregulation of biological process | down regulation of biological process | negative regulation of physiological process | down-regulation of biological process | inhibition of biological process"	"Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."
<http://purl.obolibrary.org/obo/GO_0048646>	"anatomical structure formation involved in morphogenesis"	"formation of an anatomical structure involved in morphogenesis"	"Note that, for example, the formation of a pseudopod in an amoeba would not be considered formation involved in morphogenesis because it would not be thought of as the formation of an anatomical structure that was part of the shaping of the amoeba during its development. The formation of an axon from a neuron would be considered the formation of an anatomical structure involved in morphogenesis because it contributes to the creation of the form of the neuron in a developmental sense. | The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."
<http://purl.obolibrary.org/obo/GO_0048869>	"cellular developmental process"		"A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."
<http://purl.obolibrary.org/obo/GO_0048870>	"cell motility"	"cell movement | cell locomotion | movement of a cell"	"Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."
<http://purl.obolibrary.org/obo/GO_0050789>	"regulation of biological process"	"regulation of physiological process"	"Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."
<http://purl.obolibrary.org/obo/GO_0050896>	"response to stimulus"	"physiological response to stimulus"	"Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select a child term or, if no appropriate child term exists, please request a new term. Direct annotations to this term may be amended during annotation QC. | Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."
<http://purl.obolibrary.org/obo/GO_0051179>	"localization"	"localisation | establishment and maintenance of localization | establishment and maintenance of substrate location | establishment and maintenance of substance location | establishment and maintenance of cellular component location | establishment and maintenance of position"	"Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported to or maintained in a specific location."
<http://purl.obolibrary.org/obo/GO_0060255>	"regulation of macromolecule metabolic process"		"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
<http://purl.obolibrary.org/obo/GO_0065007>	"biological regulation"	"regulation"	"Any process that modulates a measurable attribute of any biological process, quality or function."
<http://purl.obolibrary.org/obo/GO_0071704>	"organic substance metabolic process"	"organic substance metabolism | organic molecular entity metabolism | organic molecular entity metabolic process"	"The chemical reactions and pathways involving an organic substance, any molecular entity containing carbon."
<http://purl.obolibrary.org/obo/GO_0071973>	"bacterial-type flagellum-dependent cell motility"	"bacterial-type flagellar cell motility | flagellin-based flagellar cell motility"	"Cell motility due to the motion of one or more bacterial-type flagella. A bacterial-type flagellum is a motor complex composed of an extracellular helical protein filament coupled to a rotary motor embedded in the cell envelope."
<http://purl.obolibrary.org/obo/GO_0071975>	"cell swimming"	"cell swimming motility"	"Cell motility that results in the smooth movement of a cell through a liquid medium."
<http://purl.obolibrary.org/obo/GO_0071976>	"cell gliding"	"cell gliding motility"	"Cell motility that results in the smooth movement of a cell along a solid surface."
<http://purl.obolibrary.org/obo/GO_0071978>	"bacterial-type flagellum-dependent swarming motility"	"bacterial-type flagellar swarming motility | bacterial-type flagellum-mediated cell swarming"	"Bacterial-type flagellum-dependent cell motility in which the action of numerous flagella results in the smooth movement of a group of cells along a solid surface. Swarming motility is observed in groups of bacteria."
<http://purl.obolibrary.org/obo/GO_0090304>	"nucleic acid metabolic process"		"Any cellular metabolic process involving nucleic acids."
<http://purl.obolibrary.org/obo/GO_0097588>	"archaeal or bacterial-type flagellum-dependent cell motility"		"Bacterial- and archaeal-type flagella are superficially similar but have a different molecular composition and fine structure. This term was added for mapping to the UniProt keyword \"flagellar rotation\". For manual annotation, please use one of the child terms of GO:0097588 that refer specifically to either archaeal- or bacterial-type flagella. | Cell motility due to movement of bacterial- or archaeal-type flagella."
<http://purl.obolibrary.org/obo/GO_1901360>	"organic cyclic compound metabolic process"	"organic cyclic compound metabolism"	"The chemical reactions and pathways involving organic cyclic compound."
<http://purl.obolibrary.org/obo/GO_1901362>	"organic cyclic compound biosynthetic process"	"organic cyclic compound synthesis | organic cyclic compound biosynthesis | organic cyclic compound anabolism | organic cyclic compound formation"	"The chemical reactions and pathways resulting in the formation of organic cyclic compound."
<http://purl.obolibrary.org/obo/GO_1901576>	"organic substance biosynthetic process"	"organic substance biosynthesis | organic substance anabolism | organic molecular entity biosynthesis | organic molecular entity synthesis | organic molecular entity anabolism | organic molecular entity biosynthetic process | organic molecular entity formation | organic substance formation | organic substance synthesis"	"The chemical reactions and pathways resulting in the formation of an organic substance, any molecular entity containing carbon."
<http://purl.obolibrary.org/obo/OMP_0000000>	"microbial phenotype"		"The observable manifestation of the genotype of a microbial cell or group of cells in an environment."
<http://purl.obolibrary.org/obo/OMP_0000001>	"motility phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A locomotion phenotype where the trait in question is the self-propelled movement of a microbe from one location to another."
<http://purl.obolibrary.org/obo/OMP_0000002>	"decreased motility"		"An altered motility phenotype where the frequency, rate, timing, or extent of a microbe's motility is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0000003>	"cell arrangement phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A microbial phenotype where the trait in question is the arrangement of cells of a microbe in relation to one another."
<http://purl.obolibrary.org/obo/OMP_0000004>	"taxis phenotype"		"A locomotion phenotype where the directed movement of a motile microbe is in response to an external stimulus. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0000005>	"presence of motility"	"motile"	"A motility phenotype where a microbe possesses the ability to perform controlled self-propelled movement that results in translocation from one place to another."
<http://purl.obolibrary.org/obo/OMP_0000006>	"presence of akinete formation"		"An akinete formation phenotype where a cell or cells have the ability to differentiate into an akinete."
<http://purl.obolibrary.org/obo/OMP_0000007>	"absence of akinete formation"		"An akinete formation phenotype where a cell or cells do not possess the ability to form an akinete."
<http://purl.obolibrary.org/obo/OMP_0000008>	"presence of budding"		"A budding phenotype where an organism reproduces by the process of budding."
<http://purl.obolibrary.org/obo/OMP_0000009>	"decreased cell surface area-to-volume ratio"		
<http://purl.obolibrary.org/obo/OMP_0000010>	"presence of heterocysts"		"A heterocyst formation phenotype where a cell possesses the ability to differentiate into a heterocyst."
<http://purl.obolibrary.org/obo/OMP_0000011>	"absence of heterocysts"		"A heterocyst formation phenotype where an organism does not possess the ability to differentiate into a heterocyst."
<http://purl.obolibrary.org/obo/OMP_0000012>	"abolished spore germination efficiency"		"A decreased spore germination phenotype where no spores germinate."
