source_id	target_id	target_ontology
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/FYPO
METPO:000001	http://www.co-ode.org/ontologies/galen#Temperature	https://data.bioontology.org/ontologies/GALEN
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/GENEPIO
METPO:000001	http://www.bootstrep.eu/ontology/GRO#Temperature	https://data.bioontology.org/ontologies/GRO
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/HASCO
METPO:000001	http://purl.org/hed/releases/2024-06-10/hed/HED_0012626	https://data.bioontology.org/ontologies/HED
METPO:000001	http://purl.org/hed/releases/2024-06-10/hed/HED_0012627	https://data.bioontology.org/ontologies/HED
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/HHEAR
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/HHEARP
METPO:000001	http://www.semanticweb.org/ontologies/2010/5/22/Ontology1277229984000.owl#HPI:0000153	https://data.bioontology.org/ontologies/HPIO
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/HTN
METPO:000001	http://purl.org/obo/owl/PATO#PATO_0000146	https://data.bioontology.org/ontologies/HUPSON
METPO:000001	http://www.regenstrief.org/loinc#LP36617-6	https://data.bioontology.org/ontologies/I2B2-LOINC
METPO:000001	http://www.icn.ch/icnp#Temperature	https://data.bioontology.org/ontologies/ICNP
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/ICO
METPO:000001	http://purl.obolibrary.org/obo/IDOMAL_0000568	https://data.bioontology.org/ontologies/IDOMAL
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/INBANCIDO
METPO:000001	http://purl.jp/bio/4/id/200906015271458723	https://data.bioontology.org/ontologies/IOBC
METPO:000001	http://jermontology.org/ontology/JERMOntology#Temperature	https://data.bioontology.org/ontologies/JERM
METPO:000001	http://www.biomodels.net/kisao/KISAO#KISAO_0000839	https://data.bioontology.org/ontologies/KISAO
METPO:000001	http://id.loc.gov/authorities/subjects/sh85133712	https://data.bioontology.org/ontologies/LC-SUBJECTS
METPO:000001	http://id.loc.gov/authorities/subjects/sh2001009098	https://data.bioontology.org/ontologies/LC-SUBJECTS
METPO:000001	http://id.loc.gov/vocabulary/graphicMaterials/tgm010672	https://data.bioontology.org/ontologies/LCTGM
METPO:000001	http://purl.bioontology.org/ontology/LNC/LP36617-6	https://data.bioontology.org/ontologies/LOINC
METPO:000001	http://purl.bioontology.org/ontology/LNC/LP6872-8	https://data.bioontology.org/ontologies/LOINC
METPO:000001	http://purl.bioontology.org/ontology/LNC/MTHU009008	https://data.bioontology.org/ontologies/LOINC
METPO:000001	obo:PATO_0000146	https://data.bioontology.org/ontologies/MATERIALSMINE
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/MCO
METPO:000001	http://id.nlm.nih.gov/mesh/D013696	https://data.bioontology.org/ontologies/MDM
METPO:000001	http://purl.bioontology.org/ontology/MEDLINEPLUS/C0005903	https://data.bioontology.org/ontologies/MEDLINEPLUS
METPO:000001	http://www.semanticweb.org/rjyy/ontologies/2015/5/ESSO#Temperature	https://data.bioontology.org/ontologies/MEPO
METPO:000001	http://purl.bioontology.org/ontology/MESH/D013696	https://data.bioontology.org/ontologies/MESH
METPO:000001	http://www.semanticweb.org/admin/ontologies/2022/7/MIO:00858	https://data.bioontology.org/ontologies/MIO
METPO:000001	http://mged.sourceforge.net/ontologies/MGEDOntology.owl#Temperature	https://data.bioontology.org/ontologies/MO
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/NBO
METPO:000001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25206	https://data.bioontology.org/ontologies/NCICOPY
METPO:000001	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25206	https://data.bioontology.org/ontologies/NCIT
METPO:000001	http://purl.obolibrary.org/obo/NCRO_0000029	https://data.bioontology.org/ontologies/NCRO
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/NGBO
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/NIFDYS
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/NIFSTD
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/NMDCO
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/NPHO
METPO:000001	http://purl.org/obo/owl/PATO#PATO_0000146	https://data.bioontology.org/ontologies/NPO
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/OBA
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/OBI
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/OBI_BCGO
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/OBI_IEE
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/OBIB
METPO:000001	http://ecoinformatics.org/oboe/oboe.1.2/oboe-characteristics.owl#Temperature	https://data.bioontology.org/ontologies/OBOE
METPO:000001	http://ecoinformatics.org/oboe/oboe.1.0/oboe-units.owl#Temperature	https://data.bioontology.org/ontologies/OBOE-SBC
METPO:000001	http://ecoinformatics.org/oboe/oboe.1.0/oboe-characteristics.owl#Temperature	https://data.bioontology.org/ontologies/OBOE-SBC
METPO:000001	http://sbmi.uth.tmc.edu/ontology/ochv#C0039476	https://data.bioontology.org/ontologies/OCHV
METPO:000001	http://sbmi.uth.tmc.edu/ontology/ochv#12083	https://data.bioontology.org/ontologies/OCHV
METPO:000001	http://www.ontology-of-units-of-measure.org/resource/om-2/Temperature	https://data.bioontology.org/ontologies/OM
METPO:000001	http://purl.obolibrary.org/obo/OMIT_0014553	https://data.bioontology.org/ontologies/OMIT
METPO:000001	http://purl.obolibrary.org/obo/NCRO_0000029	https://data.bioontology.org/ontologies/OMIT
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/OMP
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/ONE
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/ONS
METPO:000001	http://bhi.washington.edu/OPB#OPB_00293	https://data.bioontology.org/ontologies/OPB
METPO:000001	http://www.semanticweb.org/ofibenayed/ontologies/2024/2/untitled-ontology-5#Temperature	https://data.bioontology.org/ontologies/PAT
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/PATO
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/PDRO
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/PECO
METPO:000001	http://www.owl-ontologies.com/Ontology1358660052.owl#Temperature	https://data.bioontology.org/ontologies/PEDTERM
METPO:000001	https://w3id.org/pmd/co/Temperature	https://data.bioontology.org/ontologies/PMDC
METPO:000001	http://purl.bioontology.org/ontology/PMR.owl#Temperature	https://data.bioontology.org/ontologies/PMR
METPO:000001	http://www.radlex.org/RID/RID28702	https://data.bioontology.org/ontologies/RADLEX
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/RBO
METPO:000001	http://purl.bioontology.org/ontology/RCD/X75Xk	https://data.bioontology.org/ontologies/RCD
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/RCIT_A1
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/RCIT_A1_TEST1
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/RCIT_C1
METPO:000001	https://w3id.org/reproduceme#Temperature	https://data.bioontology.org/ontologies/REPRODUCE-ME
METPO:000001	http://phenomebrowser.net/ontologies/mesh/mesh.owl#G16.500.750.775.710	https://data.bioontology.org/ontologies/RH-MESH
METPO:000001	http://phenomebrowser.net/ontologies/mesh/mesh.owl#N06.230.300.100.725.710	https://data.bioontology.org/ontologies/RH-MESH
METPO:000001	http://phenomebrowser.net/ontologies/mesh/mesh.owl#G16.500.275.063.725.710	https://data.bioontology.org/ontologies/RH-MESH
METPO:000001	http://phenomebrowser.net/ontologies/mesh/mesh.owl#N06.230.150.450	https://data.bioontology.org/ontologies/RH-MESH
METPO:000001	http://phenomebrowser.net/ontologies/mesh/mesh.owl#D013696	https://data.bioontology.org/ontologies/RH-MESH
METPO:000001	http://phenomebrowser.net/ontologies/mesh/mesh.owl#G01.906.595	https://data.bioontology.org/ontologies/RH-MESH
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/RICIT_V1
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/RICIT_VER_2
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/RTEST-OBI
METPO:000001	http://psink.de/scio/Temperature	https://data.bioontology.org/ontologies/SCIO
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/SCO
METPO:000001	http://www.semanticweb.org/hyewon/ontologies/2024/3/untitled-ontology-14#Temperature	https://data.bioontology.org/ontologies/SLEEP
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/SLSO
METPO:000001	http://purl.bioontology.org/ontology/SNOMEDCT/722490005	https://data.bioontology.org/ontologies/SNOMEDCT
METPO:000001	http://purl.bioontology.org/ontology/SNOMEDCT/246508008	https://data.bioontology.org/ontologies/SNOMEDCT
METPO:000001	http://purl.bioontology.org/ontology/SNOMEDCT/703421000	https://data.bioontology.org/ontologies/SNOMEDCT
METPO:000001	http://sweetontology.net/propTemperature/Temperature	https://data.bioontology.org/ontologies/SWEET
METPO:000001	http://www.bootstrep.eu/ontology/GRO#Temperature	https://data.bioontology.org/ontologies/SYN
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/VDOT
METPO:000001	http://purl.org/vodan/whocovid19crfsemdatamodel/Temperature	https://data.bioontology.org/ontologies/VODAN
METPO:000001	http://purl.obolibrary.org/obo/NCIT_C25206	https://data.bioontology.org/ontologies/VODAN
METPO:000001	http://codes.wmo.int/grib2/codeflag/4.2/0-0-0	https://data.bioontology.org/ontologies/WMO
METPO:000001	http://purl.obolibrary.org/obo/XEO_00006	https://data.bioontology.org/ontologies/XEO
METPO:000001	http://purl.obolibrary.org/obo/XEO_00007	https://data.bioontology.org/ontologies/XEO
METPO:000001	http://purl.obolibrary.org/obo/PATO_0000146	https://data.bioontology.org/ontologies/ZP
METPO:000002	http://lod.nal.usda.gov/nalt/58067	https://data.bioontology.org/ontologies/AWIC3
METPO:000002	http://purl.obolibrary.org/obo/MESH_D054712	https://data.bioontology.org/ontologies/BERO
METPO:000002	http://purl.obolibrary.org/obo/COMO_0000302	https://data.bioontology.org/ontologies/COMO
METPO:000002	https://purl.dsmz.de/schema/Salinity	https://data.bioontology.org/ontologies/D3O
METPO:000002	http://vocabs.lter-europe.net/EnvThes/10312	https://data.bioontology.org/ontologies/ENVTHES
METPO:000002	http://id.loc.gov/authorities/subjects/sh85116792	https://data.bioontology.org/ontologies/FAST-TOPICAL
METPO:000002	http://purl.obolibrary.org/obo/PATO_0085001	https://data.bioontology.org/ontologies/HHEAR
METPO:000002	http://purl.jp/bio/4/id/200906096495006933	https://data.bioontology.org/ontologies/IOBC
METPO:000002	http://id.loc.gov/authorities/subjects/sh85116792	https://data.bioontology.org/ontologies/LC-SUBJECTS
METPO:000002	http://id.nlm.nih.gov/mesh/D054712	https://data.bioontology.org/ontologies/MDM
METPO:000002	http://purl.bioontology.org/ontology/MESH/D054712	https://data.bioontology.org/ontologies/MESH
METPO:000002	http://purl.obolibrary.org/obo/PATO_0085001	https://data.bioontology.org/ontologies/NIFDYS
METPO:000002	http://purl.obolibrary.org/obo/PATO_0085001	https://data.bioontology.org/ontologies/NIFSTD
METPO:000002	http://purl.obolibrary.org/obo/PATO_0085001	https://data.bioontology.org/ontologies/NPHO
METPO:000002	http://purl.obolibrary.org/obo/OMIT_0025967	https://data.bioontology.org/ontologies/OMIT
METPO:000002	http://purl.obolibrary.org/obo/PATO_0085001	https://data.bioontology.org/ontologies/PATO
METPO:000002	http://purl.obolibrary.org/obo/PATO_0085001	https://data.bioontology.org/ontologies/PDRO
METPO:000002	http://localhost/plosthes.2017-1#7258	https://data.bioontology.org/ontologies/PLOSTHES
METPO:000002	http://sweet.jpl.nasa.gov/2.3/propChemical.owl#Salinity	https://data.bioontology.org/ontologies/PROCCHEMICAL
METPO:000002	http://phenomebrowser.net/ontologies/mesh/mesh.owl#D054712	https://data.bioontology.org/ontologies/RH-MESH
METPO:000002	http://phenomebrowser.net/ontologies/mesh/mesh.owl#G02.842.640.500	https://data.bioontology.org/ontologies/RH-MESH
METPO:000002	http://phenomebrowser.net/ontologies/mesh/mesh.owl#G02.640.500	https://data.bioontology.org/ontologies/RH-MESH
METPO:000002	http://sweetontology.net/propChemical/Salinity	https://data.bioontology.org/ontologies/SWEET
METPO:000002	http://codes.wmo.int/grib2/codeflag/4.2/1-2-12	https://data.bioontology.org/ontologies/WMO
METPO:000002	http://codes.wmo.int/grib2/codeflag/4.2/10-4-3	https://data.bioontology.org/ontologies/WMO
METPO:000004	http://opendata.inra.fr/anaeeThes/c2_2316	https://data.bioontology.org/ontologies/ANAEE
METPO:000004	http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Oxygen	https://data.bioontology.org/ontologies/APAONTO
METPO:000004	http://purl.bioontology.org/ontology/ATC/V03AN01	https://data.bioontology.org/ontologies/ATC
METPO:000004	http://purl.bioontology.org/ontology/UATC/V03AN01	https://data.bioontology.org/ontologies/ATC-U1061
METPO:000004	http://www.projecthalo.com/aura#Oxygen	https://data.bioontology.org/ontologies/AURA
METPO:000004	http://lod.nal.usda.gov/nalt/8381	https://data.bioontology.org/ontologies/AWIC3
METPO:000004	http://purl.obolibrary.org/obo/NCIT_C722	https://data.bioontology.org/ontologies/BERO
METPO:000004	http://purl.obolibrary.org/obo/MESH_D010100	https://data.bioontology.org/ontologies/BERO
METPO:000004	https://cadsr.nci.nih.gov/metadata/CADSR-VS/7e60666c665a45b2f7a21f041ed0559e91195fb9	https://data.bioontology.org/ontologies/CADSR-VS
METPO:000004	https://cadsr.nci.nih.gov/metadata/CADSR-VS/cadb47b7890f2dc85f3dfa2afb15b12605d5b284	https://data.bioontology.org/ontologies/CADSR-VS
METPO:000004	http://metadatacenter.org/owl/caDSR_VS#2939030_2569674	https://data.bioontology.org/ontologies/CADSRVS
METPO:000004	http://purl.obolibrary.org/obo/CIDO_STANFORDCLINICAL_19	https://data.bioontology.org/ontologies/CIDIO_AUX
METPO:000004	http://purl.obolibrary.org/obo/CIDO_STANFORDCLINICAL_19	https://data.bioontology.org/ontologies/CIDIO_V1
METPO:000004	http://purl.obolibrary.org/obo/CIDO_STANFORDCLINICAL_19	https://data.bioontology.org/ontologies/CIDIT_V1
METPO:000004	http://purl.obolibrary.org/obo/CIDO_STANFORDCLINICAL_19	https://data.bioontology.org/ontologies/CIDIT_V1_2
METPO:000004	http://purl.obolibrary.org/obo/CIDO_STANFORDCLINICAL_19	https://data.bioontology.org/ontologies/CIDIT_V2
METPO:000004	http://purl.obolibrary.org/obo/CIDO_STANFORDCLINICAL_19	https://data.bioontology.org/ontologies/CIDIT_V2_2
METPO:000004	http://purl.obolibrary.org/obo/CIDO_STANFORDCLINICAL_19	https://data.bioontology.org/ontologies/CIDIT_V3
METPO:000004	http://purl.obolibrary.org/obo/CIDO_STANFORDCLINICAL_19	https://data.bioontology.org/ontologies/CIDIT_V3_2
METPO:000004	http://purl.obolibrary.org/obo/CIDO_STANFORDCLINICAL_19	https://data.bioontology.org/ontologies/CIDIT_V4
METPO:000004	http://id.who.int/icd/release/11/mms/89992213	https://data.bioontology.org/ontologies/CIM11FR
METPO:000004	http://purl.bioontology.org/ontology/CSP/2189-1281	https://data.bioontology.org/ontologies/CRISP
METPO:000004	http://purl.bioontology.org/ontology/UATC/V03AN01	https://data.bioontology.org/ontologies/CTU_ATC_2020
METPO:000004	http://purl.obolibrary.org/obo/ECOSIMCONCEPT_Oxygen	https://data.bioontology.org/ontologies/ECOSIM
METPO:000004	http://id.loc.gov/authorities/subjects/sh85096329	https://data.bioontology.org/ontologies/FAST-TOPICAL
METPO:000004	http://www.co-ode.org/ontologies/galen#Oxygen	https://data.bioontology.org/ontologies/GALEN
METPO:000004	http://www.regenstrief.org/loinc#LP14536-4	https://data.bioontology.org/ontologies/I2B2-LOINC
METPO:000004	http://purl.bmicc.cn/ontology/ICD11CN/XM4SZ3	https://data.bioontology.org/ontologies/ICDTEST
METPO:000004	http://purl.bioontology.org/ontology/ICPC2P/A59004	https://data.bioontology.org/ontologies/ICPC2P
METPO:000004	http://purl.jp/bio/4/id/200906080659795787	https://data.bioontology.org/ontologies/IOBC
METPO:000004	http://id.loc.gov/authorities/subjects/sh85096329	https://data.bioontology.org/ontologies/LC-SUBJECTS
METPO:000004	http://purl.bioontology.org/ontology/LNC/MTHU002757	https://data.bioontology.org/ontologies/LOINC
METPO:000004	http://purl.bioontology.org/ontology/LNC/LA25411-2	https://data.bioontology.org/ontologies/LOINC
METPO:000004	http://purl.bioontology.org/ontology/LNC/LP14536-4	https://data.bioontology.org/ontologies/LOINC
METPO:000004	https://go.drugbank.com/drugs/DB09140	https://data.bioontology.org/ontologies/MDM
METPO:000004	http://purl.bioontology.org/ontology/MESH/D010100	https://data.bioontology.org/ontologies/MESH
METPO:000004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C722	https://data.bioontology.org/ontologies/NCICOPY
METPO:000004	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C722	https://data.bioontology.org/ontologies/NCIT
METPO:000004	http://purl.bioontology.org/ontology/NDDF/000826	https://data.bioontology.org/ontologies/NDDF
METPO:000004	http://purl.bioontology.org/ontology/NDFRT/N0000147362	https://data.bioontology.org/ontologies/NDFRT
METPO:000004	http://purl.bioontology.org/ontology/npo#NPO_615	https://data.bioontology.org/ontologies/NPO
METPO:000004	http://ecoinformatics.org/oboe/oboe.1.0/oboe-chemistry.owl#Oxygen	https://data.bioontology.org/ontologies/OBOE-SBC
METPO:000004	http://sbmi.uth.tmc.edu/ontology/ochv#C0030054	https://data.bioontology.org/ontologies/OCHV
METPO:000004	http://sbmi.uth.tmc.edu/ontology/ochv#9153	https://data.bioontology.org/ontologies/OCHV
METPO:000004	http://purl.obolibrary.org/obo/OGCO_00000862	https://data.bioontology.org/ontologies/OGCO
METPO:000004	http://purl.obolibrary.org/obo/OMIT_0011105	https://data.bioontology.org/ontologies/OMIT
METPO:000004	http://doe-generated-ontology.com/OntoAD#C0030054	https://data.bioontology.org/ontologies/ONTOAD
METPO:000004	http://purl.obolibrary.org/obo/OBT_002687	https://data.bioontology.org/ontologies/ONTOBIOTOPE51
METPO:000004	http://www.limics.fr/ontologies/ontoparonmed#Oxygene	https://data.bioontology.org/ontologies/ONTOPARON
METPO:000004	http://localhost/plosthes.2017-1#8693	https://data.bioontology.org/ontologies/PLOSTHES
METPO:000004	http://www.phoc.org.cn/pmo/class/PMO_00015363	https://data.bioontology.org/ontologies/PMAPP-PMO
METPO:000004	http://www.radlex.org/RID/RID11776	https://data.bioontology.org/ontologies/RADLEX
METPO:000004	http://purl.bioontology.org/ontology/RCD/XM0l9	https://data.bioontology.org/ontologies/RCD
METPO:000004	http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010100	https://data.bioontology.org/ontologies/RH-MESH
METPO:000004	http://phenomebrowser.net/ontologies/mesh/mesh.owl#D01.268.185.550	https://data.bioontology.org/ontologies/RH-MESH
METPO:000004	http://phenomebrowser.net/ontologies/mesh/mesh.owl#D01.362.670	https://data.bioontology.org/ontologies/RH-MESH
METPO:000004	http://purl.bioontology.org/ontology/RXNORM/7806	https://data.bioontology.org/ontologies/RXNORM
METPO:000004	http://purl.bioontology.org/ontology/SNOMEDCT/24099007	https://data.bioontology.org/ontologies/SNOMEDCT
METPO:000004	http://purl.bioontology.org/ontology/VANDF/4019105	https://data.bioontology.org/ontologies/VANDF
METPO:000004	http://purl.obolibrary.org/obo/XEO_00110	https://data.bioontology.org/ontologies/XEO
