metpo_id,metpo_label,metpo_parents,query_text,match_id,match_document,match_ontology,match_iri,distance,rank
METPO:1000188,quality,,quality,pride:class:http://www.ebi.ac.uk/efo/EFO_0803546,"obsolete_lymphocyte measurement; Quantification of some aspect of lymphocytes, such as function, quantity or composition.",pride,http://www.ebi.ac.uk/efo/EFO_0803546,1.334932804107666,2
METPO:1000188,quality,,quality,bcio:class:http://purl.obolibrary.org/obo/CHEBI_50906,chemical realizable; role; A role is particular behaviour which a material entity may exhibit.,bcio,http://purl.obolibrary.org/obo/CHEBI_50906,1.4027329683303833,3
METPO:1000188,quality,,quality,pride:class:http://www.ebi.ac.uk/efo/EFO_0600071,obsolete_blood glutathione peroxidase measurement; blood Gpx measurement; Quantification of glutathione peroxidase in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0600071,1.4667079448699951,4
METPO:1000188,quality,,quality,pride:class:http://www.ebi.ac.uk/efo/EFO_0803352,prealbumin measurement; transthyretin; Quantification of the amount of prealbumin present in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0803352,1.4836350679397583,5
METPO:1000232,pH delta,pH phenotype with numerical limits|delta phenotype with numerical limits,pH delta pH phenotype with numerical limits delta phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0803546,"obsolete_lymphocyte measurement; Quantification of some aspect of lymphocytes, such as function, quantity or composition.",pride,http://www.ebi.ac.uk/efo/EFO_0803546,1.336696982383728,1
METPO:1000232,pH delta,pH phenotype with numerical limits|delta phenotype with numerical limits,pH delta pH phenotype with numerical limits delta phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002330,genomically_related_to,pride,http://purl.obolibrary.org/obo/RO_0002330,1.418485164642334,2
METPO:1000232,pH delta,pH phenotype with numerical limits|delta phenotype with numerical limits,pH delta pH phenotype with numerical limits delta phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0800618,obsolete_sphingosine measurement; Quantification of the amount of sphingosine in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0800618,1.4197591543197632,3
METPO:1000232,pH delta,pH phenotype with numerical limits|delta phenotype with numerical limits,pH delta pH phenotype with numerical limits delta phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0600071,obsolete_blood glutathione peroxidase measurement; blood Gpx measurement; Quantification of glutathione peroxidase in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0600071,1.425441861152649,4
METPO:1000232,pH delta,pH phenotype with numerical limits|delta phenotype with numerical limits,pH delta pH phenotype with numerical limits delta phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0802869,obsolete_pituitary adenylate cyclase-activating polypeptide measurement; Quantification of pituitary adenylate cyclase-activating polypeptide in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0802869,1.4358700513839722,5
METPO:1000303,temperature delta,temperature phenotype with numerical limits|delta phenotype with numerical limits,temperature delta temperature phenotype with numerical limits delta phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002330,genomically_related_to,pride,http://purl.obolibrary.org/obo/RO_0002330,1.3330755233764648,1
METPO:1000303,temperature delta,temperature phenotype with numerical limits|delta phenotype with numerical limits,temperature delta temperature phenotype with numerical limits delta phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0803546,"obsolete_lymphocyte measurement; Quantification of some aspect of lymphocytes, such as function, quantity or composition.",pride,http://www.ebi.ac.uk/efo/EFO_0803546,1.3829395771026611,2
METPO:1000303,temperature delta,temperature phenotype with numerical limits|delta phenotype with numerical limits,temperature delta temperature phenotype with numerical limits delta phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002160,"only in taxon; only_in_taxon; never_outside_taxon; specific_to; specific_to_taxon; S only_in_taxon T iff: S SubClassOf in_taxon only T; U only_in_taxon T: U is a feature found in only in organisms of species of taxon T. The feature cannot be found in an organism of any species outside of (not subsumed by) that taxon. Down-propagates in U hierarchy, up-propagates in T hierarchy (species taxonomy). Implies applicable_to_taxon.; Down-propagates. The original name for this in the paper is 'specific_to'. Applicable to genes because some genes are lost in sub-species (strains) of a species.",pride,http://purl.obolibrary.org/obo/RO_0002160,1.3914270401000977,3
METPO:1000303,temperature delta,temperature phenotype with numerical limits|delta phenotype with numerical limits,temperature delta temperature phenotype with numerical limits delta phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0803201,obsolete_tumor necrosis factor receptor superfamily member 1A measurement; Quantification of tumor necrosis factor receptor superfamily member 1A in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0803201,1.4318430423736572,4
METPO:1000303,temperature delta,temperature phenotype with numerical limits|delta phenotype with numerical limits,temperature delta temperature phenotype with numerical limits delta phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002180,has component; has_component; For use in recording has_part with a cardinality constraint.; placeholder relation to indicate normality/abnormality.,pride,http://purl.obolibrary.org/obo/RO_0002180,1.4573979377746582,5
METPO:1000304,temperature optimum,temperature phenotype with numerical limits|optimum phenotype with numerical limits,temperature optimum temperature phenotype with numerical limits optimum phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002330,genomically_related_to,pride,http://purl.obolibrary.org/obo/RO_0002330,1.3141283988952637,1
METPO:1000304,temperature optimum,temperature phenotype with numerical limits|optimum phenotype with numerical limits,temperature optimum temperature phenotype with numerical limits optimum phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002160,"only in taxon; only_in_taxon; never_outside_taxon; specific_to; specific_to_taxon; S only_in_taxon T iff: S SubClassOf in_taxon only T; U only_in_taxon T: U is a feature found in only in organisms of species of taxon T. The feature cannot be found in an organism of any species outside of (not subsumed by) that taxon. Down-propagates in U hierarchy, up-propagates in T hierarchy (species taxonomy). Implies applicable_to_taxon.; Down-propagates. The original name for this in the paper is 'specific_to'. Applicable to genes because some genes are lost in sub-species (strains) of a species.",pride,http://purl.obolibrary.org/obo/RO_0002160,1.3770291805267334,2
METPO:1000304,temperature optimum,temperature phenotype with numerical limits|optimum phenotype with numerical limits,temperature optimum temperature phenotype with numerical limits optimum phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0803546,"obsolete_lymphocyte measurement; Quantification of some aspect of lymphocytes, such as function, quantity or composition.",pride,http://www.ebi.ac.uk/efo/EFO_0803546,1.3998143672943115,3
METPO:1000304,temperature optimum,temperature phenotype with numerical limits|optimum phenotype with numerical limits,temperature optimum temperature phenotype with numerical limits optimum phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0803201,obsolete_tumor necrosis factor receptor superfamily member 1A measurement; Quantification of tumor necrosis factor receptor superfamily member 1A in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0803201,1.4718260765075684,4
METPO:1000304,temperature optimum,temperature phenotype with numerical limits|optimum phenotype with numerical limits,temperature optimum temperature phenotype with numerical limits optimum phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002215,capable of; capable_of,pride,http://purl.obolibrary.org/obo/RO_0002215,1.505820631980896,5
METPO:1000306,temperature range,temperature phenotype with numerical limits|growth range phenotype with numerical limits,temperature range temperature phenotype with numerical limits growth range phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002330,genomically_related_to,pride,http://purl.obolibrary.org/obo/RO_0002330,1.3826649188995361,1
METPO:1000306,temperature range,temperature phenotype with numerical limits|growth range phenotype with numerical limits,temperature range temperature phenotype with numerical limits growth range phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002160,"only in taxon; only_in_taxon; never_outside_taxon; specific_to; specific_to_taxon; S only_in_taxon T iff: S SubClassOf in_taxon only T; U only_in_taxon T: U is a feature found in only in organisms of species of taxon T. The feature cannot be found in an organism of any species outside of (not subsumed by) that taxon. Down-propagates in U hierarchy, up-propagates in T hierarchy (species taxonomy). Implies applicable_to_taxon.; Down-propagates. The original name for this in the paper is 'specific_to'. Applicable to genes because some genes are lost in sub-species (strains) of a species.",pride,http://purl.obolibrary.org/obo/RO_0002160,1.419903039932251,2
METPO:1000306,temperature range,temperature phenotype with numerical limits|growth range phenotype with numerical limits,temperature range temperature phenotype with numerical limits growth range phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0803546,"obsolete_lymphocyte measurement; Quantification of some aspect of lymphocytes, such as function, quantity or composition.",pride,http://www.ebi.ac.uk/efo/EFO_0803546,1.4947614669799805,3
METPO:1000306,temperature range,temperature phenotype with numerical limits|growth range phenotype with numerical limits,temperature range temperature phenotype with numerical limits growth range phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0802090,obsolete_stem Cell Growth Factor-beta measurement; Quantification of stem Cell Growth Factor-beta in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0802090,1.5013753175735474,4
METPO:1000306,temperature range,temperature phenotype with numerical limits|growth range phenotype with numerical limits,temperature range temperature phenotype with numerical limits growth range phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0803201,obsolete_tumor necrosis factor receptor superfamily member 1A measurement; Quantification of tumor necrosis factor receptor superfamily member 1A in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0803201,1.5062717199325562,5
METPO:1000331,pH optimum,pH phenotype with numerical limits|optimum phenotype with numerical limits,pH optimum pH phenotype with numerical limits optimum phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0803546,"obsolete_lymphocyte measurement; Quantification of some aspect of lymphocytes, such as function, quantity or composition.",pride,http://www.ebi.ac.uk/efo/EFO_0803546,1.3161991834640503,1
METPO:1000331,pH optimum,pH phenotype with numerical limits|optimum phenotype with numerical limits,pH optimum pH phenotype with numerical limits optimum phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002330,genomically_related_to,pride,http://purl.obolibrary.org/obo/RO_0002330,1.340338945388794,2
METPO:1000331,pH optimum,pH phenotype with numerical limits|optimum phenotype with numerical limits,pH optimum pH phenotype with numerical limits optimum phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0600071,obsolete_blood glutathione peroxidase measurement; blood Gpx measurement; Quantification of glutathione peroxidase in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0600071,1.3499391078948975,3
METPO:1000331,pH optimum,pH phenotype with numerical limits|optimum phenotype with numerical limits,pH optimum pH phenotype with numerical limits optimum phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002160,"only in taxon; only_in_taxon; never_outside_taxon; specific_to; specific_to_taxon; S only_in_taxon T iff: S SubClassOf in_taxon only T; U only_in_taxon T: U is a feature found in only in organisms of species of taxon T. The feature cannot be found in an organism of any species outside of (not subsumed by) that taxon. Down-propagates in U hierarchy, up-propagates in T hierarchy (species taxonomy). Implies applicable_to_taxon.; Down-propagates. The original name for this in the paper is 'specific_to'. Applicable to genes because some genes are lost in sub-species (strains) of a species.",pride,http://purl.obolibrary.org/obo/RO_0002160,1.3873494863510132,4
METPO:1000331,pH optimum,pH phenotype with numerical limits|optimum phenotype with numerical limits,pH optimum pH phenotype with numerical limits optimum phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0802869,obsolete_pituitary adenylate cyclase-activating polypeptide measurement; Quantification of pituitary adenylate cyclase-activating polypeptide in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0802869,1.3965469598770142,5
METPO:1000332,pH range,pH phenotype with numerical limits|growth range phenotype with numerical limits,pH range pH phenotype with numerical limits growth range phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0803546,"obsolete_lymphocyte measurement; Quantification of some aspect of lymphocytes, such as function, quantity or composition.",pride,http://www.ebi.ac.uk/efo/EFO_0803546,1.3906309604644775,1
METPO:1000332,pH range,pH phenotype with numerical limits|growth range phenotype with numerical limits,pH range pH phenotype with numerical limits growth range phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002330,genomically_related_to,pride,http://purl.obolibrary.org/obo/RO_0002330,1.3932433128356934,2
METPO:1000332,pH range,pH phenotype with numerical limits|growth range phenotype with numerical limits,pH range pH phenotype with numerical limits growth range phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0802090,obsolete_stem Cell Growth Factor-beta measurement; Quantification of stem Cell Growth Factor-beta in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0802090,1.4319970607757568,3
METPO:1000332,pH range,pH phenotype with numerical limits|growth range phenotype with numerical limits,pH range pH phenotype with numerical limits growth range phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002160,"only in taxon; only_in_taxon; never_outside_taxon; specific_to; specific_to_taxon; S only_in_taxon T iff: S SubClassOf in_taxon only T; U only_in_taxon T: U is a feature found in only in organisms of species of taxon T. The feature cannot be found in an organism of any species outside of (not subsumed by) that taxon. Down-propagates in U hierarchy, up-propagates in T hierarchy (species taxonomy). Implies applicable_to_taxon.; Down-propagates. The original name for this in the paper is 'specific_to'. Applicable to genes because some genes are lost in sub-species (strains) of a species.",pride,http://purl.obolibrary.org/obo/RO_0002160,1.4364733695983887,4
METPO:1000332,pH range,pH phenotype with numerical limits|growth range phenotype with numerical limits,pH range pH phenotype with numerical limits growth range phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0600071,obsolete_blood glutathione peroxidase measurement; blood Gpx measurement; Quantification of glutathione peroxidase in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0600071,1.4376163482666016,5
METPO:1000333,NaCl optimum,salinity phenotype with numerical limits|optimum phenotype with numerical limits,NaCl optimum salinity phenotype with numerical limits optimum phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0801826,obsolete_neural cell adhesion molecule 1 measurement; Quantification of neural cell adhesion molecule 1 in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0801826,1.475642442703247,1
METPO:1000333,NaCl optimum,salinity phenotype with numerical limits|optimum phenotype with numerical limits,NaCl optimum salinity phenotype with numerical limits optimum phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002330,genomically_related_to,pride,http://purl.obolibrary.org/obo/RO_0002330,1.4822190999984741,2
METPO:1000333,NaCl optimum,salinity phenotype with numerical limits|optimum phenotype with numerical limits,NaCl optimum salinity phenotype with numerical limits optimum phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0803546,"obsolete_lymphocyte measurement; Quantification of some aspect of lymphocytes, such as function, quantity or composition.",pride,http://www.ebi.ac.uk/efo/EFO_0803546,1.4873549938201904,3
METPO:1000333,NaCl optimum,salinity phenotype with numerical limits|optimum phenotype with numerical limits,NaCl optimum salinity phenotype with numerical limits optimum phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/pr#non-covalently_bound_to,"non-covalently_bound_to; A relation that holds between two distinct chemical entities that are held in close proximity to each other specifically via the force of non-covalent interactions. Such entities will, at all times of the interaction, colocalize with each other.",pride,http://purl.obolibrary.org/obo/pr#non-covalently_bound_to,1.504394292831421,4
METPO:1000333,NaCl optimum,salinity phenotype with numerical limits|optimum phenotype with numerical limits,NaCl optimum salinity phenotype with numerical limits optimum phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002160,"only in taxon; only_in_taxon; never_outside_taxon; specific_to; specific_to_taxon; S only_in_taxon T iff: S SubClassOf in_taxon only T; U only_in_taxon T: U is a feature found in only in organisms of species of taxon T. The feature cannot be found in an organism of any species outside of (not subsumed by) that taxon. Down-propagates in U hierarchy, up-propagates in T hierarchy (species taxonomy). Implies applicable_to_taxon.; Down-propagates. The original name for this in the paper is 'specific_to'. Applicable to genes because some genes are lost in sub-species (strains) of a species.",pride,http://purl.obolibrary.org/obo/RO_0002160,1.5059173107147217,5
METPO:1000334,NaCl range,salinity phenotype with numerical limits|growth range phenotype with numerical limits,NaCl range salinity phenotype with numerical limits growth range phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0801826,obsolete_neural cell adhesion molecule 1 measurement; Quantification of neural cell adhesion molecule 1 in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0801826,1.4901951551437378,1
METPO:1000334,NaCl range,salinity phenotype with numerical limits|growth range phenotype with numerical limits,NaCl range salinity phenotype with numerical limits growth range phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002330,genomically_related_to,pride,http://purl.obolibrary.org/obo/RO_0002330,1.5230765342712402,2
METPO:1000334,NaCl range,salinity phenotype with numerical limits|growth range phenotype with numerical limits,NaCl range salinity phenotype with numerical limits growth range phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002160,"only in taxon; only_in_taxon; never_outside_taxon; specific_to; specific_to_taxon; S only_in_taxon T iff: S SubClassOf in_taxon only T; U only_in_taxon T: U is a feature found in only in organisms of species of taxon T. The feature cannot be found in an organism of any species outside of (not subsumed by) that taxon. Down-propagates in U hierarchy, up-propagates in T hierarchy (species taxonomy). Implies applicable_to_taxon.; Down-propagates. The original name for this in the paper is 'specific_to'. Applicable to genes because some genes are lost in sub-species (strains) of a species.",pride,http://purl.obolibrary.org/obo/RO_0002160,1.5252094268798828,3
METPO:1000334,NaCl range,salinity phenotype with numerical limits|growth range phenotype with numerical limits,NaCl range salinity phenotype with numerical limits growth range phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0803546,"obsolete_lymphocyte measurement; Quantification of some aspect of lymphocytes, such as function, quantity or composition.",pride,http://www.ebi.ac.uk/efo/EFO_0803546,1.5329886674880981,4
METPO:1000334,NaCl range,salinity phenotype with numerical limits|growth range phenotype with numerical limits,NaCl range salinity phenotype with numerical limits growth range phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0800618,obsolete_sphingosine measurement; Quantification of the amount of sphingosine in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0800618,1.5474343299865723,5
METPO:1000335,NaCl delta,salinity phenotype with numerical limits|delta phenotype with numerical limits,NaCl delta salinity phenotype with numerical limits delta phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0801826,obsolete_neural cell adhesion molecule 1 measurement; Quantification of neural cell adhesion molecule 1 in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0801826,1.4361052513122559,1
METPO:1000335,NaCl delta,salinity phenotype with numerical limits|delta phenotype with numerical limits,NaCl delta salinity phenotype with numerical limits delta phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0803546,"obsolete_lymphocyte measurement; Quantification of some aspect of lymphocytes, such as function, quantity or composition.",pride,http://www.ebi.ac.uk/efo/EFO_0803546,1.4650864601135254,2
METPO:1000335,NaCl delta,salinity phenotype with numerical limits|delta phenotype with numerical limits,NaCl delta salinity phenotype with numerical limits delta phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002330,genomically_related_to,pride,http://purl.obolibrary.org/obo/RO_0002330,1.4714447259902954,3
METPO:1000335,NaCl delta,salinity phenotype with numerical limits|delta phenotype with numerical limits,NaCl delta salinity phenotype with numerical limits delta phenotype with numerical limits,pride:class:http://www.ebi.ac.uk/efo/EFO_0800618,obsolete_sphingosine measurement; Quantification of the amount of sphingosine in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0800618,1.4821563959121704,4
METPO:1000335,NaCl delta,salinity phenotype with numerical limits|delta phenotype with numerical limits,NaCl delta salinity phenotype with numerical limits delta phenotype with numerical limits,pride:property:http://purl.obolibrary.org/obo/RO_0002160,"only in taxon; only_in_taxon; never_outside_taxon; specific_to; specific_to_taxon; S only_in_taxon T iff: S SubClassOf in_taxon only T; U only_in_taxon T: U is a feature found in only in organisms of species of taxon T. The feature cannot be found in an organism of any species outside of (not subsumed by) that taxon. Down-propagates in U hierarchy, up-propagates in T hierarchy (species taxonomy). Implies applicable_to_taxon.; Down-propagates. The original name for this in the paper is 'specific_to'. Applicable to genes because some genes are lost in sub-species (strains) of a species.",pride,http://purl.obolibrary.org/obo/RO_0002160,1.502589464187622,5
METPO:1000429,GC low,GC content,GC low GC content,pride:property:http://purl.obolibrary.org/obo/RO_0002330,genomically_related_to,pride,http://purl.obolibrary.org/obo/RO_0002330,1.2694977521896362,1
METPO:1000429,GC low,GC content,GC low GC content,pride:property:http://purl.obolibrary.org/obo/pr#has_gene_template,has_gene_template; See document https://docs.google.com/document/d/15iVMtMyYbQSlvUDgn2XUaDzpwkB0USZI for full definition.,pride,http://purl.obolibrary.org/obo/pr#has_gene_template,1.2868365049362183,2
METPO:1000429,GC low,GC content,GC low GC content,pride:class:http://www.ebi.ac.uk/efo/EFO_0600071,obsolete_blood glutathione peroxidase measurement; blood Gpx measurement; Quantification of glutathione peroxidase in a sample.,pride,http://www.ebi.ac.uk/efo/EFO_0600071,1.316379427909851,3
METPO:1000429,GC low,GC content,GC low GC content,pride:class:http://www.ebi.ac.uk/efo/EFO_0022934,low grade cervical intraepithelial neoplasia; Squamous or glandular cervical intraepithelial neoplasia characterized by the presence of mild dysplastic changes.,pride,http://www.ebi.ac.uk/efo/EFO_0022934,1.3378909826278687,4
