metpo_id,metpo_label,metpo_parents,query_text,match_id,match_document,match_ontology,match_iri,distance,rank
METPO:1000232,pH delta,pH phenotype with numerical limits|delta phenotype with numerical limits,pH delta pH phenotype with numerical limits delta phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_Q09163,protein delta homolog 1 (mouse); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_Q09163,1.0430676937103271,5
METPO:1000303,temperature delta,temperature phenotype with numerical limits|delta phenotype with numerical limits,temperature delta temperature phenotype with numerical limits delta phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_Q6UY11,protein delta homolog 2 (human); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_Q6UY11,1.0832428932189941,1
METPO:1000303,temperature delta,temperature phenotype with numerical limits|delta phenotype with numerical limits,temperature delta temperature phenotype with numerical limits delta phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_P80370,protein delta homolog 1 (human); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_P80370,1.084038496017456,2
METPO:1000303,temperature delta,temperature phenotype with numerical limits|delta phenotype with numerical limits,temperature delta temperature phenotype with numerical limits delta phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_000006522,protein delta homolog 2; Category=gene.,oba,http://purl.obolibrary.org/obo/PR_000006522,1.094954490661621,3
METPO:1000303,temperature delta,temperature phenotype with numerical limits|delta phenotype with numerical limits,temperature delta temperature phenotype with numerical limits delta phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_000006521,protein delta homolog 1; Category=gene.,oba,http://purl.obolibrary.org/obo/PR_000006521,1.1001451015472412,4
METPO:1000303,temperature delta,temperature phenotype with numerical limits|delta phenotype with numerical limits,temperature delta temperature phenotype with numerical limits delta phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_Q09163,protein delta homolog 1 (mouse); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_Q09163,1.1065067052841187,5
METPO:1000304,temperature optimum,temperature phenotype with numerical limits|optimum phenotype with numerical limits,temperature optimum temperature phenotype with numerical limits optimum phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/GO_0001659,temperature homeostasis,oba,http://purl.obolibrary.org/obo/GO_0001659,1.0751168727874756,1
METPO:1000304,temperature optimum,temperature phenotype with numerical limits|optimum phenotype with numerical limits,temperature optimum temperature phenotype with numerical limits optimum phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PATO_0001304,variability of temperature,oba,http://purl.obolibrary.org/obo/PATO_0001304,1.095881700515747,2
METPO:1000304,temperature optimum,temperature phenotype with numerical limits|optimum phenotype with numerical limits,temperature optimum temperature phenotype with numerical limits optimum phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PATO_0000146,temperature,oba,http://purl.obolibrary.org/obo/PATO_0000146,1.111944556236267,3
METPO:1000304,temperature optimum,temperature phenotype with numerical limits|optimum phenotype with numerical limits,temperature optimum temperature phenotype with numerical limits optimum phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/OBA_VT0005535,body temperature trait; temperature of multicellular organism; The temperature of a multicellular organism.,oba,http://purl.obolibrary.org/obo/OBA_VT0005535,1.1588878631591797,4
METPO:1000304,temperature optimum,temperature phenotype with numerical limits|optimum phenotype with numerical limits,temperature optimum temperature phenotype with numerical limits optimum phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PATO_0000152,threshold,oba,http://purl.obolibrary.org/obo/PATO_0000152,1.1710362434387207,5
METPO:1000306,temperature range,temperature phenotype with numerical limits|growth range phenotype with numerical limits,temperature range temperature phenotype with numerical limits growth range phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_P01242,growth hormone variant (human); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_P01242,1.2277780771255493,1
METPO:1000306,temperature range,temperature phenotype with numerical limits|growth range phenotype with numerical limits,temperature range temperature phenotype with numerical limits growth range phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_000007969,growth hormone variant; Category=gene.,oba,http://purl.obolibrary.org/obo/PR_000007969,1.2470730543136597,2
METPO:1000306,temperature range,temperature phenotype with numerical limits|growth range phenotype with numerical limits,temperature range temperature phenotype with numerical limits growth range phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_P12850,growth-regulated alpha protein (mouse); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_P12850,1.262643575668335,3
METPO:1000306,temperature range,temperature phenotype with numerical limits|growth range phenotype with numerical limits,temperature range temperature phenotype with numerical limits growth range phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_P09341,growth-regulated alpha protein (human); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_P09341,1.2627822160720825,4
METPO:1000306,temperature range,temperature phenotype with numerical limits|growth range phenotype with numerical limits,temperature range temperature phenotype with numerical limits growth range phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_000000098,growth/differentiation factor; Category=family.,oba,http://purl.obolibrary.org/obo/PR_000000098,1.267972469329834,5
METPO:1000331,pH optimum,pH phenotype with numerical limits|optimum phenotype with numerical limits,pH optimum pH phenotype with numerical limits optimum phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/OBA_0000121,obsolete pH,oba,http://purl.obolibrary.org/obo/OBA_0000121,0.9218429327011108,1
METPO:1000331,pH optimum,pH phenotype with numerical limits|optimum phenotype with numerical limits,pH optimum pH phenotype with numerical limits optimum phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/GO_0045851,pH reduction,oba,http://purl.obolibrary.org/obo/GO_0045851,1.0958774089813232,2
METPO:1000331,pH optimum,pH phenotype with numerical limits|optimum phenotype with numerical limits,pH optimum pH phenotype with numerical limits optimum phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/GO_0032848,negative regulation of cellular pH reduction,oba,http://purl.obolibrary.org/obo/GO_0032848,1.0990288257598877,3
METPO:1000331,pH optimum,pH phenotype with numerical limits|optimum phenotype with numerical limits,pH optimum pH phenotype with numerical limits optimum phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/GO_0032849,positive regulation of cellular pH reduction,oba,http://purl.obolibrary.org/obo/GO_0032849,1.100469708442688,4
METPO:1000331,pH optimum,pH phenotype with numerical limits|optimum phenotype with numerical limits,pH optimum pH phenotype with numerical limits optimum phenotype with numerical limits,oba:property:http://purl.obolibrary.org/obo/RO_0002201,phenotype of; inverse of has phenotype,oba,http://purl.obolibrary.org/obo/RO_0002201,1.1180065870285034,5
METPO:1000332,pH range,pH phenotype with numerical limits|growth range phenotype with numerical limits,pH range pH phenotype with numerical limits growth range phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/OBA_0000121,obsolete pH,oba,http://purl.obolibrary.org/obo/OBA_0000121,0.9698089361190796,1
METPO:1000332,pH range,pH phenotype with numerical limits|growth range phenotype with numerical limits,pH range pH phenotype with numerical limits growth range phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/GO_0045851,pH reduction,oba,http://purl.obolibrary.org/obo/GO_0045851,1.0879050493240356,2
METPO:1000332,pH range,pH phenotype with numerical limits|growth range phenotype with numerical limits,pH range pH phenotype with numerical limits growth range phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/GO_0006885,regulation of pH,oba,http://purl.obolibrary.org/obo/GO_0006885,1.1004759073257446,3
METPO:1000332,pH range,pH phenotype with numerical limits|growth range phenotype with numerical limits,pH range pH phenotype with numerical limits growth range phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/GO_0032848,negative regulation of cellular pH reduction,oba,http://purl.obolibrary.org/obo/GO_0032848,1.1256355047225952,4
METPO:1000332,pH range,pH phenotype with numerical limits|growth range phenotype with numerical limits,pH range pH phenotype with numerical limits growth range phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/GO_0045852,pH elevation,oba,http://purl.obolibrary.org/obo/GO_0045852,1.1446423530578613,5
METPO:1000333,NaCl optimum,salinity phenotype with numerical limits|optimum phenotype with numerical limits,NaCl optimum salinity phenotype with numerical limits optimum phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_Q8BYR8,solute carrier family 41 member 2 (mouse); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_Q8BYR8,1.2895578145980835,1
METPO:1000333,NaCl optimum,salinity phenotype with numerical limits|optimum phenotype with numerical limits,NaCl optimum salinity phenotype with numerical limits optimum phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_P55012,solute carrier family 12 member 2 (mouse); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_P55012,1.2932922840118408,2
METPO:1000333,NaCl optimum,salinity phenotype with numerical limits|optimum phenotype with numerical limits,NaCl optimum salinity phenotype with numerical limits optimum phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_Q9QXT8,calsenilin isoforms 1/2/3 (mouse); Category=organism-seqgroup.,oba,http://purl.obolibrary.org/obo/PR_Q9QXT8,1.300451636314392,3
METPO:1000333,NaCl optimum,salinity phenotype with numerical limits|optimum phenotype with numerical limits,NaCl optimum salinity phenotype with numerical limits optimum phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_P97441,probable proton-coupled zinc antiporter SLC30A3 (mouse); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_P97441,1.3078713417053223,4
METPO:1000333,NaCl optimum,salinity phenotype with numerical limits|optimum phenotype with numerical limits,NaCl optimum salinity phenotype with numerical limits optimum phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_Q9JMA9,sodium- and chloride-dependent neutral and basic amino acid transporter B(0+) (mouse); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_Q9JMA9,1.3108636140823364,5
METPO:1000334,NaCl range,salinity phenotype with numerical limits|growth range phenotype with numerical limits,NaCl range salinity phenotype with numerical limits growth range phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/GO_1902075,cellular response to salt,oba,http://purl.obolibrary.org/obo/GO_1902075,1.147803783416748,1
METPO:1000334,NaCl range,salinity phenotype with numerical limits|growth range phenotype with numerical limits,NaCl range salinity phenotype with numerical limits growth range phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/HP_0011422,Abnormal blood chloride concentration,oba,http://purl.obolibrary.org/obo/HP_0011422,1.1530193090438843,2
METPO:1000334,NaCl range,salinity phenotype with numerical limits|growth range phenotype with numerical limits,NaCl range salinity phenotype with numerical limits growth range phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/UBERON_0004759,cranial salt gland,oba,http://purl.obolibrary.org/obo/UBERON_0004759,1.2072646617889404,3
METPO:1000334,NaCl range,salinity phenotype with numerical limits|growth range phenotype with numerical limits,NaCl range salinity phenotype with numerical limits growth range phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/HP_0012600,Abnormal urine chloride concentration,oba,http://purl.obolibrary.org/obo/HP_0012600,1.226580023765564,4
METPO:1000334,NaCl range,salinity phenotype with numerical limits|growth range phenotype with numerical limits,NaCl range salinity phenotype with numerical limits growth range phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/GO_1902074,response to salt,oba,http://purl.obolibrary.org/obo/GO_1902074,1.2273198366165161,5
METPO:1000335,NaCl delta,salinity phenotype with numerical limits|delta phenotype with numerical limits,NaCl delta salinity phenotype with numerical limits delta phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_000006522,protein delta homolog 2; Category=gene.,oba,http://purl.obolibrary.org/obo/PR_000006522,1.2234266996383667,1
METPO:1000335,NaCl delta,salinity phenotype with numerical limits|delta phenotype with numerical limits,NaCl delta salinity phenotype with numerical limits delta phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_Q8K1E3,protein delta homolog 2 (mouse); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_Q8K1E3,1.2310593128204346,2
METPO:1000335,NaCl delta,salinity phenotype with numerical limits|delta phenotype with numerical limits,NaCl delta salinity phenotype with numerical limits delta phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_000006521,protein delta homolog 1; Category=gene.,oba,http://purl.obolibrary.org/obo/PR_000006521,1.2318507432937622,3
METPO:1000335,NaCl delta,salinity phenotype with numerical limits|delta phenotype with numerical limits,NaCl delta salinity phenotype with numerical limits delta phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_Q09163,protein delta homolog 1 (mouse); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_Q09163,1.2342414855957031,4
METPO:1000335,NaCl delta,salinity phenotype with numerical limits|delta phenotype with numerical limits,NaCl delta salinity phenotype with numerical limits delta phenotype with numerical limits,oba:class:http://purl.obolibrary.org/obo/PR_Q6UY11,protein delta homolog 2 (human); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_Q6UY11,1.2396934032440186,5
METPO:1000429,GC low,GC content,GC low GC content,oba:class:http://purl.obolibrary.org/obo/PR_000006439,protein DGCR6; Category=gene.,oba,http://purl.obolibrary.org/obo/PR_000006439,1.006899118423462,1
METPO:1000429,GC low,GC content,GC low GC content,oba:class:http://purl.obolibrary.org/obo/PR_Q14129,protein DGCR6 (human); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_Q14129,1.020458459854126,2
METPO:1000429,GC low,GC content,GC low GC content,oba:class:http://purl.obolibrary.org/obo/PR_000005916,gamma-crystallin C; Category=gene.,oba,http://purl.obolibrary.org/obo/PR_000005916,1.0362942218780518,3
METPO:1000429,GC low,GC content,GC low GC content,oba:class:http://purl.obolibrary.org/obo/PR_O35347,protein DGCR6 (mouse); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_O35347,1.0387078523635864,4
METPO:1000429,GC low,GC content,GC low GC content,oba:class:http://purl.obolibrary.org/obo/PR_000008275,G-rich sequence factor 1; Category=gene.,oba,http://purl.obolibrary.org/obo/PR_000008275,1.0436091423034668,5
METPO:1000430,GC mid1,GC content,GC mid1 GC content,oba:class:http://purl.obolibrary.org/obo/OBA_2054152,CD300C/GOLM2 protein level ratio in blood; the ratio of amount of CMRF35-like molecule 6 (human) in blood to amount of protein GOLM2 (human) in blood; A compound attribute that is the ratio of amount of CMRF35-like molecule 6 (human) in blood to amount of protein GOLM2 (human) in blood.,oba,http://purl.obolibrary.org/obo/OBA_2054152,0.9026015400886536,1
METPO:1000430,GC mid1,GC content,GC mid1 GC content,oba:class:http://purl.obolibrary.org/obo/OBA_2055566,CHGB/SCG2 protein level ratio in blood; the ratio of amount of secretogranin-1 (human) in blood to amount of secretogranin-2 (human) in blood; A compound attribute that is the ratio of amount of secretogranin-1 (human) in blood to amount of secretogranin-2 (human) in blood.,oba,http://purl.obolibrary.org/obo/OBA_2055566,0.9086509943008423,2
METPO:1000430,GC mid1,GC content,GC mid1 GC content,oba:class:http://purl.obolibrary.org/obo/OBA_2055562,CHGB/MOG protein level ratio in blood; the ratio of amount of secretogranin-1 (human) in blood to amount of myelin-oligodendrocyte glycoprotein (human) in blood; A compound attribute that is the ratio of amount of secretogranin-1 (human) in blood to amount of myelin-oligodendrocyte glycoprotein (human) in blood.,oba,http://purl.obolibrary.org/obo/OBA_2055562,0.919973611831665,3
METPO:1000430,GC mid1,GC content,GC mid1 GC content,oba:class:http://purl.obolibrary.org/obo/OBA_2055563,CHGB/NPDC1 protein level ratio in blood; the ratio of amount of secretogranin-1 (human) in blood to amount of neural proliferation differentiation and control protein 1 (human) in blood; A compound attribute that is the ratio of amount of secretogranin-1 (human) in blood to amount of neural proliferation differentiation and control protein 1 (human) in blood.,oba,http://purl.obolibrary.org/obo/OBA_2055563,0.9381961822509766,4
METPO:1000430,GC mid1,GC content,GC mid1 GC content,oba:class:http://purl.obolibrary.org/obo/OBA_2054244,CEACAM1/GGT1 protein level ratio in blood; the ratio of amount of carcinoembryonic antigen-related cell adhesion molecule 1 (human) in blood to amount of glutathione hydrolase 1 proenzyme (human) in blood; A compound attribute that is the ratio of amount of carcinoembryonic antigen-related cell adhesion molecule 1 (human) in blood to amount of glutathione hydrolase 1 proenzyme (human) in blood.,oba,http://purl.obolibrary.org/obo/OBA_2054244,0.9452718496322632,5
METPO:1000431,GC mid2,GC content,GC mid2 GC content,oba:class:http://purl.obolibrary.org/obo/OBA_2054152,CD300C/GOLM2 protein level ratio in blood; the ratio of amount of CMRF35-like molecule 6 (human) in blood to amount of protein GOLM2 (human) in blood; A compound attribute that is the ratio of amount of CMRF35-like molecule 6 (human) in blood to amount of protein GOLM2 (human) in blood.,oba,http://purl.obolibrary.org/obo/OBA_2054152,0.8614062666893005,1
METPO:1000431,GC mid2,GC content,GC mid2 GC content,oba:class:http://purl.obolibrary.org/obo/OBA_2055566,CHGB/SCG2 protein level ratio in blood; the ratio of amount of secretogranin-1 (human) in blood to amount of secretogranin-2 (human) in blood; A compound attribute that is the ratio of amount of secretogranin-1 (human) in blood to amount of secretogranin-2 (human) in blood.,oba,http://purl.obolibrary.org/obo/OBA_2055566,0.8676092624664307,2
METPO:1000431,GC mid2,GC content,GC mid2 GC content,oba:class:http://purl.obolibrary.org/obo/OBA_2055562,CHGB/MOG protein level ratio in blood; the ratio of amount of secretogranin-1 (human) in blood to amount of myelin-oligodendrocyte glycoprotein (human) in blood; A compound attribute that is the ratio of amount of secretogranin-1 (human) in blood to amount of myelin-oligodendrocyte glycoprotein (human) in blood.,oba,http://purl.obolibrary.org/obo/OBA_2055562,0.9239382743835449,3
METPO:1000431,GC mid2,GC content,GC mid2 GC content,oba:class:http://purl.obolibrary.org/obo/OBA_2055563,CHGB/NPDC1 protein level ratio in blood; the ratio of amount of secretogranin-1 (human) in blood to amount of neural proliferation differentiation and control protein 1 (human) in blood; A compound attribute that is the ratio of amount of secretogranin-1 (human) in blood to amount of neural proliferation differentiation and control protein 1 (human) in blood.,oba,http://purl.obolibrary.org/obo/OBA_2055563,0.9653682708740234,4
METPO:1000431,GC mid2,GC content,GC mid2 GC content,oba:class:http://purl.obolibrary.org/obo/PR_P51608,methyl-CpG-binding protein 2 (human); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_P51608,0.9684855937957764,5
METPO:1000432,GC high,GC content,GC high GC content,oba:class:http://purl.obolibrary.org/obo/PR_000006439,protein DGCR6; Category=gene.,oba,http://purl.obolibrary.org/obo/PR_000006439,0.9874943494796753,1
METPO:1000432,GC high,GC content,GC high GC content,oba:class:http://purl.obolibrary.org/obo/PR_Q14129,protein DGCR6 (human); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_Q14129,0.9908142685890198,2
METPO:1000432,GC high,GC content,GC high GC content,oba:class:http://purl.obolibrary.org/obo/PR_000031847,GH3 domain-containing protein; Category=gene.,oba,http://purl.obolibrary.org/obo/PR_000031847,1.000351071357727,3
METPO:1000432,GC high,GC content,GC high GC content,oba:class:http://purl.obolibrary.org/obo/PR_P53567,CCAAT/enhancer-binding protein gamma (human); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_P53567,1.001717209815979,4
METPO:1000432,GC high,GC content,GC high GC content,oba:class:http://purl.obolibrary.org/obo/PR_Q8N2G8,GH3 domain-containing protein (human); Category=organism-gene.,oba,http://purl.obolibrary.org/obo/PR_Q8N2G8,1.0050437450408936,5
METPO:1000441,temperature optimum very low,temperature optimum,temperature optimum very low temperature optimum,oba:class:http://purl.obolibrary.org/obo/PATO_0000146,temperature,oba,http://purl.obolibrary.org/obo/PATO_0000146,1.0051425695419312,1
METPO:1000441,temperature optimum very low,temperature optimum,temperature optimum very low temperature optimum,oba:class:http://purl.obolibrary.org/obo/GO_0001659,temperature homeostasis,oba,http://purl.obolibrary.org/obo/GO_0001659,1.0104365348815918,2
METPO:1000441,temperature optimum very low,temperature optimum,temperature optimum very low temperature optimum,oba:class:http://purl.obolibrary.org/obo/PATO_0001304,variability of temperature,oba,http://purl.obolibrary.org/obo/PATO_0001304,1.1221657991409302,3
