metpo_id,metpo_label,match_iri,match_ontology,match_distance,metpo_sibling_count,external_sibling_count,coherent_sibling_count,coherence_score
METPO:1000604,microaerophilic,http://purl.obolibrary.org/obo/MICRO_0000515,micro,1.0000000000287557e-06,0,1,0,
METPO:1000605,facultatively anaerobic,http://purl.obolibrary.org/obo/MICRO_0000503,micro,0.17085300000000003,0,3,0,
METPO:1000606,obligately aerobic,http://purl.obolibrary.org/obo/MICRO_0000516,micro,1.0000000000287557e-06,0,1,0,
METPO:1000607,obligately anaerobic,http://purl.obolibrary.org/obo/MICRO_0000504,micro,1.999999999946489e-06,0,0,0,
METPO:1000608,facultatively aerobic,http://purl.obolibrary.org/obo/MICRO_0000503,micro,0.266902,0,3,0,
METPO:1000609,aerotolerant,http://purl.obolibrary.org/obo/MICRO_0000502,micro,1.999999999946489e-06,0,3,0,
METPO:1000610,microaerotolerant,http://purl.obolibrary.org/obo/MICRO_0000515,micro,0.318396,0,1,0,
METPO:1000611,strictly anaerobic,<http://doi.org/10.1601/StrictAnaerobe>,n4l_merged,0.31988099999999997,0,1,0,
METPO:1000612,facultative oxygen preference,http://purl.obolibrary.org/obo/MICRO_0001527,micro,0.526312,0,0,0,
METPO:1000613,temperature preference,<http://doi.org/10.1601/TemperatureCondition>,n4l_merged,0.6181019999999999,0,2,0,
METPO:1000614,psychrophilic,http://purl.obolibrary.org/obo/MICRO_0001306,micro,1.0000000000287557e-06,0,3,0,
METPO:1000615,mesophilic,http://purl.obolibrary.org/obo/MICRO_0000111,micro,1.0000000000287557e-06,0,3,0,
METPO:1000616,thermophilic,http://purl.obolibrary.org/obo/MICRO_0000118,micro,1.0000000000287557e-06,0,3,0,
METPO:1000617,hyperthermophilic,http://purl.obolibrary.org/obo/MICRO_0001294,micro,1.0000000000287557e-06,0,3,0,
METPO:1000618,psychrotolerant,http://purl.obolibrary.org/obo/MICRO_0001310,micro,1.999999999946489e-06,0,2,0,
METPO:1000619,thermotolerant,http://purl.obolibrary.org/obo/MICRO_0001286,micro,1.0000000000287557e-06,0,2,0,
METPO:1000620,halophilic,http://purl.obolibrary.org/obo/MICRO_0001314,micro,1.0000000000287557e-06,0,1,0,
METPO:1000621,haloalkaliphilic,http://purl.obolibrary.org/obo/MICRO_0001547,micro,0.35019900000000004,0,4,0,
METPO:1000622,halotolerant,http://purl.obolibrary.org/obo/MICRO_0001316,micro,1.999999999946489e-06,0,1,0,
METPO:1000623,moderately halophilic,http://purl.obolibrary.org/obo/MICRO_0001314,micro,0.41513599999999995,0,1,0,
METPO:1000624,non halophilic,http://purl.obolibrary.org/obo/MICRO_0001314,micro,0.28147999999999995,0,1,0,
METPO:1000625,slightly halophilic,http://purl.obolibrary.org/obo/MICRO_0001314,micro,0.35649,0,1,0,
METPO:1000626,stenohaline,<https://mdatahub.org/data/meo/MEO_0001315>,meo,0.7849889999999999,0,0,0,
METPO:1000627,euryhaline,<https://mdatahub.org/data/meo/MEO_0001314>,meo,0.6719040000000001,0,0,0,
METPO:1000628,extremely halophilic,http://purl.obolibrary.org/obo/MICRO_0001314,micro,0.31282299999999996,0,1,0,
METPO:1000629,halophily preference,http://purl.obolibrary.org/obo/MICRO_0001314,micro,0.655976,0,1,0,
METPO:1000630,biological process,https://w3id.org/biolink/vocab/BiologicalProcess,biolink,1.0000000000287557e-06,0,0,0,
METPO:1000631,trophic type,http://purl.obolibrary.org/obo/ECOCORE_00000008,ecocore,0.7507820000000001,0,0,0,
METPO:1000632,autotrophic,http://purl.obolibrary.org/obo/MICRO_0001456,micro,1.0000000000287557e-06,0,3,0,
METPO:1000633,carboxydotrophic,http://purl.obolibrary.org/obo/GO_0046394,oba,0.727276,0,0,0,
METPO:1000634,chemoautolithotrophic,http://purl.obolibrary.org/obo/MICRO_0001480,micro,0.30574599999999996,0,1,0,
METPO:1000635,chemoautotrophic,http://purl.obolibrary.org/obo/MICRO_0001480,micro,0.19664499999999996,0,1,0,
METPO:1000636,chemoheterotrophic,http://purl.obolibrary.org/obo/MICRO_0001478,micro,0.25050799999999995,0,1,0,
METPO:1000637,chemolithoautotrophic,http://purl.obolibrary.org/obo/MICRO_0001477,micro,1.0000000000287557e-06,0,1,0,
METPO:1000638,chemolithoheterotrophic,http://purl.obolibrary.org/obo/MICRO_0001478,micro,1.0000000000287557e-06,0,1,0,
METPO:1000639,chemolithotrophic,http://purl.obolibrary.org/obo/MICRO_0001476,micro,1.999999999946489e-06,0,2,0,
METPO:1000640,chemoorganoheterotrophic,http://purl.obolibrary.org/obo/MICRO_0001481,micro,1.999999999946489e-06,0,1,0,
METPO:1000641,chemotrophic,http://purl.obolibrary.org/obo/MICRO_0001458,micro,1.999999999946489e-06,0,2,0,
METPO:1000642,copiotrophic,http://purl.obolibrary.org/obo/MICRO_0001475,micro,0.556632,0,2,0,
METPO:1000644,heterotrophic,http://purl.obolibrary.org/obo/MICRO_0001474,micro,1.0000000000287557e-06,0,3,0,
METPO:1000646,hydrogenotrophic,http://purl.obolibrary.org/obo/MICRO_0001458,micro,0.560273,0,2,0,
METPO:1000647,lithoautotrophic,http://purl.obolibrary.org/obo/MICRO_0001459,micro,0.269489,0,2,0,
METPO:1000648,lithoheterotrophic,http://purl.obolibrary.org/obo/MICRO_0001459,micro,0.16626700000000005,0,2,0,
METPO:1000649,lithotrophic,http://purl.obolibrary.org/obo/MICRO_0001459,micro,1.999999999946489e-06,0,2,0,
METPO:1000650,methanotrophic,http://purl.obolibrary.org/obo/GO_0015948,envo,0.31231,0,0,0,
METPO:1000651,methylotrophic,http://purl.obolibrary.org/obo/CHEBI_85035,go,0.704321,0,0,0,
METPO:1000652,mixotrophic,http://purl.obolibrary.org/obo/MICRO_0001475,micro,1.999999999946489e-06,0,2,0,
METPO:1000654,oligotrophic,<https://mdatahub.org/data/meo/MEO_0001463>,meo,1.0000000000287557e-06,0,0,0,
METPO:1000655,organotrophic,http://purl.obolibrary.org/obo/MICRO_0001485,micro,0.547172,0,1,0,
METPO:1000656,photoautotrophic,http://purl.obolibrary.org/obo/MICRO_0001483,micro,0.24202800000000002,0,1,0,
METPO:1000657,photoheterotrophic,http://purl.obolibrary.org/obo/MICRO_0001484,micro,0.24418499999999999,0,1,0,
METPO:1000658,photolithotrophic,http://purl.obolibrary.org/obo/MICRO_0001482,micro,1.999999999946489e-06,0,1,0,
METPO:1000659,photoorganoheterotrophic,http://purl.obolibrary.org/obo/MICRO_0001487,micro,0.0,0,1,0,
METPO:1000660,phototrophic,http://purl.obolibrary.org/obo/MICRO_0001457,micro,1.0000000000287557e-06,0,2,0,
METPO:1000663,chemoorganotrophic,http://purl.obolibrary.org/obo/MICRO_0001479,micro,1.999999999946489e-06,0,2,0,
METPO:1000664,organoheterotrophic,http://purl.obolibrary.org/obo/MICRO_0001474,micro,0.389236,0,3,0,
METPO:1000665,photolithoautotrophic,http://purl.obolibrary.org/obo/MICRO_0001483,micro,1.0000000000287557e-06,0,1,0,
METPO:1000666,cell shape,http://purl.obolibrary.org/obo/APO_0000051,upheno,0.003715000000000024,0,0,0,
METPO:1000667,bacillus shaped,http://purl.obolibrary.org/obo/MICRO_0000401,micro,0.322596,0,4,0,
METPO:1000668,coccus shaped,http://purl.obolibrary.org/obo/MICRO_0000402,micro,0.17670200000000003,0,8,0,
METPO:1000669,crescent shaped,http://purl.obolibrary.org/obo/FLOPO_0017171,flopo,0.325288,0,0,0,
METPO:1000670,curved shaped,http://purl.obolibrary.org/obo/PATO_0000406,oba,0.24102900000000005,0,0,0,
METPO:1000671,diplococcus shaped,http://purl.obolibrary.org/obo/MICRO_0000383,micro,0.316466,0,0,0,
METPO:1000672,dumbbell shaped,http://purl.obolibrary.org/obo/PATO_0001876,upheno,0.05734600000000001,0,0,0,
METPO:1000673,ellipsoidal,http://purl.obolibrary.org/obo/PATO_0000947,upheno,0.566291,0,0,0,
METPO:1000674,filament shaped,http://purl.obolibrary.org/obo/FLOPO_0018443,flopo,0.24380599999999997,0,0,0,
METPO:1000675,flask shaped,http://purl.obolibrary.org/obo/NCIT_C96144,mco,0.535979,0,0,0,
METPO:1000676,helical shaped,http://purl.obolibrary.org/obo/PATO_0000404,upheno,0.554161,0,0,0,
METPO:1000677,ovoid shaped,http://purl.obolibrary.org/obo/PATO_0001891,upheno,0.5396179999999999,0,0,0,
METPO:1000678,oval shaped,http://purl.obolibrary.org/obo/PATO_0002224,upheno,0.6303810000000001,0,0,0,
METPO:1000679,pleomorphic shaped,http://purl.obolibrary.org/obo/PATO_0001356,flopo,0.37132299999999996,0,0,0,
METPO:1000680,ring shaped,http://purl.obolibrary.org/obo/PATO_0002539,upheno,0.366078,0,0,0,
METPO:1000681,rod shaped,http://purl.obolibrary.org/obo/PATO_0002087,upheno,0.721435,0,0,0,
METPO:1000682,spore shaped,http://purl.obolibrary.org/obo/FLOPO_0009935,flopo,0.33289100000000005,0,0,0,
METPO:1000683,sphere shaped,http://purl.obolibrary.org/obo/FLOPO_0011958,flopo,0.657597,0,0,0,
METPO:1000684,spiral shaped,http://purl.obolibrary.org/obo/PATO_0001409,upheno,0.554643,0,0,0,
METPO:1000685,star shaped,http://purl.obolibrary.org/obo/FLOPO_0012311,flopo,0.382738,0,0,0,
METPO:1000686,vibrio shaped,<http://doi.org/10.1601/Vibrio>,n4l_merged,0.35353100000000004,0,0,0,
METPO:1000687,branched shaped,http://purl.obolibrary.org/obo/PATO_0000402,oba,0.30197300000000005,0,0,0,
METPO:1000688,coccobacillus shaped,http://purl.obolibrary.org/obo/MICRO_0000366,micro,0.441414,0,4,0,
METPO:1000689,disc shaped,http://purl.obolibrary.org/obo/PATO_0001874,upheno,0.6053740000000001,0,0,0,
METPO:1000690,fusiform shaped,http://purl.obolibrary.org/obo/PATO_0002400,upheno,0.11922299999999997,0,0,0,
METPO:1000691,irregular shaped,http://purl.obolibrary.org/obo/PATO_0005020,upheno,0.09765599999999997,0,0,0,
METPO:1000692,spindle shaped,http://purl.obolibrary.org/obo/PATO_0001409,upheno,0.05003000000000002,0,0,0,
METPO:1000693,spirochete shaped,http://purl.obolibrary.org/obo/FOODON_03414586,foodon,0.371194,0,0,0,
METPO:1000694,square shaped,http://purl.obolibrary.org/obo/PATO_0000413,upheno,0.609866,0,0,0,
METPO:1000695,tailed shaped,http://purl.obolibrary.org/obo/MP_0000589,upheno,0.638444,0,0,0,
METPO:1000696,triangular shaped,http://purl.obolibrary.org/obo/MP_0012546,upheno,0.48985599999999996,0,0,0,
METPO:1000697,gram stain,http://purl.obolibrary.org/obo/MICRO_0000203,micro,0.37579799999999997,0,0,0,
METPO:1000698,gram positive,http://purl.obolibrary.org/obo/MICRO_0001372,micro,0.294855,0,0,0,
METPO:1000699,gram negative,http://purl.obolibrary.org/obo/MICRO_0001373,micro,0.36041500000000004,0,3,0,
METPO:1000701,motility,<http://doi.org/10.1601/MotilityObservation>,n4l_merged,0.131706,0,4,0,
METPO:1000702,motile,<http://doi.org/10.1601/Motile>,n4l_merged,0.121425,0,1,0,
METPO:1000703,non motile,<http://doi.org/10.1601/NonMotile>,n4l_merged,0.09253599999999995,0,1,0,
METPO:1000704,flagellated,http://purl.obolibrary.org/obo/CL_0011016,upheno,0.360467,0,0,0,
METPO:1000705,axially filamented,http://purl.obolibrary.org/obo/FLOPO_0021767,flopo,0.40771999999999997,0,0,0,
METPO:1000706,gliding,<http://doi.org/10.1601/Gliding>,n4l_merged,0.136938,0,1,0,
METPO:1000720,facultative psychrophilic,http://purl.obolibrary.org/obo/MICRO_0001417,micro,0.07711400000000002,0,2,0,
METPO:1000721,extreme hyperthermophilic,http://purl.obolibrary.org/obo/MICRO_0001294,micro,0.25295599999999996,0,3,0,
METPO:1000731,nutrient adaptation,http://purl.obolibrary.org/obo/APO_0000096,upheno,0.633228,0,0,0,
METPO:1000800,respiration,<http://doi.org/10.1601/Respiration>,n4l_merged,0.20404699999999998,0,6,0,
METPO:1000801,Aerobic respiration,http://purl.obolibrary.org/obo/GO_0009060,envo,0.15922899999999995,0,0,0,
METPO:1000802,Anaerobic respiration,<http://doi.org/10.1601/AnaerobicRespiration>,n4l_merged,0.0,0,1,0,
METPO:1000803,Oxidative phosphorylation,http://purl.obolibrary.org/obo/GO_0006119,oba,0.2734,0,0,0,
METPO:1000804,Substrate-level phosphorylation,http://purl.obolibrary.org/obo/GO_0006468,oba,0.615621,0,0,0,
METPO:1000805,Electron transfer,<http://doi.org/10.1601/media/ExogenousElectronAcceptor>,n4l_merged,0.689649,0,7,0,
METPO:1000844,Methanogenesis,http://purl.obolibrary.org/obo/GO_0015948,envo,0.16626700000000005,0,0,0,
METPO:1000845,Acetogenesis,http://purl.obolibrary.org/obo/CHEBI_13705,go,0.582716,0,0,0,
METPO:1000846,Homoacetogenesis,http://purl.obolibrary.org/obo/CHEBI_13705,go,0.6506080000000001,0,0,0,
METPO:1000870,sporulation,http://purl.obolibrary.org/obo/APO_0000041,upheno,1.999999999946489e-06,0,0,0,
METPO:1000871,spore forming,http://purl.obolibrary.org/obo/GO_0009847,oba,0.375166,0,0,0,
METPO:1000872,non-spore forming,http://purl.obolibrary.org/obo/FYPO_0000943,upheno,0.47746900000000003,0,0,0,
METPO:1000881,cell length,<http://purl.obolibrary.org/obo/OMP_0000322>,omp,0.370298,0,0,0,
METPO:1000882,cell width,http://purl.obolibrary.org/obo/MICRO_0001179,micro,0.33902699999999997,0,0,0,
METPO:1000883,cell length very small,<http://purl.obolibrary.org/obo/OMP_0000322>,omp,0.676931,0,0,0,
METPO:1000884,cell length small,<http://purl.obolibrary.org/obo/OMP_0000322>,omp,0.6012500000000001,0,0,0,
METPO:1000885,cell length medium,<http://purl.obolibrary.org/obo/OMP_0000322>,omp,0.629989,0,0,0,
METPO:1000886,cell length large,<http://purl.obolibrary.org/obo/OMP_0000322>,omp,0.5196799999999999,0,0,0,
METPO:1000887,cell width very small,http://purl.obolibrary.org/obo/MICRO_0001179,micro,0.537087,0,0,0,
METPO:1000888,cell width small,http://purl.obolibrary.org/obo/MICRO_0001179,micro,0.47349699999999995,0,0,0,
METPO:1000889,cell width medium,http://purl.obolibrary.org/obo/MICRO_0001179,micro,0.500224,0,0,0,
METPO:1000890,cell width large,http://purl.obolibrary.org/obo/MICRO_0001179,micro,0.45013800000000004,0,0,0,
METPO:1001000,observation,http://purl.obolibrary.org/obo/APO_0000017,upheno,0.530302,0,0,0,
METPO:1001001,optimum temperature observation,http://purl.obolibrary.org/obo/MICRO_0001542,micro,0.7245280000000001,0,3,0,
METPO:1001002,growth temperature observation,<http://doi.org/10.1601/GrowthObservation>,n4l_merged,0.588086,0,4,0,
METPO:1001003,temperature range observation,<http://doi.org/10.1601/TemperatureCondition>,n4l_merged,0.693362,0,2,0,
METPO:1001007,growth NaCl observation,http://purl.obolibrary.org/obo/FYPO_0006717,upheno,0.5977129999999999,0,0,0,
METPO:1001012,growth pH observation,http://purl.obolibrary.org/obo/MICRO_0001104,micro,0.5824400000000001,0,14,0,
METPO:1001013,optimum pH observation,<https://purl.dsmz.de/schema/OptimumPH>,d3o,0.47087199999999996,0,0,0,
METPO:1001015,pH range observation,<http://purl.jp/bio/10/gmo/GMO_000052>,gmo,0.667354,0,0,0,
METPO:1001016,optimum oxygen observation,<http://doi.org/10.1601/OxygenCondition>,n4l_merged,0.6830419999999999,0,2,0,
METPO:1001017,growth oxygen observation,http://purl.obolibrary.org/obo/GO_0003032,upheno,0.660806,0,0,0,
METPO:1001018,oxygen range observation,<http://doi.org/10.1601/OxygenCondition>,n4l_merged,0.6419250000000001,0,2,0,
METPO:1001019,oxygen delta observation,<http://doi.org/10.1601/OxygenCondition>,n4l_merged,0.735541,0,2,0,
METPO:1001020,oxygen observation,<http://doi.org/10.1601/OxygenCondition>,n4l_merged,0.588699,0,2,0,
METPO:1001021,temperature observation,<http://doi.org/10.1601/TemperatureCondition>,n4l_merged,0.618186,0,2,0,
METPO:1001023,pH observation,<http://purl.jp/bio/10/gmo/GMO_000052>,gmo,0.607074,0,0,0,
METPO:1002005,Fermentation,<http://doi.org/10.1601/Fermentation>,n4l_merged,0.0,0,6,0,
METPO:1003000,pH growth preference,<https://purl.dsmz.de/schema/GrowthPH>,d3o,0.43311999999999995,0,0,0,
METPO:1003001,neutrophilic,http://purl.obolibrary.org/obo/MICRO_0001546,micro,1.999999999946489e-06,0,4,0,
METPO:1003002,alkaphilic,http://purl.obolibrary.org/obo/MICRO_0001547,micro,0.604054,0,4,0,
METPO:1003003,acidophilic,http://purl.obolibrary.org/obo/CL_0017502,oba,0.36297999999999997,0,0,0,
METPO:1003004,obligately alkaphilic,http://purl.obolibrary.org/obo/MICRO_0001565,micro,0.210125,0,0,0,
METPO:1003005,facultatively alkaphilic,http://purl.obolibrary.org/obo/MICRO_0001558,micro,0.414164,0,2,0,
METPO:1003006,obligately acidophilic,http://purl.obolibrary.org/obo/MICRO_0001566,micro,1.0000000000287557e-06,0,0,0,
METPO:1003007,facultatively acidophilic,http://purl.obolibrary.org/obo/MICRO_0001557,micro,0.216634,0,2,0,
METPO:1003008,acidotolerant,http://purl.obolibrary.org/obo/MICRO_0001555,micro,1.999999999946489e-06,0,2,0,
METPO:1003009,alkalotolerant,http://purl.obolibrary.org/obo/MICRO_0001556,micro,0.10034799999999999,0,2,0,
METPO:1003021,pigmentation,http://purl.obolibrary.org/obo/GO_0043473,oba,1.999999999946489e-06,0,0,0,
METPO:1003022,black pigmented,http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518,micro,0.513727,0,0,0,
METPO:1003023,brown pigmented,http://purl.obolibrary.org/obo/GO_0048094,upheno,0.48904000000000003,0,0,0,
METPO:1003024,cream pigmented,http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518,micro,0.37663500000000005,0,0,0,
METPO:1003025,green pigmented,http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518,micro,0.452013,0,0,0,
METPO:1003026,orange pigmented,http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518,micro,0.422335,0,0,0,
METPO:1003027,pink pigmented,http://purl.obolibrary.org/obo/PATO_0002248,upheno,0.44735499999999995,0,0,0,
METPO:1003028,red pigmented,http://purl.obolibrary.org/obo/PATO_0002248,upheno,0.44304,0,0,0,
METPO:1003029,white pigmented,http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518,micro,0.46967000000000003,0,0,0,
METPO:1003030,yellow pigmented,http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518,micro,0.42921200000000004,0,0,0,
METPO:1003031,carotenoid pigmentation,http://purl.obolibrary.org/obo/CHEBI_23044,envo,0.34939299999999995,0,0,0,
