metpo_id	metpo_label	source	match_label	match_iri	match_ontology	match_definition	levenshtein_distance	similarity_ratio
METPO:1000678	oval shaped	OLS	abnormally localised oval window	http://purl.obolibrary.org/obo/XPO_0127779	xpo	An abnormally localised oval window.	25	0.32558139534883723
METPO:1000678	oval shaped	OLS	oval window morphology phenotype	http://purl.obolibrary.org/obo/UPHENO_0086774	upheno	Any unspecified morphological anomaly of part of the oval window, such as, for example, changed shape or colour.	24	0.37209302325581395
METPO:1000678	oval shaped	OLS	oval cell antigen, human	http://id.nlm.nih.gov/mesh/C091527	mesh		17	0.4
METPO:1000678	oval shaped	OLS	Nonobliterative otosclerosis involving oval window	http://snomed.info/id/62856000	snomed		44	0.19672131147540983
METPO:1000678	oval shaped	OLS	Obliterative otosclerosis involving oval window	http://snomed.info/id/55664001	snomed		41	0.2068965517241379
METPO:1000678	oval shaped	OLS	Neoplastic Epithelial Small Oval Cell	http://purl.obolibrary.org/obo/NCIT_C60998	ncit		30	0.29166666666666663
METPO:1000678	oval shaped	OLS	Malignant Epithelial Small Oval Cell	http://purl.obolibrary.org/obo/NCIT_C60999	ncit		30	0.25531914893617025
METPO:1000678	oval shaped	OLS	Valve of the Oval Foramen	http://purl.obolibrary.org/obo/NCIT_C34326	ncit	A small flap of tissue, which is a remnant of the septum primum, that covers the foramen ovale in the developing fetus.	18	0.38888888888888884
METPO:1000678	oval shaped	OLS	Primitive Round to Oval Cell	http://purl.obolibrary.org/obo/NCIT_C53980	ncit		24	0.3076923076923077
METPO:1000678	oval shaped	OLS	hepatic oval stem cell morphology	http://purl.obolibrary.org/obo/OBA_0004976	oba	The morphology of a hepatic oval stem cell.	26	0.31818181818181823
METPO:1000678	oval shaped	OLS	hepatic oval stem cell amount	http://purl.obolibrary.org/obo/OBA_0004977	oba	The amount of a hepatic oval stem cell.	22	0.35
METPO:1000678	oval shaped	OLS	hepatic oval stem cell functionality	http://purl.obolibrary.org/obo/OBA_0004978	oba	The functionality of a hepatic oval stem cell.	29	0.2978723404255319
METPO:1000678	oval shaped	OLS	abnormal development of oval window	http://purl.obolibrary.org/obo/XPO_0132400	xpo	An abnormal development of the oval window.	28	0.30434782608695654
METPO:1000678	oval shaped	OLS	absent hepatic oval stem cell	http://purl.obolibrary.org/obo/UPHENO_0086238	upheno	Absence of hepatic oval stem cell.	22	0.35
METPO:1000678	oval shaped	OLS	oval nucleus of stria terminalis	http://purl.obolibrary.org/obo/UBERON_0011176	uberon	A component of the nuclei of stria terminalis defined on the basis of topology, connectivity and multiple stains in the rat. It is one of nine components of the anterior nuclei of stria terminalis in the Functional CNS Model - Rat (Swanson-2004).	24	0.37209302325581395
METPO:1000678	oval shaped	OLS	oval cell marker OV-6	http://id.nlm.nih.gov/mesh/C115011	mesh		14	0.4375
METPO:1000678	oval shaped	OLS	Macroovalocyte	http://purl.obolibrary.org/obo/NCIT_C206313	ncit	An enlarged, oval-shaped erythrocyte, most often seen in megaloblastic anemia.	11	0.4
METPO:1000678	oval shaped	OLS	heart shaped	http://purl.obolibrary.org/obo/PATO_0000948	pato	A concave 3-D shape quality inhering in a bearer by virtue of the bearer's having a sinus or rounded lobe at the base.	4	0.6956521739130435
METPO:1000678	oval shaped	OLS	T-shaped	http://purl.obolibrary.org/obo/PATO_0001200	pato	A concave 3-D shape quality inhering in a bearer by virtue of the bearer's being shaped in the form of the letter T.	5	0.631578947368421
METPO:1000678	oval shaped	OLS	Y-shaped	http://purl.obolibrary.org/obo/PATO_0001201	pato	A concave 3-D shape quality inhering in a bearer by virtue of the bearer's being shaped in the form of the letter Y.	5	0.631578947368421
METPO:1000678	oval shaped	OLS	spindle-shaped	http://purl.obolibrary.org/obo/PATO_0001409	pato	A shape quality inhering in a bearer by virtue of the bearer's resembling a long tapered rod.	7	0.56
METPO:1000678	oval shaped	OLS	crescent-shaped	http://purl.obolibrary.org/obo/PATO_0001870	pato	A shape quality inhering in a circular disk by virtue of the bearer's having a segment of another circle removed from its edge, so that what remains is a shape enclosed by two circular arcs of different diameters which intersect at two points (usually in such a manner that the enclosed shape does not include the center of the original circle).	9	0.46153846153846156
METPO:1000678	oval shaped	OLS	dumbbell-shaped	http://purl.obolibrary.org/obo/PATO_0001876	pato	A concave 3-D shape quality inhering in a bearer by virtue of the bearer's having two parts, roughly spherical and of equal size, connected by a bar.	8	0.5384615384615384
METPO:1000678	oval shaped	OLS	U-shaped	http://purl.obolibrary.org/obo/PATO_0001879	pato	A concave 3-D shape quality inhering in a bearer by virtue of the bearer's being shaped in the form of the letter U.	5	0.631578947368421
METPO:1000678	oval shaped	OLS	arrow-shaped	http://purl.obolibrary.org/obo/PATO_0001881	pato	A shape quality inhering in a bearer by virtue of the bearer's forming two equal obtuse triangles with a short side in common.	6	0.6086956521739131
METPO:1000678	oval shaped	OLS	star shaped	http://purl.obolibrary.org/obo/PATO_0002065	pato	A shape quality inhering in a bearer by virtue of the bearer's being arranged like rays or radii; radiating from a common center.	3	0.7272727272727273
METPO:1000678	oval shaped	OLS	bullet-shaped	http://purl.obolibrary.org/obo/PATO_0002087	pato	A quality inhering in a bearer by virtue of the bearer's being short and wide and tapered distally.	6	0.5833333333333333
METPO:1000678	oval shaped	OLS	spoon-shaped	http://purl.obolibrary.org/obo/PATO_0002208	pato	A concave 3-D shape quality inhering in a bearer by virtue of the bearer's being shaped in the form of a spoon.	6	0.6086956521739131
METPO:1000678	oval shaped	OLS	fan-shaped	http://purl.obolibrary.org/obo/PATO_0002219	pato	A quality inhering in a bearer that is shaped in the form of a fan.	4	0.6666666666666667
METPO:1000678	oval shaped	OLS	V-shaped	http://purl.obolibrary.org/obo/PATO_0002224	pato	An angular shape quality inhering in a bearer by virtue of the bearer's having a single angle in its length giving the bearer the form of the letter V.	4	0.736842105263158
METPO:1000678	oval shaped	OLS	L-shaped	http://purl.obolibrary.org/obo/PATO_0002225	pato	An angular shape quality inhering in a bearer by virtue of the bearer's having a single angle in its length giving the bearer the form of the letter L.	4	0.736842105263158
METPO:1000678	oval shaped	OLS	cup-shaped	http://purl.obolibrary.org/obo/PATO_0002227	pato	A concave 3-D shape quality inhering in a bearer by virtue of the bearer's shape form resembling the shape of a cup.	5	0.5714285714285714
METPO:1000678	oval shaped	OLS	hourglass-shaped	http://purl.obolibrary.org/obo/PATO_0002239	pato	A concave 3-D shape that inheres in the bearer by virtue of the bearer's nearly) symmetric shape wide at its ends and narrow in the middle, resembling the figure of number 8.	8	0.5925925925925926
METPO:1000678	oval shaped	OLS	teardrop-shaped	http://purl.obolibrary.org/obo/PATO_0002240	pato	A convex 3-D shape quality inhering in a bearer by virtue of the bearer's shape resembling falling drop.	8	0.5384615384615384
METPO:1000678	oval shaped	OLS	fiber shaped	http://purl.obolibrary.org/obo/PATO_0002309	pato	A convex 3-D shape quality inhering in a bearer by virtue of the bearer's exhibiting a by virtue of the bearer's exhibiting a consistently sized and approximately round cross-section along its length, which is many times larger than its diameter.	5	0.6086956521739131
METPO:1000678	oval shaped	OLS	diamond shaped	http://purl.obolibrary.org/obo/PATO_0002320	pato	A superelliptic shape inhering in a bearer by virtue of the bearer's shape resembling a diamond.	6	0.64
METPO:1000678	oval shaped	OLS	lemon-shaped	http://purl.obolibrary.org/obo/PATO_0002345	pato	A convex 3-D shape quality inhering in a bearer by virtue of the bearer's having a quadric surface in three dimensions obtained by rotating less than half of a circular arc about an axis passing through the endpoints of the arc	6	0.6086956521739131
METPO:1000678	oval shaped	OLS	snowman-shaped	http://purl.obolibrary.org/obo/PATO_0002346	pato	A concave 3-D shape quality inhering in a bearer by virtue of the bearer's having two connected parts, roughly spherical, of different sizes.	6	0.64
METPO:1000678	oval shaped	OLS	D-shaped	http://purl.obolibrary.org/obo/PATO_0002357	pato	A shape quality inhering in a bearer by virtue of the bearer's having a strait side and an arched side giving the bearer the form of the letter D.	5	0.631578947368421
METPO:1000678	oval shaped	BioPortal	oval shaped	https://w3id.org/metpo/1000678	METPO		0	1.0
METPO:1000678	oval shaped	BioPortal	Oval shaped lesion	http://purl.bioontology.org/ontology/SNOMEDCT/129734009	SNOMEDCT		7	0.7586206896551724
METPO:1000678	oval shaped	BioPortal	Long, oval-shaped face	http://purl.bioontology.org/ontology/OMIM/MTHU041054	OMIM		12	0.6060606060606061
METPO:1000678	oval shaped	BioPortal	Horizontal oval-shaped fovea	http://purl.bioontology.org/ontology/OMIM/MTHU069091	OMIM		18	0.5128205128205128
METPO:1000678	oval shaped	BioPortal	Flat oval-shaped vertebral bodies	http://purl.bioontology.org/ontology/OMIM/MTHU001797	OMIM		23	0.4545454545454546
METPO:1000678	oval shaped	BioPortal	Oval or triangular-shaped tibia	http://purl.bioontology.org/ontology/OMIM/MTHU022361	OMIM		20	0.5238095238095238
METPO:1000678	oval shaped	BioPortal	flat oval-shaped vertebral bodies	http://purl.org/obo/owl/HP#HP_0004559	BDO		23	0.4545454545454546
METPO:1000678	oval shaped	BioPortal	Oval-shaped hypofluorescence with hyperfluorescent macula	http://purl.bioontology.org/ontology/OMIM/MTHU056141	OMIM		47	0.2941176470588235
METPO:1000678	oval shaped	BioPortal	Oval	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48345	NCIT	The shape of either an oval or an ellipse.  See also TEAR.	7	0.5333333333333333
METPO:1000678	oval shaped	BioPortal	Oval	http://ccdb.ucsd.edu/SAO/1.2#sao1595237779	SAO		7	0.5333333333333333
METPO:1000678	oval shaped	BioPortal	Oval	http://purl.obolibrary.org/obo/COMO_0000458	COMO	Oval.	7	0.5333333333333333
METPO:1000678	oval shaped	BioPortal	Oval	http://uri.neuinfo.org/nif/nifstd/sao1595237779	NIFSTD	Generally rounded shape, where the minimum and maximum dimensions produce a roughly egg-shape.	7	0.5333333333333333
METPO:1000678	oval shaped	BioPortal	oval	http://www.radlex.org/RID/RID5800	RADLEX	[PI-RADS]:  The shape of either an oval or an ellipse.  [BI-RADS 5]:  Elliptical or egg-shaped (may include two or three undulations; i.e. gently lobulated or macrolobulated).	7	0.5333333333333333
METPO:1000678	oval shaped	BioPortal	Oval macrocyte	http://purl.bioontology.org/ontology/SNOMEDCT/117170009	SNOMEDCT		9	0.56
METPO:1000678	oval shaped	BioPortal	Oval pupil	http://purl.bioontology.org/ontology/MEDDRA/10085734	MEDDRA		5	0.5714285714285714
METPO:1000678	oval shaped	BioPortal	Oval macrocytes	http://purl.bioontology.org/ontology/LNC/LP14572-9	LOINC		9	0.5384615384615384
METPO:1000678	oval shaped	BioPortal	Oval shape	http://purl.bioontology.org/ontology/LNC/LA32411-3	LOINC		1	0.9523809523809523
METPO:1000678	oval shaped	BioPortal	Oval window	http://purl.bioontology.org/ontology/RCD/Xa1C8	RCD		6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	Oval face	http://purl.bioontology.org/ontology/OMIM/MTHU009275	OMIM		4	0.7
METPO:1000678	oval shaped	BioPortal	Oval macrocytes	http://purl.bioontology.org/ontology/OMIM/MTHU042606	OMIM		9	0.5384615384615384
METPO:1000678	oval shaped	BioPortal	Oval window	http://purl.org/sig/ont/fma/fma56913	FMA		6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	Oval-Window	http://www.projecthalo.com/aura#Oval-Window	AURA		7	0.4545454545454546
METPO:1000678	oval shaped	BioPortal	oval window	http://purl.obolibrary.org/obo/UBERON_0002501	UBERON	The oval opening on the medial wall of the tympanic cavity leading into the vestibule, close to the foot of the stapes.	6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	Oval face	http://purl.obolibrary.org/obo/HP_0000300	HP	A face with a rounded and slightly elongated outline.	4	0.7
METPO:1000678	oval shaped	BioPortal	Oval macrocytosis	http://purl.obolibrary.org/obo/HP_0032566	HP	Enlarged, oval-shaped erythrocytes (red blood cells).	12	0.4285714285714286
METPO:1000678	oval shaped	BioPortal	Oval pupil	http://purl.obolibrary.org/obo/HP_0025310	HP	An abnormal pupil shape that is elliptical, i.e., egg-like.	5	0.5714285714285714
METPO:1000678	oval shaped	BioPortal	oval window	http://sbmi.uth.tmc.edu/ontology/ochv#9116	OCHV		6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	oval window	http://sbmi.uth.tmc.edu/ontology/ochv#C0029922	OCHV		6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	oval cell	http://sbmi.uth.tmc.edu/ontology/ochv#51590	OCHV		6	0.6
METPO:1000678	oval shaped	BioPortal	oval cell	http://sbmi.uth.tmc.edu/ontology/ochv#C0872357	OCHV		6	0.6
METPO:1000678	oval shaped	BioPortal	Oval Syke	http://purl.obolibrary.org/obo/GAZ_00482914	GAZ	A river.	4	0.7
METPO:1000678	oval shaped	BioPortal	Oval Spring	http://purl.obolibrary.org/obo/GAZ_00293115	GAZ	A geothermal feature.	5	0.6363636363636364
METPO:1000678	oval shaped	BioPortal	The Oval	http://purl.obolibrary.org/obo/GAZ_00453307	GAZ	A sports ground.	9	0.42105263157894735
METPO:1000678	oval shaped	BioPortal	Oval Park	http://purl.obolibrary.org/obo/GAZ_00158158	GAZ	A county park.	5	0.6
METPO:1000678	oval shaped	BioPortal	Oval Crater	http://purl.obolibrary.org/obo/GAZ_00168159	GAZ	A crater.	4	0.6363636363636364
METPO:1000678	oval shaped	BioPortal	Oval island	http://purl.obolibrary.org/obo/GAZ_00048960	GAZ		4	0.7272727272727273
METPO:1000678	oval shaped	BioPortal	oval window	http://purl.obolibrary.org/obo/XAO_0005146	XAO	Entrance to the inner ear in the lateral wall of the otic capsule, which contains the footplate of the stapes.	6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	oval nucleus	http://purl.obolibrary.org/obo/MA_0000929	MA		6	0.5217391304347826
METPO:1000678	oval shaped	BioPortal	oval window	http://purl.obolibrary.org/obo/MA_0002813	MA		6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	oval nucleus	http://purl.obolibrary.org/obo/EMAPA_37667	EMAPA		6	0.5217391304347826
METPO:1000678	oval shaped	BioPortal	Irregular Oval	http://purl.obolibrary.org/obo/COMO_0000459	COMO	Irregular Oval.	13	0.31999999999999995
METPO:1000678	oval shaped	BioPortal	Oval shape	http://purl.jp/bio/10/mpo#MPO_01012	MPO		1	0.9523809523809523
METPO:1000678	oval shaped	BioPortal	Oval macrocytosis	http://purl.obolibrary.org/obo/HP_0032566	UPHENO	Enlarged, oval-shaped erythrocytes (red blood cells).	12	0.4285714285714286
METPO:1000678	oval shaped	BioPortal	Oval face	http://purl.obolibrary.org/obo/HP_0000300	UPHENO	A face with a rounded and slightly elongated outline.	4	0.7
METPO:1000678	oval shaped	BioPortal	oval window	http://purl.obolibrary.org/obo/UBERON_0002501	UPHENO	The oval opening on the medial wall of the tympanic cavity leading into the vestibule, close to the foot of the stapes.	6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	Oval pupil	http://purl.obolibrary.org/obo/HP_0025310	UPHENO	An abnormal pupil shape that is elliptical, i.e., egg-like.	5	0.5714285714285714
METPO:1000678	oval shaped	BioPortal	oval window	http://purl.obolibrary.org/obo/UBERON_0002501	NIFSTD	The oval opening on the medial wall of the tympanic cavity leading into the vestibule, close to the foot of the stapes.	6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	oval window	http://purl.obolibrary.org/obo/UBERON_0002501	OBA		6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	Oval window	http://purl.org/obo/owlapi/fma#FMA_56913	BIOMODELS		6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	OVAL (chicken)	http://purl.obolibrary.org/obo/CGNC_49631	PR	A protein coding gene OVAL in chicken.	7	0.56
METPO:1000678	oval shaped	BioPortal	oval mass	http://www.radlex.org/RID/RID29223	RADLEX	BI-RADS: Mammo and MRI:  Eliptical or egg-shaped (may include two or three undulations).  US:  Eliptical or egg-shaped (may include two or three undulations, i.e. gently lobulated or microlobulated)).	5	0.6
METPO:1000678	oval shaped	BioPortal	oval window	http://www.radlex.org/RID/RID10122	RADLEX	Fenestra of the vestibule; an oval opening in the medial wall of the middle ear leading into the vestibule. Normally it is covered by the base of the stapes. [MeSH]	6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	oval window	http://purl.obolibrary.org/obo/XAO_0005146	XPO	Entrance to the inner ear in the lateral wall of the otic capsule, which contains the footplate of the stapes.	6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	Oval Face	http://www.phoc.org.cn/pmo/class/PMO_00001400	PMAPP-PMO	A face with a rounded and slightly elongated outline.	4	0.7
METPO:1000678	oval shaped	BioPortal	Oval Pupil	http://www.phoc.org.cn/pmo/class/PMO_00006938	PMAPP-PMO	An abnormal pupil shape that is elliptical, i.e., egg-like.	5	0.5714285714285714
METPO:1000678	oval shaped	BioPortal	oval window	http://purl.obolibrary.org/obo/UBERON_0002501	FNS-H	the oval opening on the medial wall of the tympanic cavity leading into the vestibule, close to the foot of the stapes	6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	Oval translucency	http://purl.org/skeletome/bonedysplasia#QC_0000001	BDO	Oval-shaped area of translucency	10	0.5
METPO:1000678	oval shaped	BioPortal	Oval face	http://purl.org/obo/owl/HP#HP_0000300	BDO		4	0.7
METPO:1000678	oval shaped	BioPortal	Oval Window, Ear	http://purl.bioontology.org/ontology/MESH/D010046	MESH	Fenestra or oval opening on the lateral wall of the vestibular labyrinth adjacent to the MIDDLE EAR. It is located above the cochlear round window and normally covered by the base of the STAPES.	10	0.4444444444444444
METPO:1000678	oval shaped	BioPortal	Oval fat body	http://purl.bioontology.org/ontology/SNOMEDCT/726574005	SNOMEDCT		7	0.5833333333333333
METPO:1000678	oval shaped	BioPortal	Oval window fistula	http://purl.bioontology.org/ontology/SNOMEDCT/66306003	SNOMEDCT		14	0.4666666666666667
METPO:1000678	oval shaped	BioPortal	Oval window fistula	http://purl.bioontology.org/ontology/MEDDRA/10033115	MEDDRA		14	0.4666666666666667
METPO:1000678	oval shaped	BioPortal	Tegasorb10cmx12cm oval dressing	http://purl.bioontology.org/ontology/RCD/p1mp.	RCD		26	0.2857142857142857
METPO:1000678	oval shaped	BioPortal	Oval Subthalamic Nucleus	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C52725	NCIT	An oval shaped cell group located in the subthalamus of the diencephalon, located between the medial part of the cerebral peduncle and the thalamus, and considered part of the functional basal ganglia.	15	0.5142857142857142
METPO:1000678	oval shaped	BioPortal	Oval window fistula	http://purl.bioontology.org/ontology/ICD9CM/386.42	ICD9CM		14	0.4666666666666667
METPO:1000678	oval shaped	BioPortal	Oval Window, Ear	http://phenomebrowser.net/ontologies/mesh/mesh.owl#D010046	RH-MESH		10	0.4444444444444444
METPO:1000678	oval shaped	BioPortal	Oval Window, Ear	http://phenomebrowser.net/ontologies/mesh/mesh.owl#A09.246.631.909.551	RH-MESH		10	0.4444444444444444
METPO:1000678	oval shaped	BioPortal	oval macrocyte (cell)	http://sbmi.uth.tmc.edu/ontology/ochv#37252	OCHV		15	0.4375
METPO:1000678	oval shaped	BioPortal	oval macrocyte (cell)	http://sbmi.uth.tmc.edu/ontology/ochv#C0487179	OCHV		15	0.4375
METPO:1000678	oval shaped	BioPortal	oval kumquat plant	http://purl.obolibrary.org/obo/FOODON_03412774	FOODON		11	0.48275862068965514
METPO:1000678	oval shaped	BioPortal	Oval Window, Ear	http://purl.obolibrary.org/obo/OMIT_0011052	OMIT		10	0.4444444444444444
METPO:1000678	oval shaped	BioPortal	hepatic oval cell	http://purl.obolibrary.org/obo/BTO_0006561	BTO	Hepatic oval cells are a small subpopulation of cells found in the liver when hepatocyte proliferation is inhibited and followed by some type of hepatic injury. These cells are believed to be bipotential, i.e., able to differentiate into hepatocytes or bile ductular cells.	13	0.4285714285714286
METPO:1000678	oval shaped	BioPortal	abnormal oval window	http://purl.obolibrary.org/obo/XPO_0100235	XPO	Abnormality of oval window.	14	0.3870967741935484
METPO:1000678	oval shaped	BioPortal	absent oval window	http://purl.obolibrary.org/obo/XPO_0126118	XPO	Absence of oval window.	13	0.4137931034482759
METPO:1000678	oval shaped	BioPortal	foramen oval perméable	http://www.limics.fr/ontologies/ontolurgences#ForamenOvalPermeable	ONTOLURGENCES		16	0.4242424242424242
METPO:1000481	NaCl delta mid2	OLS	MID2	http://purl.obolibrary.org/obo/OGG_3000011043	ogg	midline 2	11	0.42105263157894735
METPO:1000481	NaCl delta mid2	OLS	MID2	http://purl.obolibrary.org/obo/OMIT_0038808	omit	midline 2	11	0.42105263157894735
METPO:1000481	NaCl delta mid2	OLS	MID2	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/7096	hgnc	midline 2	11	0.42105263157894735
METPO:1000481	NaCl delta mid2	OLS	NaCl supplemented medium	http://purl.obolibrary.org/obo/ARO_3004427	aro	Growth medium supplemented with 2% (wt/vol) sodium chloride for testing susceptibility of Staphylococcus aureus to methicillin, oxacillin and nafcillin.	14	0.5128205128205128
METPO:1000481	NaCl delta mid2	OLS	Oxalis sp. mid2	http://purl.obolibrary.org/obo/NCBITaxon_2705435	ncbitaxon		9	0.5333333333333333
METPO:1000481	NaCl delta mid2	OLS	MID2 protein, human	http://id.nlm.nih.gov/mesh/C121118	mesh		16	0.23529411764705888
METPO:1000481	NaCl delta mid2	OLS	Oceanobacillus sp. NaCl-1	http://purl.obolibrary.org/obo/NCBITaxon_477837	ncbitaxon		20	0.30000000000000004
METPO:1000481	NaCl delta mid2	OLS	Staphylococcus sp. NaCl-3	http://purl.obolibrary.org/obo/NCBITaxon_460874	ncbitaxon		22	0.19999999999999996
