metpo_id,metpo_label,match_iri,match_ontology,match_distance,metpo_sibling_count,external_sibling_count,coherent_sibling_count,coherence_score
METPO:1000470,NaCl range mid1,http://purl.obolibrary.org/obo/MCO_0000242,mco,0.8302350044250488,3,1,1,0.3333333333333333
METPO:1000471,NaCl range mid2,http://purl.obolibrary.org/obo/MCO_0000770,mco,0.8245406150817871,3,12,2,0.6666666666666666
METPO:1000472,NaCl range high,http://purl.obolibrary.org/obo/MCO_0000769,mco,0.8814780712127686,3,12,2,0.6666666666666666
METPO:1000473,pH delta very low,http://purl.obolibrary.org/obo/MCO_0000720,mco,0.7788745164871216,5,8,0,0.0
METPO:1000474,pH delta low,http://purl.obolibrary.org/obo/GO_0045851,oba,0.7382081747055054,5,2,0,0.0
METPO:1000475,pH delta mid1,http://purl.obolibrary.org/obo/PR_000006521,oba,0.9430928826332092,5,21478,0,0.0
METPO:1000476,pH delta mid2,http://purl.obolibrary.org/obo/OBA_0000121,oba,0.8743730783462524,5,0,0,0.0
METPO:1000477,pH delta mid3,http://purl.obolibrary.org/obo/CL_0000963,oba,1.017317771911621,5,6,0,0.0
METPO:1000478,pH delta high,http://purl.obolibrary.org/obo/ARO_3006515,aro,1.2254297733306885,5,638,0,0.0
METPO:1000479,NaCl delta low,http://purl.obolibrary.org/obo/CHEBI_26710,envo,0.8983185887336731,3,91,0,0.0
METPO:1000480,NaCl delta mid1,http://purl.obolibrary.org/obo/MCO_0000768,mco,0.9474270343780518,3,12,2,0.6666666666666666
METPO:1000481,NaCl delta mid2,http://purl.obolibrary.org/obo/ARO_3006928,aro,1.1893844604492188,3,5,0,0.0
METPO:1000482,NaCl delta high,http://purl.obolibrary.org/obo/CHEBI_26710,envo,0.8699354529380798,3,91,0,0.0
METPO:1000483,temperature delta very low,http://purl.obolibrary.org/obo/HP_0005968,upheno,0.8703820109367371,4,6,0,0.0
METPO:1000484,temperature delta low,http://purl.obolibrary.org/obo/GO_0001659,upheno,0.9035925269126892,4,6,0,0.0
METPO:1000485,temperature delta mid1,http://purl.obolibrary.org/obo/GO_0001659,oba,1.007244110107422,4,6,0,0.0
METPO:1000486,temperature delta mid2,http://purl.obolibrary.org/obo/PATO_0000146,oba,0.9868966341018676,4,46,0,0.0
METPO:1000487,temperature delta high,http://purl.obolibrary.org/obo/GO_0001659,oba,0.8200709819793701,4,6,0,0.0
METPO:1000525,microbe,http://purl.obolibrary.org/obo/UPHENO_0085054,upheno,1.1639031171798706,9,0,0,0.0
METPO:1000526,chemical entity,https://w3id.org/biolink/vocab/ChemicalEntity,biolink,0.2719300985336303,9,15,0,0.0
METPO:1000531,pH phenotype with numerical limits,https://w3id.org/biolink/vocab/has_phenotype,biolink,0.7638955116271973,0,0,0,
METPO:1000532,salinity phenotype with numerical limits,http://purl.obolibrary.org/obo/UPHENO_0050426,upheno,0.7255809903144836,0,6,0,
METPO:1000533,temperature phenotype with numerical limits,http://purl.obolibrary.org/obo/OMP_0005002,omp,0.7952626347541809,0,5,0,
METPO:1000534,delta phenotype with numerical limits,http://purl.obolibrary.org/obo/FLOPO_0000265,flopo,0.7972253561019897,0,256,0,
METPO:1000535,growth range phenotype with numerical limits,http://purl.obolibrary.org/obo/FLOPO_0000759,flopo,0.7937474846839905,0,256,0,
METPO:1000536,optimum phenotype with numerical limits,http://purl.obolibrary.org/obo/FYPO_0000257,upheno,0.8083135485649109,0,6,0,
METPO:1000601,oxygen preference,http://purl.obolibrary.org/obo/UPHENO_0049673,upheno,0.6158466935157776,0,12,0,
METPO:1000602,aerobic,http://purl.obolibrary.org/obo/WBPhenotype_0000465,upheno,0.6215389966964722,0,3,0,
METPO:1000603,anaerobic,http://purl.obolibrary.org/obo/MICRO_0001526,mco,0.6656118631362915,0,0,0,
METPO:1000604,microaerophilic,http://purl.obolibrary.org/obo/OMP_0000171,omp,0.5325490832328796,0,4,0,
METPO:1000605,facultatively anaerobic,http://purl.obolibrary.org/obo/OMP_0000087,omp,0.5516341328620911,0,4,0,
METPO:1000606,obligately aerobic,http://purl.obolibrary.org/obo/OMP_0000185,omp,0.6410256624221802,0,4,0,
METPO:1000607,obligately anaerobic,http://purl.obolibrary.org/obo/OMP_0000185,omp,0.5789444446563721,0,4,0,
METPO:1000608,facultatively aerobic,http://purl.obolibrary.org/obo/OMP_0000087,omp,0.6128637194633484,0,4,0,
METPO:1000609,aerotolerant,http://purl.obolibrary.org/obo/OMP_0000105,omp,0.6299800276756287,0,4,0,
METPO:1000610,microaerotolerant,http://purl.obolibrary.org/obo/OMP_0000171,omp,0.6225851774215698,0,4,0,
METPO:1000611,strictly anaerobic,http://purl.obolibrary.org/obo/OMP_0000184,omp,0.6134545803070068,0,4,0,
METPO:1000612,facultative oxygen preference,http://purl.obolibrary.org/obo/OMP_0000087,omp,0.6641033887863159,0,4,0,
METPO:1000613,temperature preference,http://purl.obolibrary.org/obo/UPHENO_0049885,upheno,0.6494916677474976,0,12,0,
METPO:1000614,psychrophilic,http://purl.obolibrary.org/obo/OMP_0005007,omp,0.5056899785995483,0,10,0,
METPO:1000615,mesophilic,http://purl.obolibrary.org/obo/OMP_0005005,omp,0.7064379453659058,0,10,0,
METPO:1000616,thermophilic,http://purl.obolibrary.org/obo/WBPhenotype_0000998,upheno,0.3880618512630462,0,3,0,
METPO:1000617,hyperthermophilic,http://purl.obolibrary.org/obo/WBPhenotype_0000998,upheno,0.4950422644615173,0,3,0,
METPO:1000618,psychrotolerant,http://purl.obolibrary.org/obo/OMP_0005007,omp,0.7079914212226868,0,10,0,
METPO:1000619,thermotolerant,http://purl.obolibrary.org/obo/APO_0000093,upheno,0.3486614823341369,0,9,0,
METPO:1000620,halophilic,http://purl.obolibrary.org/obo/ENVO_00002024,envo,0.7085184454917908,0,0,0,
METPO:1000621,haloalkaliphilic,http://purl.obolibrary.org/obo/OMP_0005011,omp,0.7898919582366943,0,6,0,
METPO:1000622,halotolerant,http://purl.obolibrary.org/obo/ENVO_00002024,envo,0.7025576233863831,0,0,0,
METPO:1000623,moderately halophilic,http://purl.obolibrary.org/obo/ENVO_00002024,envo,0.7462617754936218,0,0,0,
METPO:1000624,non halophilic,http://purl.obolibrary.org/obo/WBPhenotype_0001462,upheno,1.1391874551773071,0,7,0,
METPO:1000625,slightly halophilic,http://purl.obolibrary.org/obo/ENVO_00002024,envo,0.7416259050369263,0,0,0,
METPO:1000626,stenohaline,http://purl.obolibrary.org/obo/ENVO_00002024,envo,0.7372342348098755,0,0,0,
METPO:1000627,euryhaline,http://purl.obolibrary.org/obo/ENVO_00002024,envo,0.7923120260238647,0,0,0,
METPO:1000628,extremely halophilic,http://purl.obolibrary.org/obo/WBPhenotype_0001462,upheno,1.119083046913147,0,7,0,
METPO:1000629,halophily preference,http://purl.obolibrary.org/obo/FLOPO_0009095,flopo,0.7890364527702332,0,256,0,
METPO:1000630,biological process,https://w3id.org/biolink/vocab/BiologicalProcess,biolink,1.3396594340520096e-06,0,1,0,
METPO:1000631,trophic type,https://w3id.org/biolink/vocab/has_phenotype,biolink,0.6685426235198975,0,0,0,
METPO:1000632,autotrophic,http://purl.obolibrary.org/obo/APO_0000097,upheno,0.8287140130996704,0,8,0,
METPO:1000633,carboxydotrophic,http://purl.obolibrary.org/obo/OMP_0007012,omp,0.927056074142456,0,5,0,
METPO:1000634,chemoautolithotrophic,http://purl.obolibrary.org/obo/WBPhenotype_0001434,upheno,1.106584072113037,0,2,0,
METPO:1000635,chemoautotrophic,http://purl.obolibrary.org/obo/OMP_0007111,omp,0.6764254570007324,0,1,0,
METPO:1000636,chemoheterotrophic,http://purl.obolibrary.org/obo/OMP_0007110,omp,0.7588966488838196,0,1,0,
METPO:1000637,chemolithoautotrophic,http://purl.obolibrary.org/obo/OMP_0007110,omp,0.6429508924484253,0,1,0,
METPO:1000638,chemolithoheterotrophic,http://purl.obolibrary.org/obo/OMP_0007110,omp,0.6409133672714233,0,1,0,
METPO:1000639,chemolithotrophic,http://purl.obolibrary.org/obo/OMP_0007110,omp,0.6473124027252197,0,1,0,
METPO:1000640,chemoorganoheterotrophic,http://purl.obolibrary.org/obo/OMP_0007111,omp,0.578498363494873,0,1,0,
METPO:1000641,chemotrophic,http://purl.obolibrary.org/obo/OMP_0007111,omp,0.7042784690856934,0,1,0,
METPO:1000642,copiotrophic,http://purl.obolibrary.org/obo/GO_0007584,oba,0.7365032434463501,0,78,0,
METPO:1000644,heterotrophic,http://purl.obolibrary.org/obo/ECOCORE_00000045,pco,0.7219270467758179,0,21,0,
METPO:1000646,hydrogenotrophic,http://purl.obolibrary.org/obo/ECOCORE_00000045,pco,0.8902527689933777,0,21,0,
METPO:1000647,lithoautotrophic,http://purl.obolibrary.org/obo/APO_0000097,upheno,0.8627001047134399,0,8,0,
METPO:1000648,lithoheterotrophic,http://purl.obolibrary.org/obo/ECOCORE_00000045,pco,0.793792188167572,0,21,0,
METPO:1000649,lithotrophic,http://purl.obolibrary.org/obo/OMP_0007110,omp,0.901086926460266,0,1,0,
METPO:1000650,methanotrophic,http://purl.obolibrary.org/obo/GO_0015948,envo,0.6000961065292358,0,14,0,
METPO:1000651,methylotrophic,http://purl.obolibrary.org/obo/NCBITaxon_407,ohmi,0.7976162433624268,0,7,0,
METPO:1000652,mixotrophic,http://purl.obolibrary.org/obo/OMP_0007851,omp,0.662261962890625,0,4,0,
METPO:1000654,oligotrophic,http://purl.obolibrary.org/obo/ENVO_01000774,envo,0.7650469541549683,0,33,0,
METPO:1000655,organotrophic,http://purl.obolibrary.org/obo/OMP_0007111,omp,0.8677868843078613,0,1,0,
METPO:1000656,photoautotrophic,http://purl.obolibrary.org/obo/OMP_0007064,omp,0.7748118042945862,0,4,0,
METPO:1000657,photoheterotrophic,http://purl.obolibrary.org/obo/OMP_0007064,omp,0.7947033047676086,0,4,0,
METPO:1000658,photolithotrophic,http://purl.obolibrary.org/obo/OMP_0007064,omp,0.7419916391372681,0,4,0,
METPO:1000659,photoorganoheterotrophic,http://purl.obolibrary.org/obo/OMP_0007064,omp,0.8161954879760742,0,4,0,
METPO:1000660,phototrophic,http://purl.obolibrary.org/obo/OMP_0007064,omp,0.6411104202270508,0,4,0,
METPO:1000663,chemoorganotrophic,http://purl.obolibrary.org/obo/UPHENO_0080653,upheno,1.2507213354110718,0,0,0,
METPO:1000664,organoheterotrophic,http://purl.obolibrary.org/obo/ECOCORE_00000045,pco,0.7774540781974792,0,21,0,
METPO:1000665,photolithoautotrophic,http://purl.obolibrary.org/obo/OMP_0007064,omp,0.7354859113693237,0,4,0,
METPO:1000666,cell shape,http://purl.obolibrary.org/obo/APO_0000051,upheno,0.3745338916778564,0,5,0,
METPO:1000667,bacillus shaped,http://purl.obolibrary.org/obo/OMP_0000076,omp,0.6009882688522339,0,1,0,
METPO:1000668,coccus shaped,http://purl.obolibrary.org/obo/OMP_0000075,omp,0.3981055617332458,0,0,0,
METPO:1000669,crescent shaped,http://purl.obolibrary.org/obo/FYPO_0000020,upheno,0.6391770839691162,0,15,0,
METPO:1000670,curved shaped,http://purl.obolibrary.org/obo/FYPO_0000016,upheno,0.5624967217445374,0,12,0,
METPO:1000671,diplococcus shaped,http://purl.obolibrary.org/obo/OMP_0000117,omp,0.5698995590209961,0,9,0,
METPO:1000672,dumbbell shaped,http://purl.obolibrary.org/obo/PATO_0001876,upheno,0.3907436430454254,0,21,0,
METPO:1000673,ellipsoidal,http://purl.obolibrary.org/obo/PATO_0000947,upheno,0.6291559338569641,0,5,0,
METPO:1000674,filament shaped,http://purl.obolibrary.org/obo/FLOPO_0001649,flopo,0.35708749294281,0,0,0,
METPO:1000675,flask shaped,http://purl.obolibrary.org/obo/FYPO_0001126,upheno,0.7205188274383545,0,5,0,
METPO:1000676,helical shaped,http://purl.obolibrary.org/obo/FYPO_0001126,upheno,0.6123135685920715,0,5,0,
METPO:1000677,ovoid shaped,http://purl.obolibrary.org/obo/FYPO_0001125,upheno,0.6778101325035095,0,36,0,
METPO:1000678,oval shaped,http://purl.obolibrary.org/obo/FYPO_0001126,upheno,0.5472928285598755,0,5,0,
METPO:1000679,pleomorphic shaped,http://purl.obolibrary.org/obo/PATO_0001356,flopo,0.3775099515914917,0,95,0,
METPO:1000680,ring shaped,http://purl.obolibrary.org/obo/FYPO_0003595,upheno,0.6175388097763062,0,12,0,
METPO:1000681,rod shaped,http://purl.obolibrary.org/obo/OMP_0000076,omp,0.6327729821205139,0,1,0,
METPO:1000682,spore shaped,http://purl.obolibrary.org/obo/FLOPO_0009935,flopo,0.3764909207820892,0,0,0,
METPO:1000683,sphere shaped,http://purl.obolibrary.org/obo/FYPO_0001956,upheno,0.4916734099388122,0,4,0,
METPO:1000684,spiral shaped,http://purl.obolibrary.org/obo/OMP_0000124,omp,0.4514655172824859,0,2,0,
METPO:1000685,star shaped,http://purl.obolibrary.org/obo/OMP_0000130,omp,0.4529135227203369,0,11,0,
METPO:1000686,vibrio shaped,http://purl.obolibrary.org/obo/OMP_0000077,omp,0.386844277381897,0,2,0,
METPO:1000687,branched shaped,http://purl.obolibrary.org/obo/FYPO_0001512,upheno,0.376170814037323,0,21,0,
METPO:1000688,coccobacillus shaped,http://purl.obolibrary.org/obo/OMP_0000123,omp,0.3627030849456787,0,11,0,
METPO:1000689,disc shaped,http://purl.obolibrary.org/obo/FYPO_0001126,upheno,0.5502622127532959,0,5,0,
METPO:1000690,fusiform shaped,http://purl.obolibrary.org/obo/PATO_0002400,upheno,0.4931478202342987,0,0,0,
METPO:1000691,irregular shaped,http://purl.obolibrary.org/obo/FYPO_0001126,upheno,0.3613259792327881,0,5,0,
METPO:1000692,spindle shaped,http://purl.obolibrary.org/obo/FYPO_0007230,upheno,0.1822017431259155,0,15,0,
METPO:1000693,spirochete shaped,http://purl.obolibrary.org/obo/OMP_0000125,omp,0.3478226661682129,0,2,0,
METPO:1000694,square shaped,http://purl.obolibrary.org/obo/FYPO_0003595,upheno,0.5532107949256897,0,12,0,
METPO:1000695,tailed shaped,http://purl.obolibrary.org/obo/FYPO_0005566,upheno,0.7026907205581665,0,15,0,
METPO:1000696,triangular shaped,http://purl.obolibrary.org/obo/FLOPO_0008496,flopo,0.618606448173523,0,0,0,
METPO:1000697,gram stain,http://purl.obolibrary.org/obo/OMP_0000191,omp,0.4218033850193023,0,3,0,
METPO:1000698,gram positive,http://purl.obolibrary.org/obo/OMP_0000188,omp,0.6306069493293762,0,2,0,
METPO:1000699,gram negative,http://purl.obolibrary.org/obo/OMP_0000189,omp,0.628054141998291,0,2,0,
METPO:1000700,gram variable,http://purl.obolibrary.org/obo/OMP_0000190,omp,0.4300956726074219,0,2,0,
METPO:1000701,motility,http://purl.obolibrary.org/obo/PHIPO_0000042,phipo,0.4086716473102569,0,0,0,
METPO:1000702,motile,http://purl.obolibrary.org/obo/CL_0000219,oba,0.2953949868679046,0,30,0,
METPO:1000703,non motile,http://purl.obolibrary.org/obo/GO_0048870,eco,0.4718225598335266,0,60,0,
METPO:1000704,flagellated,http://purl.obolibrary.org/obo/GO_0030317,oba,0.3340169787406921,0,1,0,
METPO:1000705,axially filamented,http://purl.obolibrary.org/obo/FLOPO_0021767,flopo,0.5733046531677246,0,0,0,
METPO:1000706,gliding,http://purl.obolibrary.org/obo/OMP_0000112,omp,0.5266764760017395,0,3,0,
METPO:1000720,facultative psychrophilic,http://purl.obolibrary.org/obo/OMP_0005007,omp,0.618237316608429,0,10,0,
METPO:1000721,extreme hyperthermophilic,http://purl.obolibrary.org/obo/WBPhenotype_0001451,upheno,1.2505388259887695,0,2,0,
METPO:1000731,nutrient adaptation,http://purl.obolibrary.org/obo/GO_0031667,oba,0.8320755958557129,0,14,0,
METPO:1000800,respiration,http://purl.obolibrary.org/obo/APO_0000102,upheno,0.2415410727262497,0,1,0,
METPO:1000801,Aerobic respiration,http://purl.obolibrary.org/obo/GO_0009060,envo,0.2012820839881897,0,1,0,
METPO:1000802,Anaerobic respiration,http://purl.obolibrary.org/obo/GO_0009061,envo,0.1985783278942108,0,1,0,
METPO:1000803,Oxidative phosphorylation,http://purl.obolibrary.org/obo/GO_0006119,oba,0.6163688898086548,0,9,0,
METPO:1000804,Substrate-level phosphorylation,http://purl.obolibrary.org/obo/GO_0042325,upheno,0.7663730382919312,0,16,0,
METPO:1000805,Electron transfer,http://purl.obolibrary.org/obo/GO_0018904,oba,0.6849327087402344,0,0,0,
METPO:1000806,Disproportionation,http://purl.obolibrary.org/obo/PATO_0000176,flopo,0.7656332850456238,0,0,0,
METPO:1000844,Methanogenesis,http://purl.obolibrary.org/obo/GO_0015948,envo,0.4059740006923675,0,14,0,
METPO:1000845,Acetogenesis,http://purl.obolibrary.org/obo/GO_0120244,oba,0.5896398425102234,0,3,0,
METPO:1000846,Homoacetogenesis,http://purl.obolibrary.org/obo/GO_0120244,oba,0.6623926162719727,0,3,0,
METPO:1000870,sporulation,http://purl.obolibrary.org/obo/UPHENO_0083215,upheno,0.2514379322528839,0,19,0,
METPO:1000871,spore forming,http://purl.obolibrary.org/obo/APO_0000041,upheno,0.3311334550380707,0,4,0,
METPO:1000872,non-spore forming,http://purl.obolibrary.org/obo/APO_0000041,upheno,0.4473509490489959,0,4,0,
METPO:1000881,cell length,http://purl.obolibrary.org/obo/OMP_0000322,omp,1.375570718664676e-06,0,7,0,
METPO:1000882,cell width,http://purl.obolibrary.org/obo/OMP_0000317,omp,0.4026799201965332,0,7,0,
METPO:1000883,cell length very small,http://purl.obolibrary.org/obo/OMP_0000322,omp,0.6417979001998901,0,7,0,
METPO:1000884,cell length small,http://purl.obolibrary.org/obo/OMP_0000322,omp,0.6015353202819824,0,7,0,
METPO:1000885,cell length medium,http://purl.obolibrary.org/obo/OMP_0000322,omp,0.6105495691299438,0,7,0,
METPO:1000886,cell length large,http://purl.obolibrary.org/obo/OMP_0000322,omp,0.5372511744499207,0,7,0,
METPO:1000887,cell width very small,http://purl.obolibrary.org/obo/FLOPO_0006068,flopo,0.7795040607452393,0,0,0,
METPO:1000888,cell width small,http://purl.obolibrary.org/obo/FYPO_0000023,upheno,0.6956545114517212,0,5,0,
METPO:1000889,cell width medium,http://purl.obolibrary.org/obo/OBA_2040146,oba,0.7438241839408875,0,48,0,
METPO:1000890,cell width large,http://purl.obolibrary.org/obo/FLOPO_0006068,flopo,0.7303142547607422,0,0,0,
METPO:1001000,observation,https://w3id.org/biolink/vocab/KnowledgeLevelEnum#observation,biolink,1.162625949291396e-06,0,0,0,
METPO:1001001,optimum temperature observation,http://purl.obolibrary.org/obo/UPHENO_0080049,upheno,1.380255937576294,0,0,0,
METPO:1001002,growth temperature observation,http://purl.obolibrary.org/obo/APO_0000092,upheno,0.6943039894104004,0,9,0,
METPO:1001003,temperature range observation,http://purl.obolibrary.org/obo/PATO_0000673,flopo,0.9289394617080688,0,0,0,
METPO:1001004,temperature delta observation,http://purl.obolibrary.org/obo/GO_0001659,oba,0.9032681584358216,0,6,0,
METPO:1001007,growth NaCl observation,http://purl.obolibrary.org/obo/FYPO_0006717,upheno,0.6401259303092957,0,180,0,
METPO:1001008,NaCl delta observation,http://purl.obolibrary.org/obo/FYPO_0006717,upheno,1.0162324905395508,0,180,0,
METPO:1001009,NaCl range observation,http://purl.obolibrary.org/obo/UPHENO_0068221,upheno,1.3226475715637207,0,0,0,
METPO:1001010,optimum NaCl observation,http://purl.obolibrary.org/obo/FYPO_0006717,upheno,0.7883995175361633,0,180,0,
METPO:1001012,growth pH observation,http://purl.obolibrary.org/obo/UPHENO_0068085,upheno,1.24651038646698,0,0,0,
METPO:1001013,optimum pH observation,http://purl.obolibrary.org/obo/UPHENO_0068105,upheno,1.1670944690704346,0,0,0,
METPO:1001014,pH delta observation,http://purl.obolibrary.org/obo/UPHENO_0034460,upheno,1.1336767673492432,0,0,0,
METPO:1001015,pH range observation,http://purl.obolibrary.org/obo/UPHENO_0034460,upheno,1.1444823741912842,0,0,0,
METPO:1001016,optimum oxygen observation,http://purl.obolibrary.org/obo/WBPhenotype_0000464,upheno,0.8436717987060547,0,15,0,
METPO:1001017,growth oxygen observation,http://purl.obolibrary.org/obo/UPHENO_0080408,upheno,0.994581699371338,0,40,0,
METPO:1001018,oxygen range observation,http://purl.obolibrary.org/obo/UPHENO_0068221,upheno,1.2714574337005615,0,0,0,
METPO:1001019,oxygen delta observation,http://purl.obolibrary.org/obo/UPHENO_0082893,upheno,1.2733476161956787,0,0,0,
METPO:1001020,oxygen observation,http://purl.obolibrary.org/obo/UPHENO_0080629,upheno,1.3232808113098145,0,0,0,
METPO:1001021,temperature observation,http://purl.obolibrary.org/obo/PATO_0000673,flopo,0.8919470906257629,0,0,0,
METPO:1001022,NaCl observation,http://purl.obolibrary.org/obo/CHEBI_26710,envo,0.912432849407196,0,91,0,
METPO:1001023,pH observation,http://purl.obolibrary.org/obo/UPHENO_0034460,upheno,1.1867550611495972,0,0,0,
METPO:1001101,biosafety level,http://purl.obolibrary.org/obo/GO_0065008,eco,0.8199374675750732,0,8,0,
METPO:1001102,biosafety level 1,http://purl.obolibrary.org/obo/UPHENO_0051995,upheno,1.2152233123779297,0,0,0,
METPO:1001103,biosafety level 2,http://purl.obolibrary.org/obo/UPHENO_0052020,upheno,1.1875215768814087,0,0,0,
METPO:1001104,biosafety level 3,http://purl.obolibrary.org/obo/PR_P49720,oba,1.0565632581710815,0,0,0,
METPO:1001105,biosafety level 4,http://purl.obolibrary.org/obo/UPHENO_0051994,upheno,1.1875343322753906,0,0,0,
METPO:1002003,Cable bacteria metabolism,http://purl.obolibrary.org/obo/CHEBI_76969,envo,0.875602126121521,0,1,0,
METPO:1002005,Fermentation,http://purl.obolibrary.org/obo/GO_0006113,oba,0.7196206450462341,0,2,0,
METPO:1002006,Syntrophy,http://purl.obolibrary.org/obo/PATO_0000176,flopo,0.7606850266456604,0,0,0,
