metpo_id	metpo_label	source	match_label	match_iri	match_ontology	match_definition	levenshtein_distance	similarity_ratio
METPO:1000678	oval shaped	OLS	snowman-shaped	http://purl.obolibrary.org/obo/PATO_0002346	pato	A concave 3-D shape quality inhering in a bearer by virtue of the bearer's having two connected parts, roughly spherical, of different sizes.	6	0.64
METPO:1000678	oval shaped	OLS	D-shaped	http://purl.obolibrary.org/obo/PATO_0002357	pato	A shape quality inhering in a bearer by virtue of the bearer's having a strait side and an arched side giving the bearer the form of the letter D.	5	0.631578947368421
METPO:1000678	oval shaped	BioPortal	oval shaped	https://w3id.org/metpo/1000678	METPO		0	1.0
METPO:1000678	oval shaped	BioPortal	Oval shaped lesion	http://purl.bioontology.org/ontology/SNOMEDCT/129734009	SNOMEDCT		7	0.7586206896551724
METPO:1000678	oval shaped	BioPortal	Long, oval-shaped face	http://purl.bioontology.org/ontology/OMIM/MTHU041054	OMIM		12	0.6060606060606061
METPO:1000678	oval shaped	BioPortal	Horizontal oval-shaped fovea	http://purl.bioontology.org/ontology/OMIM/MTHU069091	OMIM		18	0.5128205128205128
METPO:1000678	oval shaped	BioPortal	Oval or triangular-shaped tibia	http://purl.bioontology.org/ontology/OMIM/MTHU022361	OMIM		20	0.5238095238095238
METPO:1000678	oval shaped	BioPortal	Oval	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48345	NCIT	The shape of either an oval or an ellipse.  See also TEAR.	7	0.5333333333333333
METPO:1000678	oval shaped	BioPortal	Oval	http://ccdb.ucsd.edu/SAO/1.2#sao1595237779	SAO		7	0.5333333333333333
METPO:1000678	oval shaped	BioPortal	Oval	http://purl.obolibrary.org/obo/COMO_0000458	COMO	Oval.	7	0.5333333333333333
METPO:1000678	oval shaped	BioPortal	Oval	http://uri.neuinfo.org/nif/nifstd/sao1595237779	NIFSTD	Generally rounded shape, where the minimum and maximum dimensions produce a roughly egg-shape.	7	0.5333333333333333
METPO:1000678	oval shaped	BioPortal	oval	http://www.radlex.org/RID/RID5800	RADLEX	[PI-RADS]:  The shape of either an oval or an ellipse.  [BI-RADS 5]:  Elliptical or egg-shaped (may include two or three undulations; i.e. gently lobulated or macrolobulated).	7	0.5333333333333333
METPO:1000678	oval shaped	BioPortal	Oval macrocyte	http://purl.bioontology.org/ontology/SNOMEDCT/117170009	SNOMEDCT		9	0.56
METPO:1000678	oval shaped	BioPortal	Oval pupil	http://purl.bioontology.org/ontology/MEDDRA/10085734	MEDDRA		5	0.5714285714285714
METPO:1000678	oval shaped	BioPortal	Oval macrocytes	http://purl.bioontology.org/ontology/LNC/LP14572-9	LOINC		9	0.5384615384615384
METPO:1000678	oval shaped	BioPortal	Oval shape	http://purl.bioontology.org/ontology/LNC/LA32411-3	LOINC		1	0.9523809523809523
METPO:1000678	oval shaped	BioPortal	Oval window	http://purl.bioontology.org/ontology/RCD/Xa1C8	RCD		6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	Oval face	http://purl.bioontology.org/ontology/OMIM/MTHU009275	OMIM		4	0.7
METPO:1000678	oval shaped	BioPortal	Oval macrocytes	http://purl.bioontology.org/ontology/OMIM/MTHU042606	OMIM		9	0.5384615384615384
METPO:1000678	oval shaped	BioPortal	Oval window	http://purl.org/sig/ont/fma/fma56913	FMA		6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	oval window	http://purl.obolibrary.org/obo/UBERON_0002501	UBERON	The oval opening on the medial wall of the tympanic cavity leading into the vestibule, close to the foot of the stapes.	6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	Oval face	http://purl.obolibrary.org/obo/HP_0000300	HP	A face with a rounded and slightly elongated outline.	4	0.7
METPO:1000678	oval shaped	BioPortal	Oval pupil	http://purl.obolibrary.org/obo/HP_0025310	HP	An abnormal pupil shape that is elliptical, i.e., egg-like.	5	0.5714285714285714
METPO:1000678	oval shaped	BioPortal	oval window	http://sbmi.uth.tmc.edu/ontology/ochv#9116	OCHV		6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	oval window	http://sbmi.uth.tmc.edu/ontology/ochv#C0029922	OCHV		6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	oval cell	http://sbmi.uth.tmc.edu/ontology/ochv#51590	OCHV		6	0.6
METPO:1000678	oval shaped	BioPortal	oval cell	http://sbmi.uth.tmc.edu/ontology/ochv#C0872357	OCHV		6	0.6
METPO:1000678	oval shaped	BioPortal	Oval Syke	http://purl.obolibrary.org/obo/GAZ_00482914	GAZ	A river.	4	0.7
METPO:1000678	oval shaped	BioPortal	Oval Spring	http://purl.obolibrary.org/obo/GAZ_00293115	GAZ	A geothermal feature.	5	0.6363636363636364
METPO:1000678	oval shaped	BioPortal	Oval Park	http://purl.obolibrary.org/obo/GAZ_00158158	GAZ	A county park.	5	0.6
METPO:1000678	oval shaped	BioPortal	Oval Crater	http://purl.obolibrary.org/obo/GAZ_00168159	GAZ	A crater.	4	0.6363636363636364
METPO:1000678	oval shaped	BioPortal	Oval island	http://purl.obolibrary.org/obo/GAZ_00048960	GAZ		4	0.7272727272727273
METPO:1000678	oval shaped	BioPortal	oval window	http://purl.obolibrary.org/obo/XAO_0005146	XAO	Entrance to the inner ear in the lateral wall of the otic capsule, which contains the footplate of the stapes.	6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	oval nucleus	http://purl.obolibrary.org/obo/MA_0000929	MA		6	0.5217391304347826
METPO:1000678	oval shaped	BioPortal	oval window	http://purl.obolibrary.org/obo/MA_0002813	MA		6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	oval nucleus	http://purl.obolibrary.org/obo/EMAPA_37667	EMAPA		6	0.5217391304347826
METPO:1000678	oval shaped	BioPortal	Oval shape	http://purl.jp/bio/10/mpo#MPO_01012	MPO		1	0.9523809523809523
METPO:1000678	oval shaped	BioPortal	Oval face	http://purl.obolibrary.org/obo/HP_0000300	UPHENO	A face with a rounded and slightly elongated outline.	4	0.7
METPO:1000678	oval shaped	BioPortal	oval window	http://purl.obolibrary.org/obo/UBERON_0002501	UPHENO	The oval opening on the medial wall of the tympanic cavity leading into the vestibule, close to the foot of the stapes.	6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	Oval pupil	http://purl.obolibrary.org/obo/HP_0025310	UPHENO	An abnormal pupil shape that is elliptical, i.e., egg-like.	5	0.5714285714285714
METPO:1000678	oval shaped	BioPortal	oval window	http://purl.obolibrary.org/obo/UBERON_0002501	NIFSTD	The oval opening on the medial wall of the tympanic cavity leading into the vestibule, close to the foot of the stapes.	6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	oval window	http://purl.obolibrary.org/obo/UBERON_0002501	OBA		6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	Oval window	http://purl.org/obo/owlapi/fma#FMA_56913	BIOMODELS		6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	OVAL (chicken)	http://purl.obolibrary.org/obo/CGNC_49631	PR	A protein coding gene OVAL in chicken.	7	0.56
METPO:1000678	oval shaped	BioPortal	oval mass	http://www.radlex.org/RID/RID29223	RADLEX	BI-RADS: Mammo and MRI:  Eliptical or egg-shaped (may include two or three undulations).  US:  Eliptical or egg-shaped (may include two or three undulations, i.e. gently lobulated or microlobulated)).	5	0.6
METPO:1000678	oval shaped	BioPortal	oval window	http://www.radlex.org/RID/RID10122	RADLEX	Fenestra of the vestibule; an oval opening in the medial wall of the middle ear leading into the vestibule. Normally it is covered by the base of the stapes. [MeSH]	6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	oval window	http://purl.obolibrary.org/obo/XAO_0005146	XPO	Entrance to the inner ear in the lateral wall of the otic capsule, which contains the footplate of the stapes.	6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	Oval Face	http://www.phoc.org.cn/pmo/class/PMO_00001400	PMAPP-PMO	A face with a rounded and slightly elongated outline.	4	0.7
METPO:1000678	oval shaped	BioPortal	Oval Pupil	http://www.phoc.org.cn/pmo/class/PMO_00006938	PMAPP-PMO	An abnormal pupil shape that is elliptical, i.e., egg-like.	5	0.5714285714285714
METPO:1000678	oval shaped	BioPortal	oval window	http://purl.obolibrary.org/obo/UBERON_0002501	FNS-H	the oval opening on the medial wall of the tympanic cavity leading into the vestibule, close to the foot of the stapes	6	0.5454545454545454
METPO:1000678	oval shaped	BioPortal	Oval translucency	http://purl.org/skeletome/bonedysplasia#QC_0000001	BDO	Oval-shaped area of translucency	10	0.5
METPO:1000678	oval shaped	BioPortal	Oval face	http://purl.org/obo/owl/HP#HP_0000300	BDO		4	0.7
METPO:1000678	oval shaped	BioPortal	Oval fat body	http://purl.bioontology.org/ontology/SNOMEDCT/726574005	SNOMEDCT		7	0.5833333333333333
METPO:1000678	oval shaped	BioPortal	Oval Subthalamic Nucleus	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C52725	NCIT	An oval shaped cell group located in the subthalamus of the diencephalon, located between the medial part of the cerebral peduncle and the thalamus, and considered part of the functional basal ganglia.	15	0.5142857142857142
METPO:1000481	NaCl delta mid2	OLS	NaCl supplemented medium	http://purl.obolibrary.org/obo/ARO_3004427	aro	Growth medium supplemented with 2% (wt/vol) sodium chloride for testing susceptibility of Staphylococcus aureus to methicillin, oxacillin and nafcillin.	14	0.5128205128205128
METPO:1000481	NaCl delta mid2	OLS	Oxalis sp. mid2	http://purl.obolibrary.org/obo/NCBITaxon_2705435	ncbitaxon		9	0.5333333333333333
METPO:1000481	NaCl delta mid2	OLS	delta	http://purl.obolibrary.org/obo/ENVO_00000101	envo	A tract of alluvium formed at the mouth of a river where the deposition ofsome of its load exceeds its rate of removal, crossed by the divergent channels (distributaries) of the river.	10	0.5
METPO:1000481	NaCl delta mid2	OLS	Delta	http://purl.obolibrary.org/obo/NCBITaxon_998453	ncbitaxon		10	0.5
METPO:1000481	NaCl delta mid2	OLS	Delta	http://purl.obolibrary.org/obo/NCIT_C54126	ncit	A change in or difference between; usually represented by the 4th letter of the greek alphabet.	10	0.5
METPO:1000481	NaCl delta mid2	OLS	delta	http://purl.obolibrary.org/obo/PRIDE_0000180	pride	X|Tandem delta score	10	0.5
METPO:1000481	NaCl delta mid2	OLS	Delta alanine	http://snomed.info/id/710238007	snomed		11	0.5
METPO:1000481	NaCl delta mid2	OLS	Epoetin delta	http://snomed.info/id/429435006	snomed		12	0.5
METPO:1000481	NaCl delta mid2	OLS	Surface delta	http://snomed.info/id/259959009	snomed		10	0.5714285714285714
METPO:1000481	NaCl delta mid2	BioPortal	NaCl delta mid2	https://w3id.org/metpo/1000481	METPO	A growth tolerance metric measuring the span of sodium chloride concentrations that support an organism's growth, with a range between 3% and 8%. Values ranging from 3 to 8 C.	0	1.0
METPO:1000481	NaCl delta mid2	BioPortal	NaCl optimum mid2	https://w3id.org/metpo/1000467	METPO	A salinity optimum manifested as maximum microbial growth at sodium chloride concentrations between 3% and 8%, characteristic of moderate halophiles or halotolerant organisms. Values ranging from 3 to 8 % NaCl.	7	0.6875
METPO:1000481	NaCl delta mid2	BioPortal	NaCl range mid2	https://w3id.org/metpo/1000471	METPO	A salinity range allowing microbial growth at sodium chloride concentrations between 3% and 8%, characteristic of moderate halophiles. Values ranging from 3 to 8 % NaCl.	5	0.7333333333333334
METPO:1000481	NaCl delta mid2	BioPortal	NaCl delta	https://w3id.org/metpo/1000335	METPO	A measure of the breadth of sodium chloride concentrations that a microorganism can tolerate, calculated as the difference between the maximum and minimum viable salinity values.	5	0.8
METPO:1000481	NaCl delta mid2	BioPortal	temperature delta mid2	https://w3id.org/metpo/1000486	METPO	A growth tolerance metric measuring the span of temperatures that support an organism's growth, with a range between 20°C and 30°C. Values ranging from 20 to 30 C.	10	0.6486486486486487
METPO:1000481	NaCl delta mid2	BioPortal	pH delta mid2	https://w3id.org/metpo/1000476	METPO	A growth tolerance metric measuring the span of pH conditions that support an organism's growth, with a range between 3 and 4 pH units. Values ranging from 3 to 4 pH.	4	0.7857142857142857
METPO:1000481	NaCl delta mid2	BioPortal	NaCl delta low	https://w3id.org/metpo/1000479	METPO	A growth tolerance metric measuring the span of sodium chloride concentrations that support an organism's growth, with a narrow range less than 1%. Values with maximum value of 1 C.	4	0.7586206896551724
METPO:1000481	NaCl delta mid2	BioPortal	NaCl delta high	https://w3id.org/metpo/1000482	METPO	A growth tolerance metric measuring the span of sodium chloride concentrations that support an organism's growth, with a wide range greater than 8%. Values with maximum value of 8 C.	3	0.8
METPO:1000481	NaCl delta mid2	BioPortal	NaCl delta observation	https://w3id.org/metpo/1001008	METPO		10	0.6486486486486487
METPO:1000481	NaCl delta mid2	BioPortal	NaCl delta mid1	https://w3id.org/metpo/1000480	METPO	A growth tolerance metric measuring the span of sodium chloride concentrations that support an organism's growth, with a range between 1% and 3%. Values ranging from 1 to 3 C.	1	0.9333333333333333
METPO:1000481	NaCl delta mid2	BioPortal	GC mid2	https://w3id.org/metpo/1000431	METPO	A genomic feature characterized by a guanine-cytosine content percentage between 57% and 66.3% in an organism's DNA. Values ranging from 57 to 66.3 % GC.	9	0.5454545454545454
METPO:1000481	NaCl delta mid2	BioPortal	pH range mid2	https://w3id.org/metpo/1000462	METPO	A pH range allowing microbial growth at hydrogen ion concentrations between pH 7 and 8, characteristic of neutrophilic or alkaliphilic organisms. Values ranging from 7 to 8 pH.	9	0.5
METPO:1000481	NaCl delta mid2	BioPortal	NaCl optimum	https://w3id.org/metpo/1000333	METPO	The specific concentration of sodium chloride at which a microorganism exhibits maximum growth rate and metabolic efficiency.	8	0.5185185185185186
METPO:1000481	NaCl delta mid2	BioPortal	NaCl observation	https://w3id.org/metpo/1001022	METPO		9	0.5161290322580645
METPO:1000481	NaCl delta mid2	BioPortal	NaCl supplemented medium	http://purl.obolibrary.org/obo/ARO_3004427	ARO	Growth medium supplemented with 2% (wt/vol) sodium chloride for testing susceptibility of Staphylococcus aureus to methicillin, oxacillin and nafcillin.	14	0.5128205128205128
METPO:1000481	NaCl delta mid2	BioPortal	NaCl optimum high	https://w3id.org/metpo/1000468	METPO	A salinity optimum manifested as maximum microbial growth at sodium chloride concentrations above 8%, characteristic of extreme halophiles. Values with minimum value of 8 % NaCl.	10	0.5
METPO:1000481	NaCl delta mid2	BioPortal	NaCl optimum mid1	https://w3id.org/metpo/1000466	METPO	A salinity optimum manifested as maximum microbial growth at sodium chloride concentrations between 1% and 3%, characteristic of slight halophiles or halotolerant organisms. Values ranging from 1 to 3 % NaCl.	8	0.625
METPO:1000481	NaCl delta mid2	BioPortal	NaCl range mid1	https://w3id.org/metpo/1000470	METPO	A salinity range allowing microbial growth at sodium chloride concentrations between 1% and 3%, characteristic of slight halophiles. Values ranging from 1 to 3 % NaCl.	6	0.6666666666666667
METPO:1000481	NaCl delta mid2	BioPortal	NaCl range high	https://w3id.org/metpo/1000472	METPO	A salinity range allowing microbial growth at sodium chloride concentrations above 8%, characteristic of extreme halophiles. Values with minimum value of 8 % NaCl.	8	0.5333333333333333
METPO:1000481	NaCl delta mid2	BioPortal	Delta	http://purl.bioontology.org/ontology/NCBITAXON/998453	NCBITAXON		10	0.5
METPO:1000481	NaCl delta mid2	BioPortal	Delta	http://purl.bioontology.org/ontology/SNOMEDCT/261003002	SNOMEDCT		10	0.5
METPO:1000481	NaCl delta mid2	BioPortal	Delta	http://purl.bioontology.org/ontology/RCD/X907N	RCD		10	0.5
METPO:1000481	NaCl delta mid2	BioPortal	Delta	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C54126	NCIT	A change in or difference between; usually represented by the 4th letter of the greek alphabet.	10	0.5
METPO:1000481	NaCl delta mid2	BioPortal	Delta	http://purl.obolibrary.org/obo/GAZ_22224713	GAZ	A populated place.	10	0.5
METPO:1000481	NaCl delta mid2	BioPortal	delta	http://purl.obolibrary.org/obo/ENVO_00000101	ENVO	A tract of alluvium formed at the mouth of a river where the deposition ofsome of its load exceeds its rate of removal, crossed by the divergent channels (distributaries) of the river.	10	0.5
METPO:1000481	NaCl delta mid2	BioPortal	Delta	http://www.semanticweb.org/ADMO#Delta	ADMO		10	0.5
METPO:1000481	NaCl delta mid2	BioPortal	Delta	http://vocabs.lter-europe.net/elter_cl/10512	ELTER_CL		10	0.5
METPO:1000481	NaCl delta mid2	BioPortal	Delta	http://anzsoil.org/def/au/asls/landform/landform-pattern-DEL	LANDFORM	"flood plain projecting into a sea or lake, with slowly migrating, deep alluvial channels, usually moderately spaced, typically forming a divergent, integrated distributary network. This landform is aggraded by frequently active over-bank and channelled stream flow that is modified by tides. 
Typical elements: stream channel (stream bed and bank), levee, backplain (co-dominant), swamp (co-dominant), lagoon (co-dominant).
Common elements: beach ridge, swale, beach, estuary, tidal creek.
Compare with other types under alluvial plain, flood plain and chenier plain."	10	0.5
METPO:1000481	NaCl delta mid2	BioPortal	delta	http://purl.obolibrary.org/obo/ENVO_00000101	BERO	A tract of alluvium formed at the mouth of a river where the deposition ofsome of its load exceeds its rate of removal, crossed by the divergent channels (distributaries) of the river.	10	0.5
METPO:1000481	NaCl delta mid2	BioPortal	delta	http://purl.obolibrary.org/obo/ENVO_00000101	NMDCO	A tract of alluvium formed at the mouth of a river where the deposition ofsome of its load exceeds its rate of removal, crossed by the divergent channels (distributaries) of the river.	10	0.5
METPO:1000481	NaCl delta mid2	BioPortal	delta	http://purl.obolibrary.org/obo/ENVO_00000101	FNS-H	A tract of alluvium formed at the mouth of a river where the deposition ofsome of its load exceeds its rate of removal, crossed by the divergent channels (distributaries) of the river.	10	0.5
METPO:1000481	NaCl delta mid2	BioPortal	Delta	http://purl.obolibrary.org/obo/IMR_0100718	TXPO		10	0.5
METPO:1001002	growth temperature observation	OLS	temperature sensitive growth	http://purl.obolibrary.org/obo/APO_0000092	apo	Sensitivity to temperatures that are higher or lower than optimal growth temperature.	20	0.5862068965517242
METPO:1001002	growth temperature observation	OLS	optimal growth temperature	http://purl.obolibrary.org/obo/MICRO_0001542	micro		20	0.6428571428571428
METPO:1001002	growth temperature observation	OLS	observation	http://purl.allotrope.org/ontologies/result#AFR_0000955	afo	An observation is a description of a portion of reality that has been observed during an observing process. [Allotrope]	19	0.5365853658536586
METPO:1001002	growth temperature observation	OLS	Observation	http://purl.obolibrary.org/obo/OMIT_0019433	omit		19	0.5365853658536586
METPO:1001002	growth temperature observation	OLS	Observation	http://schema.org/Observation	schemaorg_http	"Instances of the class [[Observation]] are used to specify observations about an entity at a particular time. The principal properties of an [[Observation]] are [[observationAbout]], [[measuredProperty]], [[statType]], [[value] and [[observationDate]]  and [[measuredProperty]]. Some but not all Observations represent a [[QuantitativeValue]]. Quantitative observations can be about a [[StatisticalVariable]], which is an abstract specification about which we can make observations that are grounded at a particular location and time.

Observations can also encode a subset of simple RDF-like statements (its observationAbout, a StatisticalVariable, defining the measuredPoperty; its observationAbout property indicating the entity the statement is about, and [[value]] )

In the context of a quantitative knowledge graph, typical properties could include [[measuredProperty]], [[observationAbout]], [[observationDate]], [[value]], [[unitCode]], [[unitText]], [[measurementMethod]].
    "	19	0.5365853658536586
METPO:1001002	growth temperature observation	OLS	Observation	https://schema.org/Observation	schemaorg_https	"Instances of the class [[Observation]] are used to specify observations about an entity at a particular time. The principal properties of an [[Observation]] are [[observationAbout]], [[measuredProperty]], [[statType]], [[value] and [[observationDate]]  and [[measuredProperty]]. Some but not all Observations represent a [[QuantitativeValue]]. Quantitative observations can be about a [[StatisticalVariable]], which is an abstract specification about which we can make observations that are grounded at a particular location and time.

Observations can also encode a subset of simple RDF-like statements (its observationAbout, a StatisticalVariable, defining the measuredPoperty; its observationAbout property indicating the entity the statement is about, and [[value]] )

In the context of a quantitative knowledge graph, typical properties could include [[measuredProperty]], [[observationAbout]], [[observationDate]], [[value]], [[unitCode]], [[unitText]], [[measurementMethod]].
    "	19	0.5365853658536586
METPO:1001002	growth temperature observation	OLS	Observation	http://id.nlm.nih.gov/mesh/D019370	mesh	The act of regarding attentively and studying facts and occurrences, gathering data through analyzing, measuring, and drawing conclusions, with the purpose of applying the observed information to theoretical assumptions. Observation as a scientific method in the acquisition of knowledge began in classical antiquity; in modern science and medicine its greatest application is facilitated by modern technology. Observation is one of the components of the research process.	19	0.5365853658536586
METPO:1001002	growth temperature observation	OLS	temperature	http://purl.allotrope.org/ontologies/result#AFR_0001584	afo	A temperature (datum) is a quantity facet that quantifies some temperature. [Allotrope]	19	0.5365853658536586
METPO:1001002	growth temperature observation	OLS	Associated observation	http://snomed.info/id/281041004	snomed		16	0.6153846153846154
METPO:1001002	growth temperature observation	OLS	Qualitative observation	http://snomed.info/id/246189005	snomed		14	0.6037735849056604
METPO:1001002	growth temperature observation	OLS	Expectoration observation	http://snomed.info/id/246193004	snomed		14	0.6545454545454545
METPO:1001002	growth temperature observation	OLS	Body temperature	http://snomed.info/id/386725007	snomed		17	0.5652173913043479
METPO:1001002	growth temperature observation	OLS	Temperature	http://snomed.info/id/246508008	snomed		19	0.5365853658536586
METPO:1001002	growth temperature observation	OLS	machine observation process	http://purl.obolibrary.org/obo/BCO_0000066	bco	An observing process in which the observing entity consists of one or more machines.	24	0.5263157894736843
METPO:1001002	growth temperature observation	OLS	Off Observation	http://purl.obolibrary.org/obo/NCIT_C154662	ncit	No longer subject to surveillance.	17	0.5777777777777777
METPO:1001002	growth temperature observation	OLS	Patient Observation	http://purl.obolibrary.org/obo/NCIT_C15722	ncit	Closely watching a patient's condition but not giving treatment unless there are changes in test results. Active surveillance avoids problems that may be caused by treatments such as radiation or surgery. It is used to find early signs that the condition is getting worse. During active surveillance, patients will be given certain exams and tests done on a regular schedule.	15	0.653061224489796
