# curie_map:
#   METPO: http://purl.obolibrary.org/obo/METPO_
#   skos: http://www.w3.org/2004/02/skos/core#
#   semapv: https://w3id.org/semapv/vocab/
# mapping_set_id: metpo-ontology-mappings-2025-10-31
# mapping_date: 2025-10-31
# mapping_tool: openai_text-embedding-3-small
# mapping_provider: https://github.com/berkeleybop/metpo
# license: https://creativecommons.org/publicdomain/zero/1.0/
# comment: Semantic mappings generated using OpenAI text-embedding-3-small with distance cutoff 0.8
#
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	confidence	similarity_score	similarity_measure	mapping_tool	subject_source	object_source	comment
METPO:1000060	metabolism	skos:broadMatch	http://purl.obolibrary.org/obo/APO_0000094	metabolism and growth	semapv:SemanticSimilarityThresholdMatching	0.709710	0.419420	cosine_similarity	openai_text-embedding-3-small	METPO	upheno	Embedding cosine distance: 0.5806, Rank: 4
METPO:1000060	metabolism	skos:broadMatch	<http://doi.org/10.1601/MetabolismPhenotype>	Metabolism phenotype	semapv:SemanticSimilarityThresholdMatching	0.682190	0.364381	cosine_similarity	openai_text-embedding-3-small	METPO	n4l_merged	Embedding cosine distance: 0.6356, Rank: 5
METPO:1000060	metabolism	skos:broadMatch	https://w3id.org/biolink/vocab/ChemicalEntityDerivativeEnum#metabolite	metabolite	semapv:SemanticSimilarityThresholdMatching	0.656082	0.312164	cosine_similarity	openai_text-embedding-3-small	METPO	biolink	Embedding cosine distance: 0.6878, Rank: 6
METPO:1000060	metabolism	skos:broadMatch	http://purl.obolibrary.org/obo/CHEBI_25212	metabolite	semapv:SemanticSimilarityThresholdMatching	0.656082	0.312164	cosine_similarity	openai_text-embedding-3-small	METPO	go	Embedding cosine distance: 0.6878, Rank: 7
METPO:1000060	metabolism	skos:broadMatch	http://purl.obolibrary.org/obo/CHEBI_25212	metabolite	semapv:SemanticSimilarityThresholdMatching	0.656017	0.312033	cosine_similarity	openai_text-embedding-3-small	METPO	envo	Embedding cosine distance: 0.6880, Rank: 8
METPO:1000060	metabolism	skos:broadMatch	http://purl.obolibrary.org/obo/PATO_0000176	obsolete metabolic function	semapv:SemanticSimilarityThresholdMatching	0.655558	0.311116	cosine_similarity	openai_text-embedding-3-small	METPO	flopo	Embedding cosine distance: 0.6889, Rank: 9
METPO:1000060	metabolism	skos:broadMatch	http://purl.obolibrary.org/obo/PATO_0000176	obsolete metabolic function	semapv:SemanticSimilarityThresholdMatching	0.655558	0.311116	cosine_similarity	openai_text-embedding-3-small	METPO	pato	Embedding cosine distance: 0.6889, Rank: 10
METPO:1000060	metabolism	skos:broadMatch	http://purl.obolibrary.org/obo/GO_0018904	ether metabolic process	semapv:SemanticSimilarityThresholdMatching	0.648928	0.297856	cosine_similarity	openai_text-embedding-3-small	METPO	oba	Embedding cosine distance: 0.7021, Rank: 11
METPO:1000060	metabolism	skos:broadMatch	http://purl.obolibrary.org/obo/GO_0046415	urate metabolic process	semapv:SemanticSimilarityThresholdMatching	0.647854	0.295708	cosine_similarity	openai_text-embedding-3-small	METPO	oba	Embedding cosine distance: 0.7043, Rank: 12
METPO:1000060	metabolism	skos:broadMatch	https://w3id.org/biolink/vocab/GeneOrGeneProductOrChemicalEntityAspectEnum#metabolic_processing	metabolic_processing	semapv:SemanticSimilarityThresholdMatching	0.647019	0.294038	cosine_similarity	openai_text-embedding-3-small	METPO	biolink	Embedding cosine distance: 0.7060, Rank: 13
METPO:1000060	metabolism	skos:broadMatch	http://purl.obolibrary.org/obo/APO_0000094	metabolism and growth; Processes relating to metabolism and growth.	semapv:SemanticSimilarityThresholdMatching	0.642031	0.284063	cosine_similarity	openai_text-embedding-3-small	METPO	apo	Embedding cosine distance: 0.7159, Rank: 14
METPO:1000060	metabolism	skos:broadMatch	http://purl.obolibrary.org/obo/APO_0000102	respiratory metabolism	semapv:SemanticSimilarityThresholdMatching	0.641094	0.282188	cosine_similarity	openai_text-embedding-3-small	METPO	upheno	Embedding cosine distance: 0.7178, Rank: 15
METPO:1000060	metabolism	skos:broadMatch	http://purl.obolibrary.org/obo/GO_0016125	sterol metabolic process	semapv:SemanticSimilarityThresholdMatching	0.639749	0.279498	cosine_similarity	openai_text-embedding-3-small	METPO	oba	Embedding cosine distance: 0.7205, Rank: 16
METPO:1000060	metabolism	skos:broadMatch	http://purl.obolibrary.org/obo/GO_0019538	protein metabolic process	semapv:SemanticSimilarityThresholdMatching	0.639474	0.278948	cosine_similarity	openai_text-embedding-3-small	METPO	eco	Embedding cosine distance: 0.7211, Rank: 17
METPO:1000060	metabolism	skos:broadMatch	http://purl.obolibrary.org/obo/OBA_VT0002121	metabolism trait; quality of metabolic process; The quality of a metabolic process.	semapv:SemanticSimilarityThresholdMatching	0.636715	0.273429	cosine_similarity	openai_text-embedding-3-small	METPO	go	Embedding cosine distance: 0.7266, Rank: 18
METPO:1000060	metabolism	skos:broadMatch	http://purl.obolibrary.org/obo/OBA_VT0002121	metabolism trait; quality of metabolic process; The quality of a metabolic process.	semapv:SemanticSimilarityThresholdMatching	0.636715	0.273429	cosine_similarity	openai_text-embedding-3-small	METPO	oba	Embedding cosine distance: 0.7266, Rank: 19
METPO:1000060	metabolism	skos:broadMatch	http://purl.obolibrary.org/obo/APO_0000101	fermentative metabolism	semapv:SemanticSimilarityThresholdMatching	0.631372	0.262744	cosine_similarity	openai_text-embedding-3-small	METPO	upheno	Embedding cosine distance: 0.7373, Rank: 20
METPO:1000127	GC content	skos:broadMatch	<https://purl.dsmz.de/schema/GCContent>	GCContent; The percentage of guanine (G) and cytosine (C) bases in a DNA or RNA molecule, often used as an indicator of stability and gene expression potential in a sequence.	semapv:SemanticSimilarityThresholdMatching	0.664834	0.329668	cosine_similarity	openai_text-embedding-3-small	METPO	d3o	Embedding cosine distance: 0.6703, Rank: 1
METPO:1000127	GC content	skos:broadMatch	<http://www.semanticweb.org/BiPON/BiPON_00001585>	GCA	semapv:SemanticSimilarityThresholdMatching	0.657601	0.315202	cosine_similarity	openai_text-embedding-3-small	METPO	bipon	Embedding cosine distance: 0.6848, Rank: 2
METPO:1000127	GC content	skos:broadMatch	<http://www.semanticweb.org/BiPON/BiPON_00000934>	GGC	semapv:SemanticSimilarityThresholdMatching	0.653355	0.306710	cosine_similarity	openai_text-embedding-3-small	METPO	bipon	Embedding cosine distance: 0.6933, Rank: 3
METPO:1000127	GC content	skos:broadMatch	http://purl.obolibrary.org/obo/CHEBI_86642	G c G	semapv:SemanticSimilarityThresholdMatching	0.609032	0.218065	cosine_similarity	openai_text-embedding-3-small	METPO	chebi	Embedding cosine distance: 0.7819, Rank: 4
METPO:1000127	GC content	skos:broadMatch	http://purl.obolibrary.org/obo/GO_0071162	CMG complex	semapv:SemanticSimilarityThresholdMatching	0.605729	0.211458	cosine_similarity	openai_text-embedding-3-small	METPO	upheno	Embedding cosine distance: 0.7885, Rank: 5
METPO:1000186	material entity	skos:exactMatch	http://purl.obolibrary.org/obo/BFO_0000040	material entity	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	eupath	Embedding cosine distance: 0.0000, Rank: 1
METPO:1000186	material entity	skos:exactMatch	http://purl.obolibrary.org/obo/BFO_0000040	material entity	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	fypo	Embedding cosine distance: 0.0000, Rank: 2
METPO:1000186	material entity	skos:exactMatch	http://purl.obolibrary.org/obo/BFO_0000040	material entity	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	upheno	Embedding cosine distance: 0.0000, Rank: 3
METPO:1000186	material entity	skos:broadMatch	https://w3id.org/biolink/vocab/PhysicalEntity	physical entity	semapv:SemanticSimilarityThresholdMatching	0.819651	0.639302	cosine_similarity	openai_text-embedding-3-small	METPO	biolink	Embedding cosine distance: 0.3607, Rank: 4
METPO:1000186	material entity	skos:broadMatch	http://purl.obolibrary.org/obo/BFO_0000141	immaterial entity	semapv:SemanticSimilarityThresholdMatching	0.793661	0.587322	cosine_similarity	openai_text-embedding-3-small	METPO	eco	Embedding cosine distance: 0.4127, Rank: 5
METPO:1000186	material entity	skos:broadMatch	http://purl.obolibrary.org/obo/BFO_0000141	immaterial entity	semapv:SemanticSimilarityThresholdMatching	0.793661	0.587322	cosine_similarity	openai_text-embedding-3-small	METPO	ecocore	Embedding cosine distance: 0.4127, Rank: 6
METPO:1000186	material entity	skos:broadMatch	http://purl.obolibrary.org/obo/BFO_0000141	immaterial entity	semapv:SemanticSimilarityThresholdMatching	0.793661	0.587322	cosine_similarity	openai_text-embedding-3-small	METPO	ecto	Embedding cosine distance: 0.4127, Rank: 7
METPO:1000186	material entity	skos:broadMatch	http://purl.obolibrary.org/obo/BFO_0000141	immaterial entity	semapv:SemanticSimilarityThresholdMatching	0.793661	0.587322	cosine_similarity	openai_text-embedding-3-small	METPO	eupath	Embedding cosine distance: 0.4127, Rank: 8
METPO:1000186	material entity	skos:broadMatch	http://purl.obolibrary.org/obo/BFO_0000141	immaterial entity	semapv:SemanticSimilarityThresholdMatching	0.793661	0.587322	cosine_similarity	openai_text-embedding-3-small	METPO	flopo	Embedding cosine distance: 0.4127, Rank: 9
METPO:1000186	material entity	skos:broadMatch	http://purl.obolibrary.org/obo/BFO_0000141	immaterial entity	semapv:SemanticSimilarityThresholdMatching	0.793661	0.587322	cosine_similarity	openai_text-embedding-3-small	METPO	fypo	Embedding cosine distance: 0.4127, Rank: 10
METPO:1000186	material entity	skos:broadMatch	http://purl.obolibrary.org/obo/BFO_0000141	immaterial entity	semapv:SemanticSimilarityThresholdMatching	0.793661	0.587322	cosine_similarity	openai_text-embedding-3-small	METPO	geo	Embedding cosine distance: 0.4127, Rank: 11
METPO:1000186	material entity	skos:broadMatch	http://purl.obolibrary.org/obo/BFO_0000141	immaterial entity	semapv:SemanticSimilarityThresholdMatching	0.793661	0.587322	cosine_similarity	openai_text-embedding-3-small	METPO	go	Embedding cosine distance: 0.4127, Rank: 12
METPO:1000186	material entity	skos:broadMatch	http://purl.obolibrary.org/obo/BFO_0000141	immaterial entity	semapv:SemanticSimilarityThresholdMatching	0.793661	0.587322	cosine_similarity	openai_text-embedding-3-small	METPO	mco	Embedding cosine distance: 0.4127, Rank: 13
METPO:1000186	material entity	skos:broadMatch	http://purl.obolibrary.org/obo/BFO_0000141	immaterial entity	semapv:SemanticSimilarityThresholdMatching	0.793661	0.587322	cosine_similarity	openai_text-embedding-3-small	METPO	micro	Embedding cosine distance: 0.4127, Rank: 14
METPO:1000186	material entity	skos:broadMatch	http://purl.obolibrary.org/obo/BFO_0000141	immaterial entity	semapv:SemanticSimilarityThresholdMatching	0.793661	0.587322	cosine_similarity	openai_text-embedding-3-small	METPO	oba	Embedding cosine distance: 0.4127, Rank: 15
METPO:1000186	material entity	skos:broadMatch	http://purl.obolibrary.org/obo/BFO_0000141	immaterial entity	semapv:SemanticSimilarityThresholdMatching	0.793661	0.587322	cosine_similarity	openai_text-embedding-3-small	METPO	ohmi	Embedding cosine distance: 0.4127, Rank: 16
METPO:1000186	material entity	skos:broadMatch	http://purl.obolibrary.org/obo/BFO_0000141	immaterial entity	semapv:SemanticSimilarityThresholdMatching	0.793661	0.587322	cosine_similarity	openai_text-embedding-3-small	METPO	pco	Embedding cosine distance: 0.4127, Rank: 17
METPO:1000186	material entity	skos:broadMatch	http://purl.obolibrary.org/obo/BFO_0000141	immaterial entity	semapv:SemanticSimilarityThresholdMatching	0.793661	0.587322	cosine_similarity	openai_text-embedding-3-small	METPO	upheno	Embedding cosine distance: 0.4127, Rank: 18
METPO:1000186	material entity	skos:broadMatch	http://purl.obolibrary.org/obo/BFO_0000141	immaterial entity	semapv:SemanticSimilarityThresholdMatching	0.793625	0.587250	cosine_similarity	openai_text-embedding-3-small	METPO	envo	Embedding cosine distance: 0.4128, Rank: 19
METPO:1000186	material entity	skos:broadMatch	http://purl.obolibrary.org/obo/BFO_0000040	material entity; material entity; An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.	semapv:SemanticSimilarityThresholdMatching	0.734636	0.469271	cosine_similarity	openai_text-embedding-3-small	METPO	ecto	Embedding cosine distance: 0.5307, Rank: 20
METPO:1000188	quality	skos:exactMatch	http://purl.obolibrary.org/obo/BFO_0000019	quality	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	eco	Embedding cosine distance: 0.0000, Rank: 1
METPO:1000188	quality	skos:exactMatch	http://purl.obolibrary.org/obo/BFO_0000019	quality	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	ecto	Embedding cosine distance: 0.0000, Rank: 2
METPO:1000188	quality	skos:exactMatch	http://purl.obolibrary.org/obo/BFO_0000019	quality	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	envo	Embedding cosine distance: 0.0000, Rank: 3
METPO:1000188	quality	skos:exactMatch	http://purl.obolibrary.org/obo/BFO_0000019	quality	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	eupath	Embedding cosine distance: 0.0000, Rank: 4
METPO:1000188	quality	skos:exactMatch	http://purl.obolibrary.org/obo/BFO_0000019	quality	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	flopo	Embedding cosine distance: 0.0000, Rank: 5
METPO:1000188	quality	skos:exactMatch	http://purl.obolibrary.org/obo/BFO_0000019	quality	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	fypo	Embedding cosine distance: 0.0000, Rank: 6
METPO:1000188	quality	skos:exactMatch	http://purl.obolibrary.org/obo/BFO_0000019	quality	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	geo	Embedding cosine distance: 0.0000, Rank: 7
METPO:1000188	quality	skos:exactMatch	http://purl.obolibrary.org/obo/BFO_0000019	quality	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	go	Embedding cosine distance: 0.0000, Rank: 8
METPO:1000188	quality	skos:exactMatch	http://purl.obolibrary.org/obo/BFO_0000019	quality	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	mco	Embedding cosine distance: 0.0000, Rank: 9
METPO:1000188	quality	skos:exactMatch	http://purl.obolibrary.org/obo/BFO_0000019	quality	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	oba	Embedding cosine distance: 0.0000, Rank: 10
METPO:1000188	quality	skos:exactMatch	http://purl.obolibrary.org/obo/PATO_0000001	quality	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	oba	Embedding cosine distance: 0.0000, Rank: 11
METPO:1000188	quality	skos:exactMatch	http://purl.obolibrary.org/obo/BFO_0000019	quality	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	ohmi	Embedding cosine distance: 0.0000, Rank: 12
METPO:1000188	quality	skos:exactMatch	http://purl.obolibrary.org/obo/BFO_0000019	quality	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	pco	Embedding cosine distance: 0.0000, Rank: 13
METPO:1000188	quality	skos:exactMatch	http://purl.obolibrary.org/obo/BFO_0000019	quality	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	phipo	Embedding cosine distance: 0.0000, Rank: 14
METPO:1000188	quality	skos:exactMatch	http://purl.obolibrary.org/obo/BFO_0000019	quality	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	upheno	Embedding cosine distance: 0.0000, Rank: 15
METPO:1000188	quality	skos:exactMatch	http://purl.obolibrary.org/obo/PATO_0000001	quality	semapv:SemanticSimilarityThresholdMatching	0.999999	0.999999	cosine_similarity	openai_text-embedding-3-small	METPO	upheno	Embedding cosine distance: 0.0000, Rank: 16
METPO:1000188	quality	skos:broadMatch	http://purl.obolibrary.org/obo/BFO_0000019	quality; quality	semapv:SemanticSimilarityThresholdMatching	0.767653	0.535307	cosine_similarity	openai_text-embedding-3-small	METPO	ecocore	Embedding cosine distance: 0.4647, Rank: 17
METPO:1000188	quality	skos:broadMatch	http://purl.obolibrary.org/obo/PATO_0002198	quality of a substance	semapv:SemanticSimilarityThresholdMatching	0.622967	0.245935	cosine_similarity	openai_text-embedding-3-small	METPO	oba	Embedding cosine distance: 0.7541, Rank: 18
METPO:1000188	quality	skos:broadMatch	http://purl.obolibrary.org/obo/PATO_0002198	quality of a substance	semapv:SemanticSimilarityThresholdMatching	0.622967	0.245935	cosine_similarity	openai_text-embedding-3-small	METPO	upheno	Embedding cosine distance: 0.7541, Rank: 19
METPO:1000188	quality	skos:broadMatch	http://purl.obolibrary.org/obo/PATO_0000068	qualitative	semapv:SemanticSimilarityThresholdMatching	0.621123	0.242246	cosine_similarity	openai_text-embedding-3-small	METPO	upheno	Embedding cosine distance: 0.7578, Rank: 20
METPO:1000232	pH delta	skos:broadMatch	http://purl.obolibrary.org/obo/UO_0000196	pH	semapv:SemanticSimilarityThresholdMatching	0.644726	0.289451	cosine_similarity	openai_text-embedding-3-small	METPO	foodon	Embedding cosine distance: 0.7105, Rank: 1
METPO:1000232	pH delta	skos:broadMatch	http://purl.obolibrary.org/obo/UO_0000196	pH	semapv:SemanticSimilarityThresholdMatching	0.644726	0.289451	cosine_similarity	openai_text-embedding-3-small	METPO	foodon	Embedding cosine distance: 0.7105, Rank: 2
METPO:1000232	pH delta	skos:broadMatch	http://purl.obolibrary.org/obo/MICRO_0001157	pH	semapv:SemanticSimilarityThresholdMatching	0.644726	0.289451	cosine_similarity	openai_text-embedding-3-small	METPO	micro	Embedding cosine distance: 0.7105, Rank: 3
METPO:1000232	pH delta	skos:broadMatch	http://purl.obolibrary.org/obo/GO_0045851	pH reduction	semapv:SemanticSimilarityThresholdMatching	0.627331	0.254662	cosine_similarity	openai_text-embedding-3-small	METPO	oba	Embedding cosine distance: 0.7453, Rank: 4
METPO:1000232	pH delta	skos:broadMatch	http://purl.obolibrary.org/obo/OBA_0000121	obsolete pH	semapv:SemanticSimilarityThresholdMatching	0.625739	0.251478	cosine_similarity	openai_text-embedding-3-small	METPO	oba	Embedding cosine distance: 0.7485, Rank: 5
METPO:1000232	pH delta	skos:broadMatch	http://purl.obolibrary.org/obo/MICRO_0001301	has pH	semapv:SemanticSimilarityThresholdMatching	0.622310	0.244620	cosine_similarity	openai_text-embedding-3-small	METPO	micro	Embedding cosine distance: 0.7554, Rank: 6
METPO:1000232	pH delta	skos:broadMatch	http://purl.obolibrary.org/obo/MCO_0000720	pH 3.5	semapv:SemanticSimilarityThresholdMatching	0.615975	0.231950	cosine_similarity	openai_text-embedding-3-small	METPO	mco	Embedding cosine distance: 0.7681, Rank: 7
METPO:1000303	temperature delta	skos:broadMatch	<https://mdatahub.org/data/meo/MEO_0001242>	temperature state	semapv:SemanticSimilarityThresholdMatching	0.656833	0.313666	cosine_similarity	openai_text-embedding-3-small	METPO	meo	Embedding cosine distance: 0.6863, Rank: 1
METPO:1000303	temperature delta	skos:broadMatch	http://purl.obolibrary.org/obo/PATO_0000146	temperature	semapv:SemanticSimilarityThresholdMatching	0.649096	0.298192	cosine_similarity	openai_text-embedding-3-small	METPO	oba	Embedding cosine distance: 0.7018, Rank: 2
METPO:1000303	temperature delta	skos:broadMatch	http://purl.obolibrary.org/obo/GO_0001659	temperature homeostasis	semapv:SemanticSimilarityThresholdMatching	0.623921	0.247842	cosine_similarity	openai_text-embedding-3-small	METPO	oba	Embedding cosine distance: 0.7522, Rank: 3
METPO:1000303	temperature delta	skos:broadMatch	http://purl.obolibrary.org/obo/GO_0001659	temperature homeostasis	semapv:SemanticSimilarityThresholdMatching	0.623880	0.247761	cosine_similarity	openai_text-embedding-3-small	METPO	upheno	Embedding cosine distance: 0.7522, Rank: 4
